slug	vol	found	cand_isbn	release_date	publisher	n_cand	rakuten_raw
otonashi-genjuu	5	N				0	
otonashi-genjuu	6	N				0	
otonashi-genjuu	7	N				0	
otonashi-genjuu	8	N				0	
otonashi-genjuu	9	N				0	
ouhi-sama-wa-rikon-shitai	5	N				0	
pachikko-bojou	2	N				0	
pachinko	6	N				0	
pachisuro-yancha-bugi	3	N				0	
pachisuro-yancha-bugi	4	N				0	
pachisuro-yancha-bugi	7	N				0	
pachisuro-yancha-bugi	10	N				0	
pachisuro-yancha-bugi	11	N				0	
pachisuro-yancha-bugi	13	N				0	
pachisuro-yancha-bugi	15	N				0	
pachisuro-yancha-bugi	18	N				0	
pachisuro-yancha-gaiden	3	N				0	
pachisuro-yancha-gaiden	5	N				0	
pachisuro-yancha-gaiden	6	N				0	
pakupaku-desuwa-tsuihousareta-sareta-ojousama	1	N				0	
palm	1	N				0	
palm	2	N				0	
palm	3	N				0	
palm	4	N				0	
palm	5	N				0	
palm	6	N				0	
palm	7	N				0	
palm	8	N				0	
palm	9	N				0	
palm	10	N				0	
palm	11	N				0	
palm	12	N				0	
palm	13	N				0	
palm	14	N				0	
papillon	6	N				0	
peak-out	2	N				0	
pen-to-wappa-to-jijitsukon	4	N				0	
pen-to-wappa-to-jijitsukon	5	N				0	
perman	9	N				0	
perman	10	N				0	
perman-fujiko-1979	11	N				0	
persona-4-4-koma-kings	3	N				0	
piasu-club	3	N				0	
piasu-club	4	N				0	
piasu-club	5	N				0	
piasu-club	6	N				0	
piasu-club	7	N				0	
piasu-club	8	N				0	
piasu-club	9	N				0	
piasu-club	10	N				0	
piasu-club	11	N				0	
piasu-club	12	N				0	
piasu-club	14	N				0	
piasu-club	15	N				0	
piasu-club	17	N				0	
piasu-club	18	N				0	
piisu-maker-kurogane	1	N				0	
piisu-maker-kurogane	2	N				0	
piisu-maker-kurogane	3	N				0	
piisu-maker-kurogane	4	N				0	
piisu-maker-kurogane	5	N				0	
piisu-maker-kurogane	6	N				0	
piisu-maker-kurogane	7	N				0	
piisu-maker-kurogane	8	N				0	
piisu-maker-kurogane	9	N				0	
piisu-maker-kurogane	10	N				0	
piisu-maker-kurogane	11	N				0	
pilot-a	4	N				0	
pink-chan-v	2	N				0	
platonic	2	N				0	
pose-file	2	N				0	
pose-file	7	N				0	
power-bomb-theater	2	N				0	
power-bomb-theater	3	N				0	
pumpkin	1	N				0	
pumpkin	8	N				0	
purodeyuusaa-ni-naritai	2	N				0	
q-e-d	1	N				0	
rakkiidoggu-1-blast	2	N				0	
red-mask	4	N				0	
reikan-koumuten-ripea	7	N				0	
rekitan	1	N				0	
rekitan	2	N				0	
rekitan	3	N				0	
rekitan	4	N				0	
rekitan	5	N				0	
resu	3	N				0	
ribbon-no-kishi-nakayoshi-orijinaruban-fukkoku-daizenshuu	2	N				0	
riezon	19	N				0	
rikei-kun	3	N				0	
rikudou-no-onnatachi	1	N				0	
rikudou-no-onnatachi	2	N				0	
rikudou-no-onnatachi	3	N				0	
rikudou-no-onnatachi	4	N				0	
rikudou-no-onnatachi	5	N				0	
rikudou-no-onnatachi	6	N				0	
rikudou-no-onnatachi	7	N				0	
rikudou-no-onnatachi	8	N				0	
rinjin-o-maiseyo	1	N				0	
rinjin-o-maiseyo	2	N				0	
rinjin-o-maiseyo	3	N				0	
rinta-no-momoiro-comic	2	N				0	
robot-santou-hei	6	N				0	
robot-santou-hei	8	N				0	
romeo	1	N				0	
ruriiro-princess	5	N				0	
ruriiro-princess	6	N				0	
ruriiro-princess	7	N				0	
ruriiro-princess	8	N				0	
ruriiro-princess	9	N				0	
ruriiro-princess	10	N				0	
ruriiro-princess	11	N				0	
ruriiro-princess	12	N				0	
ruriiro-princess	13	N				0	
ryojou-mystery-file	8	N				0	
ryoushuu	7	N				0	
ryuutei-no-mon	5	N				0	
s	13	N				0	
sabaku-no-maou	4	N				0	
sabaku-no-maou	6	N				0	
saibaa-comics	1	N				0	
saibaa-comics	2	N				0	
saibaa-comics	3	N				0	
saibaa-comics	4	N				0	
saibaa-comics	6	N				0	
saibaa-comics	7	N				0	
saibaa-comics	8	N				0	
saibaa-comics	9	N				0	
saibaa-comics	10	N				0	
saibaa-comics	12	N				0	
saikou-nando-meikyuu-de-party-ni-okizari-ni-sareta-esu-rank-kenshi-hontou-ni-mayoimakutte-daremo	6	N				0	
saint-seiya-final-edition	10	N				0	
saint-seiya-final-edition	12	N				0	
saishinban-heisei-tensai-bakabon	1	N				0	
saiteihen-de-agaku-boku-wa-isekai-de-kibou-ni-deau	1	N				0	
saitou-takao-ikenami-shoutarou-jidai-gekiga-waido-selection	2	N				0	
saitou-takao-ikenami-shoutarou-jidai-gekiga-waido-selection	3	N				0	
saitou-takao-ikenami-shoutarou-jidai-gekiga-waido-selection	4	N				0	
saitou-takao-ikenami-shoutarou-jidai-gekiga-waido-selection	5	N				0	
saitou-takao-ikenami-shoutarou-jidai-gekiga-waido-selection	6	N				0	
saitou-takao-ikenami-shoutarou-jidai-gekiga-waido-selection	7	N				0	
saitou-takao-ikenami-shoutarou-jidai-gekiga-waido-selection	8	N				0	
saitou-takao-ikenami-shoutarou-jidai-gekiga-waido-selection	9	N				0	
saiyaku-wa-boku-o-sukisugiru	5	N				0	
saki	26	N				0	
samurai-musou	1	N				0	
sebangou-0	5	N				0	
seibonjinden	8	N				0	
seibonjinden	9	N				0	
seiden-rg-veeda	7	N				0	
seiden-rg-veeda	9	N				0	
seishun	3	N				0	
seishun	5	N				0	
seishun	6	N				0	
seishun	8	N				0	
seishun	9	N				0	
seishun	10	N				0	
seishun	11	N				0	
seishun	12	N				0	
seishun	13	N				0	
seishun	14	N				0	
seishun	15	N				0	
seishun	16	N				0	
seishun	17	N				0	
seishun	18	N				0	
senri-no-michi-mo-dai-sanshou	12	N				0	
sensei-ga-suki	1	N				0	
series-atarimae-no-zeitaku	2	N				0	
servamp	22	N				0	
servamp	23	N				0	
shachou-to-anan	10	N				0	
shanai-bitch-chan-wa-kyou-mo-tokimeki-ga-tomerarenai	1	N				0	
shanai-bitch-chan-wa-kyou-mo-tokimeki-ga-tomerarenai	2	N				0	
shiharu-genesis	1	N				0	
shiharu-genesis	2	N				0	
shima-kousaku-zenshuu	1	N				0	
shima-kousaku-zenshuu	3	N				0	
shima-kousaku-zenshuu	4	N				0	
shima-kousaku-zenshuu	6	N				0	
shima-kousaku-zenshuu	7	N				0	
shima-kousaku-zenshuu	8	N				0	
shin-agatte-nanbo-taichiyo-nakuna	16	N				0	
shin-agatte-nanbo-taichiyo-nakuna	22	N				0	
shin-agatte-nanbo-taichiyo-nakuna	23	N				0	
shin-agatte-nanbo-taichiyo-nakuna	24	N				0	
shin-agatte-nanbo-taichiyo-nakuna	25	N				0	
shin-agatte-nanbo-taichiyo-nakuna	26	N				0	
shin-agatte-nanbo-taichiyo-nakuna	27	N				0	
shin-agatte-nanbo-taichiyo-nakuna	28	N				0	
shin-agatte-nanbo-taichiyo-nakuna	29	N				0	
shin-agatte-nanbo-taichiyo-nakuna	30	N				0	
shin-agatte-nanbo-taichiyo-nakuna	32	N				0	
shin-kaiketsu-jouki-tanteidan	8	N				0	
shin-karate-jigokuhen	14	N				0	
shin-kurosagi-kanketsu-hen	5	N				0	
shin-kurosagi-kanketsu-hen	6	N				0	
shin-kurosagi-kanketsu-hen	7	N				0	
shin-kurosagi-kanketsu-hen	8	N				0	
shin-kurosagi-kanketsu-hen	9	N				0	
shin-kurosagi-kanketsu-hen	10	N				0	
shin-kurosagi-kanketsu-hen	11	N				0	
shin-kurosagi-kanketsu-hen	12	N				0	
shin-kurosagi-kanketsu-hen	13	N				0	
shin-kurosagi-kanketsu-hen	15	N				0	
shin-kurosagi-kanketsu-hen	16	N				0	
shin-kurosagi-kanketsu-hen	17	N				0	
shin-mimibukuro-kaidan-hyakumonogatari	1	N				0	
shin-ranchesutaa-senryaku	4	N				0	
shin-ranchesutaa-senryaku	5	N				0	
shinshin-agatte-nanbo-taichi-yo-nakuna	16	N				0	
shinshin-agatte-nanbo-taichi-yo-nakuna	18	N				0	
shinshin-agatte-nanbo-taichi-yo-nakuna	22	N				0	
shinshin-agatte-nanbo-taichi-yo-nakuna	23	N				0	
shinshin-agatte-nanbo-taichi-yo-nakuna	24	N				0	
shinshin-agatte-nanbo-taichi-yo-nakuna	25	N				0	
shinshin-agatte-nanbo-taichi-yo-nakuna	26	N				0	
shinshin-agatte-nanbo-taichi-yo-nakuna	27	N				0	
shinshin-agatte-nanbo-taichi-yo-nakuna	28	N				0	
shinshin-agatte-nanbo-taichi-yo-nakuna	29	N				0	
shinshin-agatte-nanbo-taichi-yo-nakuna	30	N				0	
shinshin-agatte-nanbo-taichi-yo-nakuna	32	N				0	
shintouki	1	N				0	
shintouki	2	N				0	
shintouki	3	N				0	
shintouki	4	N				0	
shintouki	5	N				0	
shintouki	6	N				0	
shintouki	7	N				0	
shintouki	8	N				0	
shintouki	9	N				0	
shintouki	10	N				0	
shiori-experience-2021	2	N				0	
shiori-experience-2021	3	N				0	
shiori-experience-2021	4	N				0	
shiori-experience-2021	5	N				0	
shiori-experience-2021	6	N				0	
shiori-experience-2021	7	N				0	
shiori-experience-2021	8	N				0	
shiori-experience-2021	9	N				0	
shiori-experience-2021	10	N				0	
shiori-experience-2021	11	N				0	
shiori-experience-2021	12	N				0	
shiori-experience-2021	13	N				0	
shiori-experience-2021	14	N				0	
shiori-experience-2021	15	N				0	
shirasunamura	4	N				0	
shirasunamura	5	N				0	
shirasunamura	6	N				0	
shirasunamura	7	N				0	
shiritsu-shouei-gakuen-otoko-koutoubu-kurashina-sensei-no-junan	4	N				0	
shisaku-nansensu-senshuu	1	N				0	
shisaku-nansensu-senshuu	3	N				0	
shisaku-nansensu-senshuu	6	N				0	
shizuku-chan	43	N				0	
shoichi	8	N				0	
shokuba-to-jitaku-de-gap-no-aru-papa	5	N				0	
shounen-keniya	11	N				0	
shounen-keniya	12	N				0	
shounen-shoujo-jinbutsu-nippon-no-rekishi	1	N				0	
shounen-shoujo-jinbutsu-nippon-no-rekishi	2	N				0	
shounen-shoujo-jinbutsu-nippon-no-rekishi	3	N				0	
shounen-shoujo-jinbutsu-nippon-no-rekishi	6	N				0	
shounen-shoujo-jinbutsu-nippon-no-rekishi	9	N				0	
shounen-shoujo-jinbutsu-nippon-no-rekishi	10	N				0	
shounen-shoujo-jinbutsu-nippon-no-rekishi	11	N				0	
shounen-shoujo-jinbutsu-nippon-no-rekishi	12	N				0	
shounen-shoujo-jinbutsu-nippon-no-rekishi	13	N				0	
shounen-shoujo-jinbutsu-nippon-no-rekishi	14	N				0	
shounen-shoujo-jinbutsu-nippon-no-rekishi	16	N				0	
shounen-shoujo-jinbutsu-nippon-no-rekishi	17	N				0	
shounen-shoujo-jinbutsu-nippon-no-rekishi	19	N				0	
shounen-shoujo-jinbutsu-nippon-no-rekishi	21	N				0	
shounen-shoujo-nippon-no-rekishi	3	N				0	
shounen-shoujo-nippon-no-rekishi	4	N				0	
shounen-shoujo-nippon-no-rekishi	5	N				0	
shounen-shoujo-nippon-no-rekishi	6	N				0	
shounen-shoujo-nippon-no-rekishi	7	N				0	
shounen-shoujo-nippon-no-rekishi	8	N				0	
shounen-shoujo-nippon-no-rekishi	9	N				0	
shounen-shoujo-nippon-no-rekishi	12	N				0	
shounen-shoujo-nippon-no-rekishi	13	N				0	
shounen-shoujo-nippon-no-rekishi	18	N				0	
shousetsu-fajji	1	N				0	
shousetsu-fajji	2	N				0	
shousetsu-fajji	3	N				0	
shousetsu-fajji	5	N				0	
shousetsu-fajji	6	N				0	
shousetsu-fajji	7	N				0	
shousetsu-fajji	9	N				0	
shousetsu-fajji	10	N				0	
shouta-no-sushi	28	N				0	
shouwa-genroku-rakugo-shinjuu	15	N				0	
show-chan-no-bouken	2	N				0	
show-chan-no-bouken	3	N				0	
show-chan-no-bouken	4	N				0	
shukujo-no-kagami-yamemashita	4	N				0	
shukujo-no-kagami-yamemashita	5	N				0	
shuuen-no-majo-to-sekai-no-tabi	1	N				0	
skill-rendaa-no-torikaeshi	8	N				0	
sky-high	3	N				0	
sora-ga-suki	3	N				0	
sora-ga-suki	4	N				0	
sora-ga-suki	5	N				0	
sora-ga-suki	6	N				0	
sora-ga-suki	7	N				0	
sora-ga-suki	8	N				0	
sora-ga-suki	9	N				0	
sora-ga-suki	10	N				0	
sora-ga-suki	11	N				0	
sora-ga-suki	12	N				0	
sora-ga-suki	13	N				0	
sora-ga-suki	14	N				0	
sora-ga-suki	15	N				0	
sora-ga-suki	16	N				0	
sora-ga-suki	17	N				0	
sora-made-itchau	1	N				0	
sugar-spice	17	N				0	
sugomori-hontou-ni-atta-koko-dake-no-hanashi-kiwami	4	N				0	
sugomori-hontou-ni-atta-nama-koko-dake-no-hanashi-kiwami-ultra	4	N				0	
supaidaaman-kizuna	2	N				0	
tachibanakan-try-anguru	3	N				0	
taishou-shinkon-roman	3	N				0	
taiyou-no-romance	2	N				0	
taiyou-no-romance	3	N				0	
tales-of-destiny-director-cut-cut-toki-no-rion	3	N				0	
tales-of-symphonia-4-koma-kings	1	N				0	
tales-of-symphonia-4-koma-kings	2	N				0	
tales-of-vesperia-4-koma-kings	3	N				0	
tange-sazen	2	N				0	
tange-sazen	3	N				0	
tenkaichi-azuma-2025	10	N				0	
tensei-kenja-no-isekai-life	26	N				0	
the-mad-pachi-slot-brother-s	2	N				0	
tobaku-datenroku-kaiji	17	N				0	
tobaku-datenroku-kaiji	18	N				0	
tobaku-datenroku-kaiji	19	N				0	
tobaku-datenroku-kaiji	20	N				0	
tobaku-datenroku-kaiji	21	N				0	
tobaku-datenroku-kaiji	22	N				0	
tobaku-datenroku-kaiji	23	N				0	
toilet-hakase	7	N				0	
toilet-hakase	24	N				0	
toilet-hakase	25	N				0	
toilet-hakase	26	N				0	
tokubetsu-ja-nai-hi	1	N				0	
tokumorikobo-chan	1	N				0	
tokumorikobo-chan	2	N				0	
tokumorikobo-chan	3	N				0	
tokumorikobo-chan	6	N				0	
tokumorikobo-chan	7	N				0	
tokumorikobo-chan	10	N				0	
tokumorikobo-chan	11	N				0	
tokusen-kobo-chan	2	N				0	
tokusen-kobo-chan	3	N				0	
tokusen-kobo-chan	15	N				0	
tokusen-otoboke-kachou	1	N				0	
tokusen-otoboke-kachou	2	N				0	
tokusen-otoboke-kachou	3	N				0	
touhou-chirei-kiden	5	N				0	
trinity-seven	1	N				0	
trinity-seven	4	N				0	
trinity-seven	5	N				0	
trinity-seven	6	N				0	
trinity-seven	7	N				0	
trinity-seven	8	N				0	
trinity-seven	9	N				0	
trinity-seven	10	N				0	
trinity-seven	11	N				0	
trinity-seven	12	N				0	
trinity-seven	13	N				0	
trinity-seven	14	N				0	
tsugi-ha-anata-ga-yarareru-ban-death	3	N				0	
tsuihousareta-sareta-cheat-fuyo-majutsushi-wa-kimama-na-sekando-life-o-ouka-suru	11	N				0	
tsuyoshi	24	N				0	
u12-2018	1	N				0	
u12-2018	2	N				0	
u12-2018	3	N				0	
u12-2018	4	N				0	
u12-2018	5	N				0	
u12-2018	6	N				0	
uchi-no-3-shimai	10	N				0	
uchi-no-3-shimai	13	N				0	
uchi-no-kore-ga-kore-na-monde	1	N				0	
uchi-no-kore-ga-kore-na-monde	2	N				0	
uiui-days	5	N				0	
ultra-seven-1978	2	N				0	
ultra-seven-1978	4	N				0	
umanari-1-haron-theater	25	N				0	
umanari-1-haron-theater	26	N				0	
umimachi-diary	5	N				0	
ura-deka	4	N				0	
ura-deka	6	N				0	
ura-deka	7	N				0	
ura-deka	8	N				0	
valkyrie-profile	1	N				0	
valkyrie-profile	5	N				0	
valkyrie-profile	6	N				0	
valkyrie-profile-2000	1	N				0	
valkyrie-profile-2000	3	N				0	
valkyrie-profile-2000	5	N				0	
valkyrie-profile-2000	6	N				0	
valkyrie-profile-2001	1	N				0	
valkyrie-profile-2001	6	N				0	
valkyrie-profile-2001-2	1	N				0	
valkyrie-profile-2001-2	5	N				0	
vampire-naito-memories	10	N				0	
virgin-mama	10	N				0	
virgin-mama	11	N				0	
w-juliet-2	6	N				0	
w-juliet-2	7	N				0	
waibaan-no-kodomotachi	3	N				0	
waibaan-no-kodomotachi	4	N				0	
yama-kaimashita	1	N				0	
yamafuji-shouji-no-black-anguru	1	N				0	
yatara-yarashii-fukami-kun	1	N				0	
yattara	2	N				0	
yatteranneeze	2	N				0	
yatteranneeze	3	N				0	
yatteranneeze	5	N				0	
yozakura-quartet	33	N				0	
yume-ha-taafu-o-kakemeguru	1	N				0	
yume-ha-taafu-o-kakemeguru	2	N				0	
yume-ha-taafu-o-kakemeguru	3	N				0	
yume-ha-taafu-o-kakemeguru	5	N				0	
yume-ha-taafu-o-kakemeguru	7	N				0	
yuugiou-faibudiizu	1	N				0	
yuugiou-faibudiizu	2	N				0	
yuugiou-ofisharu-card-ocg-structures	9	N				0	
yuugiou-ofisharu-card-ocg-structures	10	N				0	
yuugiou-ooshiijii-stories	4	N				0	
yuugiou-zearu	6	N				0	
yuugiou-zearu	7	N				0	
yuujin-brand	1	N				0	
yuusha-densetsu-no-uragawa-de-ore-wa-eiyuu-densetsu-o-tsukurimasu	8	N				0	
yuuutsuna-asa	6	N				0	
yuuutsuna-asa	7	N				0	
zakoken-maruchou	4	N				0	
zeruda-no-densetsu-4-koma-manga-gekijou	1	N				0	
zeruda-no-densetsu-4-koma-manga-gekijou	3	N				0	
zettai-bl-ni-naru-sekai-vs-zettai-bl-ni-naritakunai-otoko	5	N				0	
zettai-reido	1	N				0	
