slug	title	ours	isbn_implies	madb_candidates	vols	isbn
akatsuka-fujio-no-hata-no-moto-ni	赤塚不二夫の旗の下に	ジーオーティー	汐文社	ジーオーティー	1	9784811200002
akatsuka-fujio-ura-1000-peeji	赤塚不二夫裏1000ページ	INFASパブリケーションズ	オークラ出版	INFASパブリケーションズ	2	9784900785762
akatsuki-no-ageha	朱月のアゲハ	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / 角川書店	2	9784041203965
akiba-s-trip	AKIBA'S TRIP	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / アスキー・メディアワークス	3	9784048869171
akitsu	秋津	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / エンターブレイン	2	9784047284050
akuyaku-reijou-katoriina-no-danzai-bigaku	悪役令嬢カトリーナの断罪美学	ブシロードワークス	角川書店		1	9784049211801
akuyaku-reijou-wa-uwakimono-o-yurushimasen	悪役令嬢は浮気者を許しません!	ジャイブ (発売)	マイクロマガジン社	ジャイブ (発売) / ネクストF	3	9784867151440
all-1-no-ochikobore-kyoushi-1-naru	オール1の落ちこぼれ、教師になる	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / 角川書店	2	9784047250246
all-about-mangatchi	All aboutマンガっち	INFASパブリケーションズ	オークラ出版	INFASパブリケーションズ	1	9784900785519
all-leaf-daishingeki	オールリーフ大進撃	文苑堂	ナナロク社	文苑堂 / ウェッジホールディングス	1	9784904293317
amadera-kaigoroshi	尼寺飼いごろし	アップルパイ	SG企画	アップルパイ	1	9784900854055
amagamisama	アマガミサマ	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / エンターブレイン	2	9784047274624
amaguro-joushi-no-okiniiri	甘黒上司のお気に入り	三交社 (発売)	三交社	三交社 (発売) / メディアソフト	1	9784815590185
amatsumizushi-gago-bokumetsu-dayori-gagohan	天津水市「がご」撲滅だより がごはん	小学館クリエイティブ	ワニマガジン社	小学館クリエイティブ / ヒーローズ	6	9784864682381
amnesia	AMNESIA	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / エンターブレイン	2	9784047281837
an-goo-haisen-tantei-yuuki-shinjuurou	UN-GO 敗戦探偵・結城新十郎	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / 角川書店	3	9784041201602
anarchy-oji-san	アナーキーおじさん	クラーケンラボ	トゥーヴァージンズ	クラーケンラボ / ケンエレブックス	1	9784910315546
anata-ni-dake-wa	あなたにだけは	日販アイ・ピー・エス (発売)	トゥーヴァージンズ	日販アイ・ピー・エス (発売) / アイエムエー	2	9784910340111
angel-beats-the-4-koma	Angel Beats! the 4コマ	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / アスキー・メディアワークス	4	9784048701921
angel-blood-abeno-2013	A+B-エンジェル+ブラッド-	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / 角川書店	2	9784041206898
angels	Angels	ソフトバンククリエイティブ	ジャイブ	ジャイブ / ブロッコリー	3	9784861762161
anna-comnena	アンナ・コムネナ	講談社 (発売)	講談社	講談社 (発売) / 星海社	6	9784065264591
anna-karenina-igarashi1997	アンナ・カレーニナ	中央公論新社	中央公論社	中央公論社	1	9784122030046
ano-hito-wa-kinou-to-onaji-sora-o-miageteru	あの人は昨日と同じ空を見上げてる	集英社 (発売)	集英社	集英社 / 集英社クリエイティブ	11	9784420153980
ano-ko-yori-aishite	あの子より愛して	LINE Digital Frontier	TOブックス	LINE Digital Frontier / 日販アイ・ピー・エス (発売)	2	9784866971353
ano-saisekijou-de-hanataba-o	あの採石場で花束を	ヒーローズ	ワニマガジン社		2	9784868051428
ano-yoru-ni-michizure	あの夜に道連れ	CLAPコミックス	三交社	CLAPコミックス / 三交社 (発売)	2	9784815530686
anonymous	アノニマス	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / アスキー・メディアワークス	1	9784048670708
another-deadman-wonderland	あなざー。デッドマン・ワンダーランド	角川グループホールディングス	KADOKAWA	角川グループホールディングス / 角川書店	1	9784041207499
antatchaburu	あんたっちゃぶる	アスキー出版局	アスキー	アスキー出版局	4	9784756106773
aoi-shibafu-to-amai-mizu	青い芝生と甘い水	LINE Digital Frontier	TOブックス	LINE Digital Frontier / 日販アイ・ピー・エス (発売)	1	9784866971384
aoi-tsukiyo-ni-gin-no-hana	青い月夜に銀の花	主婦と生活社	宙出版	主婦と生活社 / 宙出版	1	9784391913590
apollo-no-uta	アポロの歌	リットーミュージック	リイド社	リットーミュージック / 立東舎	1	9784845633715
appare-tenka-gomen-oudou-rakudo	あっぱれ!天下御免櫻道楽都	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / 角川書店	2	9784041203187
arafoo-riiman-no-cinderella-tensei	アラフォーリーマンのシンデレラ転生	LINE Digital Frontier	TOブックス	LINE Digital Frontier / 日販アイ・ピー・エス	4	9784866970783
arajin-to-mahou-no-lamp	アラジンと魔法のランプ	こぐま社	ゴルフダイジェスト社	こぐま社	1	9784772101219
arcana-famiglia-comic-anthology-ciao	Arcana Famiglia Comic Anthology Ciao	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / アスキー・メディアワークス	1	9784048868419
arcana-familia	アルカナ・ファミリア	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / アスキー・メディアワークス	4	9784048867184
arigatou-honobono-kun	ありがとうほのぼの君	中日新聞社	中経出版	中日新聞社	1	9784806204893
ari-to-giants-tezuka-osamu-missing-pieces-juvenile-works	アリと巨人 : 手塚治虫ミッシング・ピーシズジュブナイル・ワークス	リットーミュージック	リイド社	リットーミュージック / 立東舎	1	9784845644445
arknights-jogen-kumikyoku-crimson-solitaire	アークナイツ序言組曲:クリムゾンソリティア	ブシロードワークス	角川書店	KADOKAWA / ブシロードワークス	1	9784049211696
armored-core	Armored core	角川グループパブリッシング	角川書店	角川グループパブリッシング / 富士見書房	1	9784047125049
archimedes-wa-te-o-yogosanai	アルキメデスは手を汚さない	講談社・コミックス	講談社	講談社・コミックス	1	9784061038042
arumajiro-no-ki	アルマジロの木	どうぶつ社	大都社	どうぶつ社	1	9784886220028
asaha-furu	朝羽振る	LINE Digital Frontier	TOブックス	LINE Digital Frontier / 日販アイ・ピー・エス	4	9784909767943
asahiyama	Asahiyama	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / 角川書店	3	9784047250130
ashita-kara-ganbaru	明日からがんばる!	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / アスキー・メディアワークス	2	9784048702898
assault-lily-league-of-gardens-full-bloom	アサルトリリィLeague of Gardens-full bloom-	KADOKAWA (発売)	KADOKAWA	KADOKAWA (発売) / ブシロードメディア	5	9784048994743
asurazu-raasu-kai	アスラズラース～廻KAI～	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / 角川書店	2	9784041201190
at-home	@ホーム	角川グループパブリッシング	角川書店	角川グループパブリッシング / 富士見書房	1	9784047124950
atakushi-enikki-bougetsu-boujitsu	アタクシ絵日記忘月忘日	文芸春秋	文藝春秋	文芸春秋	5	9784167463014
awa-to-usagi-to-kubikazari	泡と兎と首飾り	グリーンアロー出版社	Bbmfマガジン	グリーンアロー出版社	1	9784766334043
awai-no-mori	あわいの森	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / アスキー・メディアワークス	1	9784048675680
ayakashi-kazoku-no-youko-reijou-onmyouji-to-seiryaku-kekkon-suru	あやかし華族の妖狐令嬢、陰陽師と政略結婚する	講談社	一迅社	講談社 / 一迅社	2	9784758085021
ayashi-2012	あやし	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / 角川書店	1	9784041201145
azakon	あざ婚	BookLive	フレックスコミックス	BookLive / フレックスコミックス (発売)	2	9784866752662
azumanga-recycle	あずまんがリサイクル	角川書店	メディアワークス	角川書店 / メディアワークス	1	9784840218610
azur-lane-smile-dish	アズールレーンスマイルディッシュ!	KADOKAWA (発売)	KADOKAWA	KADOKAWA (発売) / ブシロードメディア	2	9784048995009
b-a-d-tozaki-2012	B.A.D	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / 角川書店	2	9784041203576
babaroa-ehon	ばばろあえほん	宙出版	主婦と生活社	宙出版	1	9784391916089
baka-ga-zenra-de-yatte-kuru	バカが全裸でやってくる	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / 角川書店	2	9784041203705
bakuhatsu-tonari-no-aasha-chan	爆発!となりのアーシャちゃん	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / エンターブレイン	1	9784047288669
bakumatsu-alien	幕末ヱイリアン	角川グループパブリッシング	角川書店	角川グループパブリッシング / 富士見書房	2	9784047128408
bakumatsu-familia	幕末ファミリア	ジャイブ (発売)	マイクロマガジン社	ジャイブ (発売) / ネクストF	2	9784867151211
bakumatsu-fuuunden	幕末風雲伝	小学館	小学館クリエイティブ	小学館 / 小学館クリエイティブ	1	9784778031091
bandori-girls-band-party-event-diary	バンドリ!ガールズバンドパーティ!イベントダイアリー	KADOKAWA (発売)	KADOKAWA	KADOKAWA (発売) / ブシロードメディア	4	9784048995139
bara-to-black-pantsu	薔薇とブラックパンツ	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / エモーション	1	9784048992060
bareeboshi	バレエ星	リットーミュージック	リイド社	リットーミュージック / 立東舎	1	9784845631308
bashou	芭蕉	たま出版	竹書房	たま出版 / スピーチ・バルーン	1	9784884812621
bashou-san-to-obasute-yama-no-tsuki	ばしょうさんとおばすて山の月	しなのき書房	モエールパブリッシング	しなのき書房 / さらしな堂	1	9784903002316
bats-terry	バツ＆テリー	講談社	リイド社	講談社	2	9784845819027
beatless-dystopia	BEATLESS-dystopia	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / 角川書店	2	9784041203996
bee-be-beat-it	Bee-be-beat it!	角川グループパブリッシング	角川書店	角川グループパブリッシング / 富士見書房	3	9784047125834
beeshitsu-kun	べーしっ君	リットーミュージック	リイド社	リットーミュージック / 立東舎	1	9784845628308
begin-the-beguine	ビギン・ザ・ビギン	シュフトセイカツシャ	主婦と生活社	シュフトセイカツシャ / 宙出版	1	9784391914054
beni-bara-kuro-bara	紅ばら黒ばら	小学館	小学館クリエイティブ	小学館 / 小学館クリエイティブ	1	9784778032104
berubara-kids	ベルばらKids	朝日新聞出版	朝日新聞社	朝日新聞出版	2	9784022618528
bii-no-gekijou	Bの劇場	インデックス・コミュニケーションズ	スクウェア・エニックス	インデックス・コミュニケーションズ	1	9784757306127
binzume-no-jigoku	瓶詰の地獄	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / エンターブレイン	1	9784047281424
bird-1992	バード	シュフトセイカツシャ	主婦と生活社	シュフトセイカツシャ / 宙出版	1	9784391913866
bite	Bite!	角川グループパブリッシング	エンターブレイン	角川グループパブリッシング / 角川書店	2	9784047250567
black-jack-historical-color-pieces	ブラック・ジャックヒストリカル・カラー・ピーシズ	リットーミュージック	リイド社	リットーミュージック / 立東舎	1	9784845641604
black-jack-missing-pieces	ブラック・ジャックMISSING PIECES	リットーミュージック (発売)	リイド社	リットーミュージック (発売) / 立東舎	1	9784845639625
black-rock-shooter-innocent-soul	ブラック★ロックシューターイノセントソウル	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / 角川書店	3	9784041200452
black-rockshooter-the-game	BLACK★ROCKSHOOTER THE GAME	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / 角川書店	2	9784041201268
blade-line-aashia-kenseiki	ブレイドライン アーシア剣聖記	角川グループパブリッシング	角川書店	角川グループパブリッシング / 富士見書房	2	9784047127999
blank-space	ブランクスペース	小学館クリエイティブ (発売)	小学館クリエイティブ	小学館クリエイティブ (発売) / ヒーローズ	3	9784864687775
blood-c	BLOOD-C	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / 角川書店	4	9784047157545
blood-soul	ブラッドソウル	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / エモーション	1	9784048992053
