slug	title	authors	canonical済	worst	page_shape	cluster_shape
shuten-douji	手天童子	永井豪		11年 standard 6巻(1989-01-17)→7巻(1978-07-25)	standard[通常版]/少年マガジンコミックス 9冊 1978-07-25〜1989-01-17 ; bunkobon[文庫版]/扶桑社文庫 6冊 1996-12〜2001-11	sid47250/ed58184 standard[少年マガジンコミックス] 9冊 1977-04-05〜1978-11-25 ISBN0 || sid47250/ed58185 bunkobon[講談社漫画文庫] 4冊 2001-10〜2001-11 ISBN4 || sid47250/ed58186 standard[-] 4冊 1984-08〜1985-11 ISBN4 || sid47250/ed58187 standard[KCスペシャル] 1冊 1985-10〜1985-10 ISBN1 || sid47250/ed58188 bunkobon[扶桑社文庫] 1冊 1996-12〜1996-12 ISBN1 || sid47251/ed58189 standard[-] 4冊 2020-11〜2021-02 ISBN4 || sid47251/ed58190 bunkobon[扶桑社文庫] 5冊 1996-08-30〜1997-01-30 ISBN5 || sid102304/ed118079 standard[-] 6冊 1998-04〜1998-08 ISBN6 || sid155310/ed173230 standard[-] 6冊 1988-09〜1989-01 ISBN6
sign-wa-ui	サインはV!	望月あきら		18年 bunkobon 1巻(1995-07)→7巻(1977-03)	standard[通常版]/講談社コミックス 10冊 1976-11-30〜1985-07 ; bunkobon[文庫版]/講談社漫画文庫 8冊 1977-03〜1995-08-18 ; aizoban[愛蔵版]/愛蔵版シリーズ 2冊 1990-02-20〜1990-03-20	sid18086/ed21296 standard[講談社コミックス] 8冊 1969-10-28〜1971-01-28 ISBN0 || sid18086/ed21297 standard[ゴラク・コミックス] 8冊 1985-03〜1985-07 ISBN8 || sid18086/ed21298 standard[ヒットコミックス] 2冊 1976-03-25〜1976-03-25 ISBN0 || sid77046/ed91620 bunkobon[中公文庫コミック版] 6冊 1995-07〜1995-08 ISBN6 || sid77046/ed91621 bunkobon[講談社漫画文庫] 8冊 1976〜1977-03 ISBN0 || sid77046/ed91622 standard[ヒットコミックス] 8冊 1976-11-30〜1976-11-30 ISBN0 || sid77046/ed91623 aizoban[愛蔵版シリーズ] 2冊 1990-02-20〜1990-03-20 ISBN2
sora-no-orugan	空のオルガン	竹坂かほり		18年 standard 3巻(2008-01)→5巻(1990-02-20)	standard[通常版]/ぶーけコミックス 8冊 1990-02-20〜2008-01	sid24961/ed29330 standard[ぶーけコミックス] 7冊 1988-03-20〜1990-12-15 ISBN1 || sid24961/ed29331 standard[HMB] 4冊 2007-11〜2008-01 ISBN4
soshite-kozure-ookami-shikaku-no-ko	そして-子連れ狼刺客の子	森秀樹		10年 standard 1巻(2022-07-15)→5巻(2012-10)	standard[通常版]/キングシリーズ 2冊 2012-10〜2022-07-15	sid40256/ed48467 standard[キングシリーズ] 1冊 2012-10〜2012-10 ISBN1 || sid40256/ed48468 standard[My first big special] 1冊 2022-07〜2022-07 ISBN1
spider-man	スパイダーマン	池上遼一		11年 standard 2巻(1987-01-20)→6巻(1976-07-20)	standard[通常版]/サンコミックス 8冊 1976-07-20〜1987-04-20 ; bunkobon[文庫版]/MF文庫 5冊 2002-05〜2002-07	sid31452/ed36942 standard[サンコミックス] 2冊 1976-04-30〜1976-05-20 ISBN0 || sid31452/ed36943 standard[-] 2冊 1995-10〜1995-10 ISBN2 || sid31452/ed36944 bunkobon[MF文庫] 5冊 2002-05〜2002-07 ISBN5 || sid31452/ed36945 standard[SUN WIDE COMICS] 2冊 1987-03-20〜1987-04-20 ISBN2 || sid78506/ed93154 standard[サン ワイド コミックス] 1冊 1986-12-20〜1986-12-20 ISBN1 || sid78506/ed93155 standard[SUNWIDE COMICS] 2冊 1987-01-20〜1987-02-20 ISBN2 || sid78506/ed93156 standard[サンコミックス] 6冊 1976-04-30〜1976-08-25 ISBN0 || sid78506/ed93157 standard[-] 3冊 1995-11-15〜1996-01 ISBN3 || sid141850/ed159465 standard[マーベルグラフィックノベル・コレクション] 1冊 -〜- ISBN0 || sid141851/ed159466 standard[-] 1冊 1978-05〜1978-05 ISBN0
sugata-sanshirou	姿三四郎	本宮ひろ志		12年 standard 3巻(1989-12-01)→5巻(1977-09)	standard[通常版]/- 7冊 1977-09〜1989-12-01 ; bunkobon[文庫版]/講談社漫画文庫 3冊 2001-06〜2001-06	sid37113/ed44261 bunkobon[新潮文庫] 1冊 1987-07-25〜1987-07-25 ISBN1 || sid41314/ed49828 standard[講談社コミックス] 5冊 1977-02〜1977-09 ISBN0 || sid41314/ed49829 standard[-] 4冊 1989-10〜1990-01 ISBN4 || sid41314/ed49830 standard[KCスペシャル] 2冊 1984-08〜1984-08 ISBN2 || sid41314/ed49831 standard[少年マガジンコミックス] 2冊 1977-12-05〜1978-03-25 ISBN0 || sid41314/ed49832 bunkobon[講談社漫画文庫] 3冊 2001-06〜2001-06 ISBN3 || sid41314/ed49833 standard[KPC] 2冊 2007-12〜2008-01 ISBN2 || sid96408/ed111926 standard[-] 1冊 1954-11-10〜1954-11-10 ISBN0 || sid151919/ed169765 standard[KCスペシャル] 2冊 1984-09〜1984-09 ISBN2
tadaima-jugyouchuu	ただいま授業中!	岡崎つぐお		10年 standard 1巻(1991-03)→2巻(1981-10-15)	standard[通常版]/少年サンデーコミックス 12冊 1981-10-15〜1991-07-15	sid15502/ed18171 standard[少年サンデーコミックス] 12冊 1981-08-15〜1983-04 ISBN5 || sid15502/ed18172 standard[スーパー・ビジュアル・コミックス] 5冊 1991-03〜1991-07-15 ISBN5
the-rapeman	THE レイプマン	みやわき心太郎		12年 standard 1巻(1999-06-24)→6巻(1987-08)	standard[通常版]/SPコミックス 13冊 1987-08〜1999-07-23	sid5668/ed6693 standard[-] 2冊 1999-06-24〜1999-07-23 ISBN2 || sid5668/ed6694 standard[SPコミックス] 11冊 -〜- ISBN4 || sid132688/ed150057 standard[SPコミックス] 2冊 1986-05-05〜1987-08 ISBN0
the-ultraman	ザ・ウルトラマン	内山まもる		18年 standard 1巻(1998-03-12)→4巻(1980-01)	standard[通常版]/てんとう虫コミックス 4冊 1980-01〜1998-05-09 ; bunkobon[文庫版]/小学館コロコロ文庫 4冊 1998-05-10〜1998-07-10	sid10489/ed12225 standard[てんとう虫コミックス] 5冊 1978-11〜1980-01 ISBN0 || sid10489/ed12226 standard[ACTION COMICS] 3冊 1998-03-12〜1998-05-09 ISBN3 || sid10489/ed12227 bunkobon[小学館コロコロ文庫] 4冊 1998-05-10〜1998-07-10 ISBN4 || sid141189/ed158789 standard[-] 2冊 2022-05〜2022-06 ISBN2
toki-no-daichi	刻の大地	夜麻みゆき		14年 standard 3巻(2014-02)→7巻(2000-04)	standard[通常版]/GANGAN COMICS 10冊 2000-04〜2014-08-18	sid12792/ed15014 standard[GANGAN COMICS] 5冊 1997-03〜1999-10-22 ISBN5 || sid12792/ed15015 standard[MediBang COMICS] 1冊 2019-05〜2019-05 ISBN1 || sid12792/ed15016 standard[-] 6冊 2013-10〜2014-08 ISBN6 || sid12792/ed15017 standard[GFC Gファンタジーコミックス] 2冊 2001-07-27〜2002-03-27 ISBN2 || sid12792/ed15018 standard[ガンガンコミックス] 3冊 1999-04〜2000-12 ISBN3
toki-no-gyouja	時の行者	横山光輝		11年 standard 5巻(1990-06-16)→6巻(1979-07-05)	standard[通常版]/少年マガジンコミックス 6冊 1979-07-05〜1990-06-16 ; bunkobon[文庫版]/講談社漫画文庫 3冊 2000-02-10〜2000-02-10	sid45561/ed55923 standard[KCDX] 4冊 2014-04〜2014-07 ISBN4 || sid45561/ed55924 standard[SPスペシャル] 1冊 1993-05〜1993-05 ISBN1 || sid45561/ed55925 standard[-] 4冊 1990-02〜1990-06 ISBN4 || sid45561/ed55926 bunkobon[講談社漫画文庫] 3冊 2000-02-10〜2000-02-10 ISBN3 || sid45561/ed55927 standard[少年マガジンコミックス] 3冊 1977-07〜1977-12 ISBN0 || sid45561/ed55928 standard[講談社コミックスなかよし] 1冊 1990-04〜1990-04 ISBN1 || sid45561/ed55929 standard[講談社コミックス 月マ] 2冊 1979-02-24〜1979-07-05 ISBN0 || sid45561/ed55930 standard[SPコミックス] 2冊 1993-04〜1993-07 ISBN2 || sid45561/ed55931 standard[KCスペシャル] 1冊 1983-08〜1983-08 ISBN1 || sid45561/ed55932 standard[KCGM] 1冊 1978-10-25〜1978-10-25 ISBN0 || sid45561/ed55933 standard[KPC] 3冊 2004-05〜2004-07 ISBN3 || sid156349/ed174307 standard[KCスペシャル] 3冊 1983-08〜1983-09-06 ISBN3
tokoharu-boys	常春boys	葉芝真己		19年 standard 1巻(2013-09-24)→2巻(1994-03)	standard[通常版]/ラキッシュ・コミックス no.6 3冊 1994-03〜2013-11-21 ; bunkobon[文庫版]/冬水社文庫 2冊 2010-09〜2010-10	sid98280/ed113882 standard[バーズコミックス] 2冊 2013-09〜2013-11 ISBN2 || sid98281/ed113883 bunkobon[冬水社文庫] 2冊 2010-09〜2010-10 ISBN2 || sid98281/ed113884 standard[ラキッシュ・コミックス no.64] 1冊 1996-01〜1996-01 ISBN0 || sid98281/ed113885 standard[ラキッシュ・コミックス no.12] 1冊 1994-03〜1994-03 ISBN0 || sid98281/ed113886 standard[ラキッシュ・コミックス no.6] 1冊 1993-12〜1993-12 ISBN0
toudai-itchokusen	東大一直線	小林よしのり		11年 standard 1巻(1991-08)→11巻(1980-07-15)	standard[通常版]/ジャンプ・コミックス 13冊 1980-07-15〜1991-12-20 ; bunkobon[文庫版]/小学館コロコロ文庫 9冊 1995-08〜1995-12-20	sid50788/ed62642 standard[ジャンプ・コミックス] 16冊 1977-07〜1980-09-15 ISBN0 || sid50788/ed62643 standard[トクマコミックス] 9冊 1991-08〜1991-12-20 ISBN9 || sid50788/ed62644 bunkobon[小学館コロコロ文庫] 9冊 1995-08〜1995-12 ISBN9 || sid50788/ed62645 standard[ジャンプ コミックス セレクション] 1冊 1990-07-24〜1990-07-24 ISBN0 || sid156971/ed174944 standard[ジャンプ・コミックス] 7冊 1977-09〜1980-12 ISBN0 || sid156972/ed174945 standard[トクマコミックス] 1冊 1991-10〜1991-10 ISBN1
tsuruhime-jaatsu	つる姫じゃ～っ！	土田よしこ		10年 standard 1巻(1990-03-20)→11巻(1980-11-30)	standard[通常版]/マーガレット・コミックス 11冊 1980-11-30〜1990-06-20 ; aizoban[愛蔵版]/愛蔵版シリーズ 1冊 1988-11-10〜1988-11-10 ; bunkobon[文庫版]/中公文庫コミック版 6冊 1995-07-18〜1995-09-18	sid12425/ed14597 bunkobon[中公文庫コミック版] 6冊 1995-07-18〜1995-09-18 ISBN6 || sid12427/ed14599 standard[中公コミック・スーリ] 10冊 1990-03-20〜1990-06-20 ISBN10 || sid12427/ed14600 aizoban[愛蔵版シリーズ] 1冊 1988-11-10〜1988-11-10 ISBN1 || sid12427/ed14601 standard[-] 2冊 1988-12-10〜1989-01 ISBN2 || sid12427/ed14602 standard[マーガレットコミックス] 5冊 1979-04-30〜1980-11-30 ISBN0
uchuu-kaizoku-captain-harlock	宇宙海賊キャプテンハーロック	松本零士		14年 standard 1巻(1992-06)→4巻(1978-11-15)	standard[通常版]/サンデーコミックス 5冊 1978-11-15〜1992-10-30 ; bunkobon[文庫版]/秋田文庫 3冊 1994-04-30〜1994-04-30	sid43515/ed52888 standard[サンデーコミックス] 13冊 1977-11〜1979-10-05 ISBN1 || sid43515/ed52889 standard[-] 8冊 1992-06〜2016-12 ISBN6 || sid43515/ed52890 standard[チャンピオン・グラフィック] 4冊 1980-09-25〜1981-08-20 ISBN0 || sid43515/ed52891 bunkobon[秋田文庫] 3冊 1994-04〜1994-04-30 ISBN3 || sid43515/ed52892 standard[Akita top comics wide] 2冊 2009-09〜2009-10 ISBN2 || sid43515/ed52893 standard[Akita top comics] 5冊 2003-08〜2004-01 ISBN5 || sid43515/ed52894 standard[SUNDAY COMICS] 4冊 1977-11-20〜1978-11-15 ISBN1
umi-no-toriton	海のトリトン	手塚治虫		19年 standard 1巻(1992-11-30)→3巻(1973-03-15)	standard[通常版]/サンデーコミックス 4冊 1973-03-15〜1992-12-25 ; bunkobon[文庫版]/秋田文庫 3冊 1994-11〜1994-11 ; standard[手塚治虫漫画全集(1979–1980)]/手塚治虫漫画全集 4冊 1979-10-10〜1980-01 ; bunkobon[手塚治虫文庫全集(2009–2010)]/手塚治虫文庫全集 2冊 2009-12〜2010-01	sid35293/ed41965 standard[Akita top comics] 4冊 2003-03〜2003-06 ISBN4 || sid35293/ed41966 standard[手塚治虫漫画全集] 4冊 1979-10〜1980-01 ISBN4 || sid35293/ed41967 bunkobon[秋田文庫] 3冊 1994-11〜1994-11 ISBN3 || sid35293/ed41968 standard[手塚治虫傑作選集] 3冊 1992-11〜1993-01 ISBN3 || sid35293/ed41969 bunkobon[手塚治虫文庫全集] 2冊 2009-12〜2010-01 ISBN2 || sid35293/ed41970 standard[サンデーコミックス] 4冊 1972-12-25〜1973-04-20 ISBN2 || sid107096/ed123105 standard[手塚治虫アニメ名作集] 1冊 1985-08〜1985-08 ISBN1
ura-deka	うら刑事	緒方恭二		12年 standard 1巻(1993-09)→2巻(1981-10)	standard[通常版]/芳文社コミックス 7冊 1981-10〜1993-12-17	sid63841/ed77836 standard[芳文社コミックス] 1冊 1993-12〜1993-12 ISBN1 || sid63841/ed77837 standard[DX版] 1冊 1993-09〜1993-09 ISBN1 || sid134070/ed151459 standard[芳文社コミックス] 5冊 1981-10〜1985-11-15 ISBN0
usagi-ga-hashiru	兎が走る	弘兼憲史		12年 standard 1巻(1992-07)→2巻(1980-08)	standard[通常版]/劇画キングシリーズ 3冊 1980-08〜1992-08 ; bunkobon[文庫版]/道草文庫 2冊 1995-05〜1995-05	sid56334/ed69867 standard[劇画キングシリーズ] 5冊 1980-05〜1992-08 ISBN2 || sid56334/ed69868 bunkobon[道草文庫] 2冊 1995-05〜1995-05 ISBN2
vampire	バンパイヤ	手塚治虫		16年 standard 1巻(1988-03)→3巻(1972-10)	standard[通常版]/SUNDAY COMICS 4冊 1972-10〜1988-03 ; bunkobon[文庫版]/秋田文庫 3冊 1995-02-25〜1995-02-25 ; standard[手塚治虫漫画全集(1979–1993)]/手塚治虫漫画全集 4冊 1979-03-30〜1993-06 ; bunkobon[手塚治虫文庫全集(2010)]/手塚治虫文庫全集 2冊 2010-09〜2010-09	sid35012/ed41419 standard[サンデー・コミックス] 6冊 1968-05-10〜1988-03 ISBN5 || sid35012/ed41420 standard[Goma books] 2冊 2019-03〜2019-04 ISBN2 || sid35012/ed41421 standard[手塚治虫トレジャー・ボックス] 1冊 2012-07〜2012-07 ISBN1 || sid35012/ed41422 bunkobon[秋田文庫] 3冊 1995-02〜1995-02-25 ISBN3 || sid35012/ed41423 standard[手塚治虫・傑作選集] 2冊 1992-04〜1992-05 ISBN2 || sid35012/ed41424 standard[手塚治虫漫画全集] 4冊 1979-03-30〜1993-06 ISBN4 || sid35012/ed41425 bunkobon[手塚治虫文庫全集] 2冊 2010-09〜2010-09 ISBN2 || sid35012/ed41426 standard[SUNDAY COMICS] 1冊 1968-06-10〜1968-06-10 ISBN0 || sid35012/ed41427 standard[Akita top comics wide] 1冊 2016-06〜2016-06 ISBN1 || sid35012/ed41428 standard[秋田トップコミックス] 3冊 2002-11〜2003-01 ISBN3
w3	W3	手塚治虫		18年 bunkobon 1巻(1995-04)→2巻(1977-02-20)	bunkobon[文庫版]/秋田漫画文庫 3冊 1977-02-20〜1995-04 ; standard[通常版]/SUNDAY COMICS 2冊 1985-11〜1993-07-25 ; bunkobon[手塚治虫文庫全集(2009)]/手塚治虫文庫全集 2冊 2009-10-09〜2009-10-09 ; standard[手塚治虫漫画全集(1980–1981)]/手塚治虫漫画全集 3冊 1980-10-20〜1981-03-20	sid34889/ed41088 bunkobon[秋田漫画文庫] 3冊 1977-01-20〜1977-03-20 ISBN1 || sid34889/ed41089 standard[手塚治虫傑作選集] 2冊 1993-06〜1993-07-25 ISBN2 || sid34889/ed41090 bunkobon[手塚治虫文庫全集] 2冊 2009-10〜2009-10 ISBN2 || sid34889/ed41091 bunkobon[秋田文庫] 2冊 1995-04〜1995-04 ISBN2 || sid34889/ed41092 standard[SUNDAY COMICS] 2冊 1968-06-30〜1968-08-05 ISBN1 || sid34889/ed41093 standard[手塚治虫漫画全集] 3冊 1980-10-20〜1981-03-20 ISBN3 || sid34889/ed41094 standard[手塚治虫トレジャー・ボックス] 1冊 2012-03〜2012-03 ISBN1 || sid34889/ed41095 standard[P-KC] 1冊 1997-08-22〜1997-08-22 ISBN1 || sid87513/ed102625 standard[手塚治虫アニメ名作集] 1冊 1985-11〜1985-11 ISBN1
worst-komuro	ワースト	小室孝太郎		12年 standard 1巻(1989-04)→4巻(1977-02-28)	(本番yml無し)	
yabou-no-oukoku	野望の王国	由起賢二		10年 standard 8巻(1989-01-10)→15巻(1979-08)	standard[通常版]/ゴラク・コミックス 28冊 1979-08〜1989-06	sid117086/ed133597 standard[Gコミックス] 2冊 2001-07〜2001-11 ISBN2 || sid117086/ed133598 standard[ゴラク・コミックス] 4冊 -〜- ISBN0 || sid117087/ed133599 standard[ゴラク・コミックス] 39冊 1978-03〜1989-06 ISBN14 || sid117087/ed133600 standard[Nichibun comics] 9冊 2002-10〜2003-05 ISBN9
yakyuu-doahou-den	野球どアホウ伝	水島新司		17年 standard 1巻(1992-08)→4巻(1975-11)	standard[通常版]/少年サンデーコミックス 5冊 1975-11〜1992-10	sid51506/ed63645 standard[少年サンデーコミックス. 水島新司傑作まんが選] 2冊 1975-06-09〜1975-11-09 ISBN0 || sid51506/ed63646 standard[少年サンデーコミックス] 5冊 1975-06-01〜1976-04 ISBN0 || sid51506/ed63647 standard[スーパービジュアル・コミックス] 3冊 1992-08〜1992-10 ISBN3
yojigen-sekai	四次元世界	松本零士		18年 bunkobon 1巻(1995-10)→2巻(1977-07-20)	bunkobon[文庫版]/小学館文庫 2冊 1977-07-20〜1995-10 ; standard[通常版]/小学館叢書 1冊 1992-12-10〜1992-12-10	sid43500/ed52861 standard[小学館叢書] 1冊 1992-12-10〜1992-12-10 ISBN1 || sid43500/ed52862 bunkobon[小学館文庫] 1冊 1995-10〜1995-10 ISBN1 || sid150388/ed168191 bunkobon[小学館文庫] 2冊 1977-06〜1977-07-20 ISBN1
yuki-no-taiyou	ユキの太陽	ちばてつや		19年 standard 1巻(1988-03)→4巻(1969-04-30)	standard[通常版]/ちばてつや漫画全集 4冊 1969-04-30〜1988-03 ; bunkobon[文庫版]/ちばてつや漫画文庫 4冊 1978-01-20〜1978-04-30	sid37110/ed44252 standard[母と娘でみる漫画名作館] 3冊 1988-03〜1988-03 ISBN3 || sid37110/ed44253 bunkobon[ちばてつや漫画文庫] 4冊 1978-01-20〜1978-04-30 ISBN0 || sid37110/ed44254 standard[ちばてつや全集] 3冊 1998-01〜1998-03 ISBN3 || sid37110/ed44255 standard[ちばてつや漫画全集] 1冊 1963-09〜1963-09 ISBN0 || sid37110/ed44256 standard[虫コミックス] 4冊 1969-01-30〜1969-04-30 ISBN0
za-sanbiki-no-samurai	THE三匹の侍	土山しげる		19年 standard 1巻(2005-06)→4巻(1986-01)	standard[通常版]/トクマコミックス 4冊 1986-01〜2005-10	sid132690/ed150059 standard[Gコミックス] 3冊 2005-06〜2005-10 ISBN3
zansatsusha	斬殺者	小島剛夕		11年 standard 1巻(1990-07-06)→4巻(1979-05)	standard[通常版]/ゴラク・コミックス 6冊 1979-05〜1990-09-06 ; bunkobon[文庫版]/講談社漫画文庫 3冊 2002-11〜2002-12	sid31252/ed36673 standard[ゴラク・コミックス] 7冊 1973-06〜1979-06 ISBN0 || sid31252/ed36674 standard[Magical comics] 2冊 2001-09-26〜2001-09-26 ISBN2 || sid31252/ed36675 bunkobon[講談社漫画文庫] 3冊 2002-11〜2002-12 ISBN3 || sid31252/ed36676 standard[KCスペシャル] 3冊 1990-07〜1990-09 ISBN3 || sid48516/ed59719 standard[漫画ゴラク・コミックス] 2冊 1974-01〜1974-03 ISBN0 || sid48516/ed59720 standard[-] 4冊 -〜- ISBN1
zero-no-hakutaka	ゼロの白鷹	本宮ひろ志		13年 standard 1巻(1990-02-09)→4巻(1977-01-05)	standard[通常版]/JUMP SUPER COMICS 4冊 1977-01-05〜1990-04-10 ; bunkobon[文庫版]/集英社文庫 3冊 2011-01-23〜2011-02-23	sid41293/ed49776 standard[JUMP SUPER COMICS] 2冊 1976-07-05〜1977-01-05 ISBN0 || sid41293/ed49777 standard[ジャンプスーパー・コミックス] 2冊 1976-09-05〜1976-11-05 ISBN0 || sid41293/ed49778 bunkobon[集英社文庫] 3冊 2011-01〜2011-02 ISBN3 || sid41293/ed49779 standard[ジャンプスーパーエース] 2冊 1990-03〜1990-04 ISBN2 || sid41293/ed49780 standard[Jump super ace] 1冊 1990-02〜1990-02 ISBN1
zerozero-nine-one	009ノ1	石ノ森章太郎		19年 bunkobon 1巻(1996-01-18)→5巻(1977-02)	bunkobon[文庫版]/ソノラマ漫画文庫 5冊 1977-02〜1996-02-18 ; standard[通常版]/秋田コミックス・セレクト 5冊 1988-05-01〜2006-11-07	sid45125/ed55085 standard[単行本コミックス] 2冊 2006-11〜2006-11 ISBN2 || sid45125/ed55086 bunkobon[ソノラマ漫画文庫] 5冊 1976-12〜1977-02 ISBN0 || sid45125/ed55087 bunkobon[中公文庫コミック版] 4冊 1996-01-18〜1996-02-18 ISBN4 || sid45125/ed55088 standard[秋田コミックス・セレクト] 2冊 1985-08〜1985-10 ISBN2 || sid45125/ed55089 standard[-] 2冊 1988-05〜1988-06 ISBN2 || sid45125/ed55090 standard[Akita top comics wide] 1冊 2013-09〜2013-09 ISBN1 || sid45125/ed55091 standard[石ノ森章太郎萬画大全集] 5冊 -〜- ISBN0 || sid45125/ed55092 standard[サン・コミックス] 5冊 -〜- ISBN0
