slug	title	authors	edition_type	imprint	publisher	vols	std_vols	ratio	cls	v1_date	v1_cover
chako-chan-no-nikki	チャコちゃんの日記	今村洋子	shinsoban	母と娘でみる漫画名作館	草の根出版会	3	5	0.60	圧縮(豪華本)	1990-08-08	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8764/87648201.jpg?_ex=300x300
chiisana-koi-no-monogatari	小さな恋のものがたり	みつはしちかこ	shinsoban	復刻版(2013)	学研	9	46	0.20	圧縮(豪華本)	2013-07	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7340/9784054057340.jpg?_ex=300x300
chiisana-ochakai	小さなお茶会	猫十字社	shinsoban	扶桑社版	扶桑社	4	7	0.57	圧縮(豪華本)	2004-03	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/5940/59404547.jpg?_ex=300x300
chiisana-ochakai	小さなお茶会	猫十字社	shinsoban	宝島社版	宝島社	2	7	0.29	圧縮(豪華本)	2012-11	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/4721/9784800204721.jpg?_ex=300x300
chiisana-ochakai	小さなお茶会	猫十字社	shinsoban	このマンガがすごい!comics	宝島社	3	7	0.43	圧縮(豪華本)	2025-10-13	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/1873/9784299071873_1_2.jpg?_ex=300x300
chikyuuwonomu	地球を呑む	手塚治虫・中野翠	shinsoban	手塚治虫漫画全集	講談社	2	3	0.67	圧縮(豪華本)	1982-11-20	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0617/06173259.jpg?_ex=300x300
chikyuuwonomu	地球を呑む	手塚治虫・中野翠	shinsoban	TEZUKA OSAMU THE COMPLETE WORKS	講談社	1	3	0.33	圧縮(豪華本)	2012-02	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8865/9784063738865_1_3.jpg?_ex=300x300
chikyuuwonomu	地球を呑む	手塚治虫・中野翠	shinsoban	小学館叢書	小学館	1	3	0.33	圧縮(豪華本)	1994-09-01	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/3535/9784091973535.gif?_ex=300x300
chinyuuki	珍遊記	漫☆画太郎	shinsoban	ヤングジャンプ・コミックス	集英社	4	6	0.67	圧縮(豪華本)	2003-11	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0887/08876528.jpg?_ex=300x300
chinyuuki	珍遊記	漫☆画太郎	shinsoban	ヤングジャンプ・コミックスBJ	集英社	4	6	0.67	圧縮(豪華本)	2009-05	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0887/08877660.jpg?_ex=300x300
choukyori-love-no-kodoku	長距離恋愛の孤独	葉芝真己	shinsoban	バーズコミックス	幻冬舎	2	3	0.67	圧縮(豪華本)	2014-05	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/1247/9784344831247.jpg?_ex=300x300
chrome-kidoutai	攻殻機動隊	士郎正宗	shinsoban	ヤングマガジンKCDX	講談社	1	2	0.50	圧縮(豪華本)	1991-10-02	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/2489/9784063132489_1_9.jpg?_ex=300x300
circuit-no-ookami	サーキットの狼	池沢さとし	shinsoban	Motor Magazine Mook	モーターマガジン社	3	23	0.13	圧縮(豪華本)	2009-11	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8627/86279181.jpg?_ex=300x300
circuit-no-ookami	サーキットの狼	池沢さとし	shinsoban	KK comics bunko	不明	3	23	0.13	圧縮(豪華本)	2001-11	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/5843/58436007.gif?_ex=300x300
cobra	コブラ	寺沢武一	shinsoban	創美社コミックス	不明	12	18	0.67	圧縮(豪華本)	1994-03	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0040/9784420220040.jpg?_ex=300x300
death-hunter	デスハンター	桑田次郎	shinsoban	マンガショップシリーズ	マンガショップ	2	4	0.50	圧縮(豪華本)	2005-01-25	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7759/77591019.jpg?_ex=300x300
dennou-nao-san	電脳なをさん	唐沢なをき	shinsoban	Dengeki Comics EX	不明	2	5	0.40	圧縮(豪華本)	2010-07	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0486/04868785.jpg?_ex=300x300
dennou-nao-san	電脳なをさん	唐沢なをき	shinsoban	BEAM COMIX	不明	1	5	0.20	圧縮(豪華本)	2011-03	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8166/9784047268166.jpg?_ex=300x300
dokkiri-doctor	どっきりドクター	細野不二彦	shinsoban	少年サンデーコミックススペシャル	小学館	1	4	0.25	圧縮(豪華本)	1998-10-15	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7512/9784091257512.gif?_ex=300x300
dokkiri-doctor	どっきりドクター	細野不二彦	shinsoban	スーパー・ビジュアル・コミックス	小学館	2	4	0.50	圧縮(豪華本)	1991-08-15	https://thumbnail.image.rakuten.co.jp/@0_mall/rakutenkobo-ebooks/cabinet/2654/2000003272654.jpg?_ex=300x300
dororo	どろろ	手塚治虫	shinsoban	手塚治虫傑作選集	講談社	3	4	0.75	圧縮(豪華本)	1990-09	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/2193/9784253102193.jpg?_ex=300x300
dororon-enma-kun	ドロロンえん魔くん	永井豪・ダイナミック・プロ	shinsoban	角川コミックス・エース	不明	1	3	0.33	圧縮(豪華本)	2011-06-04	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7248/9784047157248.jpg?_ex=300x300
douseiai	同棲愛	水城せとな	shinsoban	Super be×boy comics	リブレ出版	8	11	0.73	圧縮(豪華本)	2010-02-10	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8626/86263764.jpg?_ex=300x300
dr-ashura	Dr. アシュラ	こしのりょう	shinsoban	Nichibun comics	日本文芸社	2	3	0.67	圧縮(豪華本)	2025-04-04	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/2164/9784537172164_1_4.jpg?_ex=300x300
earthian	アーシアン	高河ゆん	shinsoban	創美社版	創美社	3	5	0.60	圧縮(豪華本)	2002-10	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/4202/42022038.jpg?_ex=300x300
eko-eko-azaraku	エコエコアザラク	古賀新一	shinsoban	ホラーコミックススペシャル	秋田書店	5	19	0.26	圧縮(豪華本)	1996-02-28	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/9053/9784253129053.jpg?_ex=300x300
elite-kyousoukyoku	エリート狂走曲	弓月光	shinsoban	ジャンプ スーパー エース	集英社	4	7	0.57	圧縮(豪華本)	1995-03-03	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7553/9784420137553.jpg?_ex=300x300
enueichikee-darwin-ga-kita	NHKダーウィンが来た!	講談社・日本放送協会・戸井原和巳	shinsoban	発見!マンガ図鑑シリーズ(2014-17)	講談社	5	6	0.83	圧縮(豪華本)	2014-12-11	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/2996/9784062192996.jpg?_ex=300x300
esudii-musha-gundam-fuuunroku	SD武者ガンダム風雲録	やまと虹一	shinsoban	KCDX	講談社	3	9	0.33	圧縮(豪華本)	2012-11-22	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7391/9784063767391.jpg?_ex=300x300
fire	ファイヤー!	水野英子	shinsoban	復刻版(文藝春秋)	文藝春秋	3	4	0.75	圧縮(豪華本)	2023-01	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/6514/9784163916514_1_8.jpg?_ex=300x300
fire	ファイヤー!	水野英子	shinsoban	創美社コミックス	不明	3	4	0.75	圧縮(豪華本)	1994-04-25	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0057/9784420220057.jpg?_ex=300x300
fukufuku-funyaan	ふくふくふにゃーん	こなみかなた	shinsoban	ワイドKC Be・love	講談社	2	12	0.17	圧縮(豪華本)	1999-07	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0633/06337409.jpg?_ex=300x300
garasu-no-shiro	ガラスの城	わたなべまさこ	shinsoban	HMB	ホーム社	5	8	0.62	圧縮(豪華本)	2000-12	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/1812/9784834271812.jpg?_ex=300x300
ginga-tetsudou-no-yoru	銀河鉄道の夜	ますむらひろし	shinsoban		扶桑社	1	2	0.50	圧縮(豪華本)	2023-06-02	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/5048/9784594095048_1_3.jpg?_ex=300x300
go-go-purin-teikoku	GO GO!ぷりん帝国	くぼたまこと	shinsoban	ヤングガンガンコミックス	スクウェア・エニックス	4	6	0.67	圧縮(豪華本)	2007-08	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7575/75752053.jpg?_ex=300x300
god-arm	ゴッド・アーム	桑田次郎	shinsoban	MANGA Shop Series	マンガショップ	3	5	0.60	圧縮(豪華本)	2004-11-05	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7759/77591008.jpg?_ex=300x300
gun-frontier	ガンフロンティア	島崎譲	shinsoban	チャンピオンREDコミックス	秋田書店	1	2	0.50	圧縮(豪華本)	2017-06	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/6324/9784253236324.jpg?_ex=300x300
gundlander	ガンドランダー	雅叉丸・友杉達也	shinsoban	復刻版(復刊ドットコム 2025)	復刊ドットコム	4	7	0.57	圧縮(豪華本)	2025-08-22	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/9639/9784835459639_1_4.jpg?_ex=300x300
gunnm-last-order	銃夢last order	木城ゆきと	shinsoban	Evening KCDX	講談社	12	15	0.80	圧縮(豪華本)	2011-07	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/1085/9784063761085.jpg?_ex=300x300
hakatakko-junjou	博多っ子純情	長谷川法世	shinsoban	西日本新聞社版(2005)	西日本新聞社	6	34	0.18	圧縮(豪華本)	2005-04	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/6387/9784816706387.jpg?_ex=300x300
hana-buranko-yurete	花ぶらんこゆれて…	太刀掛秀子	shinsoban	このマンガがすごい!comics	宝島社	2	4	0.50	圧縮(豪華本)	2026-05-25	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7929/9784299077929_1_3.jpg?_ex=300x300
harenchi-gakuen	ハレンチ学園	永井豪	shinsoban	BIG COMICS SPECIAL	小学館	6	13	0.46	圧縮(豪華本)	2018-07	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0243/9784098600243_1_3.jpg?_ex=300x300
haru-chan	はるちゃん	青柳裕介	shinsoban	スーパービジュアル・コミックス	小学館	3	5	0.60	圧縮(豪華本)	1996-10	https://thumbnail.image.rakuten.co.jp/@0_mall/rakutenkobo-ebooks/cabinet/5474/2000000215474.jpg?_ex=300x300
haru-chan	はるちゃん	青柳裕介	shinsoban	ビッグコミックス	小学館	1	5	0.20	圧縮(豪華本)	2005-11	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0918/09180496.jpg?_ex=300x300
haruchin	ハルチン	魚喃キリコ	shinsoban	Mag comics	マガジンハウス	1	2	0.50	圧縮(豪華本)	1998-03	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8387/83870967.jpg?_ex=300x300
hikaru-kaze	光る風	山上たつひこ	shinsoban	復刻版(小学館クリエイティブ)	小学館クリエイティブ	1	3	0.33	圧縮(豪華本)	2008-07-29	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0803/9784778030803_1_5.jpg?_ex=300x300
hikaru-kaze	光る風	山上たつひこ	shinsoban	復刻版(フリースタイル)	フリースタイル	1	3	0.33	圧縮(豪華本)	2015-04	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8768/9784939138768.jpg?_ex=300x300
hinomaru-agete	日の丸あげて	新谷かおる	shinsoban	gentosha comics manga bunko	幻冬舎	1	2	0.50	圧縮(豪華本)	2012-01	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/4249/9784344824249.jpg?_ex=300x300
hit-and-run	ヒット・エンド・ラン	あや秀夫	shinsoban	KCDX	講談社	3	13	0.23	圧縮(豪華本)	2000-07-21	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0633/06334319.jpg?_ex=300x300
hittoraa-no-musuko	ヒットラーの息子	叶精作	shinsoban	SP pocket wide	リイド社	1	4	0.25	圧縮(豪華本)	2017-01	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0341/9784845850341.jpg?_ex=300x300
iga-no-kagemaru	伊賀の影丸	横山光輝	shinsoban	KCDX	講談社	9	15	0.60	圧縮(豪華本)	2008-04	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/4780/9784063754780.jpg?_ex=300x300
inakappe-taishou	いなかっぺ大将	川崎のぼる	shinsoban	ぴっかぴかコミックス カラー版	小学館	2	7	0.29	圧縮(豪華本)	2006-04-05	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0392/9784091480392.gif?_ex=300x300
isshokenmei-hajime-hajime-kun	いっしょけんめいハジメくん	コンタロウ	shinsoban	ヤングジャンプ・コミックスBJ	集英社	2	7	0.29	圧縮(豪華本)	2002-11	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/3729/9784088763729.jpg?_ex=300x300
itsumo-pocket-ni-chopin	いつもポケットにショパン	くらもちふさこ・多田かおる	shinsoban	Queen's comics premium	集英社	4	5	0.80	圧縮(豪華本)	2003-12-18	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0886/08865170.jpg?_ex=300x300
jigyaku-no-uta	自虐の詩	業田良家	shinsoban	2007年版(竹書房)	竹書房	2	5	0.40	圧縮(豪華本)	2007-08-31	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8124/81243214.jpg?_ex=300x300
jinmu	神武	安彦良和	shinsoban	古事記	不明	4	5	0.80	圧縮(豪華本)	2013-11	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/9134/9784041209134.jpg?_ex=300x300
jinmu	神武	安彦良和	shinsoban	Chukoコミックlite	不明	4	5	0.80	圧縮(豪華本)	2003-10-09	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/1241/12410575.jpg?_ex=300x300
jinnairyuu-juujutsu-butouden-majima-kun-suttobasu	陣内流柔術武闘伝 真島クンすっとばす!!	にわのまこと	shinsoban	Nichibun comics	日本文芸社	5	15	0.33	圧縮(豪華本)	2010-08	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/6235/9784537126235.jpg?_ex=300x300
juudousanka	柔道讃歌	貝塚ひろし	shinsoban	HMB	ホーム社	6	16	0.38	圧縮(豪華本)	2003-04	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8342/83427264.jpg?_ex=300x300
kaibutsu-kun-1988	怪物くん	藤子不二雄Ⓐ	shinsoban	藤子不二雄Aランド	ブッキング	19	21	0.90	圧縮(豪華本)	2002-06	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8354/83543000.gif?_ex=300x300
kaibutsu-kun-1988	怪物くん	藤子不二雄Ⓐ	shinsoban	ぴっかぴかコミックス カラー版	小学館	5	21	0.24	圧縮(豪華本)	2005-06-05	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0914/09148171.jpg?_ex=300x300
kappa-no-sanpei	河童の三平	水木しげる・川島健三	shinsoban	水木しげる貸本漫画傑作選	朝日ソノラマ	4	5	0.80	圧縮(豪華本)	2001-08	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/2577/25772126.gif?_ex=300x300
kasuga-no-tsubone-1988	春日局	久松文雄	shinsoban	アイランド・コミックスprimo select	不明	2	4	0.50	圧縮(豪華本)	2005-01	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8615/86156038.jpg?_ex=300x300
kasuga-no-tsubone-1988	春日局	久松文雄	shinsoban	中公漫画叢書	中央公論社	3	4	0.75	圧縮(豪華本)	1989-04-25	https://thumbnail.image.rakuten.co.jp/@0_mall/rakutenkobo-ebooks/cabinet/1982/2000002271982.jpg?_ex=300x300
kasuga-no-tsubone-1988	春日局	久松文雄	shinsoban	Goma books	ゴマブックス	1	4	0.25	圧縮(豪華本)	2017-11	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/9721/9784777119721.jpg?_ex=300x300
kaze-no-saburou	風の三郎	小山ゆう	shinsoban	ビッグコミックス	小学館	4	5	0.80	圧縮(豪華本)	2005-11	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0918/09187621.jpg?_ex=300x300
kaze-to-ki-no-uta	風と木の詩	竹宮惠子	shinsoban	小学館叢書	小学館	9	17	0.53	圧縮(豪華本)	1988-07	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0510/9784091970510.gif?_ex=300x300
kekkoukamen	けっこう仮面	永井豪・ダイナミックプロ	shinsoban			2	5	0.40	圧縮(豪華本)	2004-04	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8458/84582806.jpg?_ex=300x300
kennedy-knights	ケネディ騎士団	望月三起也	shinsoban	マンガショップシリーズ	マンガショップ	4	7	0.57	圧縮(豪華本)	2005-12-03	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7759/77591067.jpg?_ex=300x300
kirinkan-doori	希林館通り	塩森恵子・日高七緒	shinsoban	SGコミックス	集英社	4	8	0.50	圧縮(豪華本)	1990-09-05	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0527/9784088550527.jpg?_ex=300x300
kishi-gundam-maryuu-zero-no-kishiden	騎士ガンダム 魔龍ゼロの騎士伝	ほしの竜一	shinsoban	KCDX	講談社	1	2	0.50	圧縮(豪華本)	2017-06-23	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/2164/9784063932164.jpg?_ex=300x300
kishi-gundam-seiden	騎士ガンダム聖伝	ほしの竜一	shinsoban	KCDX	講談社	2	3	0.67	圧縮(豪華本)	2017-10-23	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/4064/9784065104064.jpg?_ex=300x300
koma-ga-mau	駒が舞う	大島やすいち	shinsoban	さくらコミックス	さくら出版	3	5	0.60	圧縮(豪華本)	1999-06	https://thumbnail.image.rakuten.co.jp/@0_mall/rakutenkobo-ebooks/cabinet/7670/2000007117670.jpg?_ex=300x300
kouya-no-shounen-isamu	荒野の少年イサム	川崎のぼる	shinsoban	復刻版コミックス	集英社	5	12	0.42	圧縮(豪華本)	2013-09	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/6946/9784087806946.jpg?_ex=300x300
kuroi-hohoemi	黒い微笑	細川知栄子	shinsoban	Princess comics = プリンセスコミックス	秋田書店	1	4	0.25	圧縮(豪華本)	2011-08-06	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/2144/9784253072144.jpg?_ex=300x300
kyoufu	恐怖	楳図かずお	shinsoban	秋田書店版	秋田書店	2	3	0.67	圧縮(豪華本)	1990-02-20	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/3152/9784253103152.jpg?_ex=300x300
kyoufu	恐怖	楳図かずお	shinsoban	BIG COMICS SPECIAL	小学館	2	3	0.67	圧縮(豪華本)	2006-05	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/2774/9784091802774_1_4.jpg?_ex=300x300
kyoufu-shinbun	恐怖新聞	つのだじろう	shinsoban	秋田文庫	秋田書店	5	9	0.56	圧縮(豪華本)	1996-12-10	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/2531/25317289.jpg?_ex=300x300
kyoufu-shinbun	恐怖新聞	つのだじろう	shinsoban	KCDX	講談社	1	9	0.11	圧縮(豪華本)	2003-11	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7968/9784063347968.jpg?_ex=300x300
kyoujinkankei	狂人関係	上村一夫	shinsoban	HMB	ホーム社	3	4	0.75	圧縮(豪華本)	2002-03	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/2260/9784834272260.jpg?_ex=300x300
lovely-sick-ohmine	ラブリーシック	大峰ショウコ	shinsoban	Enigma comics	オークラ出版	3	5	0.60	圧縮(豪華本)	2019-09-28	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8877/9784775528877.jpg?_ex=300x300
lupin-iii-m-neo	ルパン三世M neo	深山雪男	shinsoban	アクションコミックス	双葉社	3	4	0.75	圧縮(豪華本)	2012-01-12	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0148/9784575840148.jpg?_ex=300x300
mach-sos	マッハSOS	桜多吾作	shinsoban	マンガショップシリーズ	マンガショップ	4	6	0.67	圧縮(豪華本)	2014-02-02	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/4748/9784775914748.jpg?_ex=300x300
mahha-sanshirou	マッハ三四郎	九里一平・久米みのる	shinsoban	MANGA Shop Series	マンガショップ	4	6	0.67	圧縮(豪華本)	2005-09-03	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7759/77591057.jpg?_ex=300x300
maicching-machiko-sensei	まいっちんぐマチコ先生	えびはら武司	shinsoban	青林工藝舎版(1998)	青林工藝舎	6	8	0.75	圧縮(豪華本)	1998-12	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0670/9784883770670.jpg?_ex=300x300
maicching-machiko-sensei	まいっちんぐマチコ先生	えびはら武司	shinsoban	マンサンQコミックス	実業之日本社	1	8	0.12	圧縮(豪華本)	2003-07	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/4081/40816746.jpg?_ex=300x300
