slug	title	ours	rakuten	year	isbn
dragless-sex	ドラッグレス・セックス	江口吾朗	エンゾウ	2016	9784801956193
emu-san	エムさん。	寺山電	エム。	2016	9784040684697
erabarezaru-mono	選ばれざる者	日輪早夜	ヒマワリソウヤ	2016	9784537134230
fate-extra-ccc	フェイト/エクストラCCC	ろびーな	ろび〜な / TYPE-MOON / マーベラス	2016	9784041038604
fate-grand-order-comic-la-carte	Fate/Grand Orderコミックアラカルト	HenselerThomas	TYPE-MOON	2016	9784041040928
fruits-takuhaibin	フルーツ宅配便	岡田れいみ	鈴木 良雄	2016	9784091877277
fujoi-no-ishadou	腐女医の医者道!	岩葉純希	さーたり	2016	9784040681764
fujoshi-no-tsuzui-san	腐女子のつづ井さん	内野こめこ	つづ井	2016	9784040680774
fullback	フルバック	くっきぃ	枩岡 佳範	2016	9784063958201
gantz-g	GANTZ:G	後藤正人	イイヅカ ケイタ / 奥 浩哉	2016	9784088903958
gesu-no-police	ゲスのポリス	須﨑洋輔	須崎洋輔	2016	9784063957198
gokuritsu	ごくりっ	加藤望	前原 タケル	2016	9784091875891
green-contrast	グリーン・コントラスト	ミヤコヒト	西尾メシ	2016	9784040684093
hadou-no-mon-special	破道の門スペシャル ロシアマフィア死闘編	東元俊哉	東元俊也	2016	9784537162110
haguchi-san	はぐちさん	倉金篤史	くらっぺ	2016	9784396766887
haha-ni-naru-noga-osoroshii	母になるのがおそろしい	山田可南	ヤマダカナン	2016	9784040683669
hakone-no-nekoha	ハコネのネコハ	臼井ともみ	渡辺 一平	2016	9784063958331
harmony	ハーモニー	金魚鉢でめ	三巷　文 / 伊藤計劃 / Project Itoh	2016	9784041040683
haru-wa-na-nomi-no	はるはなのみの	河井英杞	河井 英槻	2016	9784087920154
haru-yo-kuruna	春よ来るな	濱﨑真代	濱崎 真代 / 草水 敏	2016	9784063774832
hataraku-basu-girl	働く!バス娘	リベルエンタテインメント	犬吠あか太	2016	9784074151783
hatred	HATRED	シチ	六甲島　カモメ	2016	9784048658447
hatsukoi-body	初恋ボディー	内田実	萩倉ゆうき	2016	9784800006073
hattatsu-shougai-demo-piano-ga-hikemasuka	発達障害でもピアノが弾けますか?	かなしろにゃんこ。	中嶋 恵美子	2016	9784636899351
hi-no-ataranai-basho	日の当たらない場所	龍本みお	たつもとみお	2016	9784040684109
hidamari-ga-kikoeru-koufukuron	ひだまりが聴こえる-幸福論-	茜田千	文乃ゆき	2016	9784829685808
hijuumura	祕十村	唯野	宗方 馨 / 白輝 蓮	2016	9784063828580
hime-no-dameshi	ヒメの惰飯	くりもとぴんこ	二階堂幸	2016	9784041044179
himitsu-no-reptiles	秘密のレプタイルズ	さかめがね	鯨川 リョウ	2016	9784091273871
hinomoto-3-shimai-wa-kamatte-hoshii	陽下3姉妹はかまってほしい	浪咲ゆか	ねこ末端	2016	9784048925044
hitokuchi-futakuchi	ひとくち、ふたくち、	岡田れいみ	倉月忍	2016	9784592215073
hokahibito	ホカヒビト	中村ミネ	北森 サイ	2016	9784063886559
hokuriku-triangle	北陸とらいあんぐる	田仲みのる	ちさこ	2016	9784040685823
honya-no-onii-san	本屋の鬼いさん	オカカ	ももたん	2016	9784047308923
hoobare-soushoku-joshi	ほおばれ!草食女子	玖乃緑	あらたまい	2016	9784832247062
hoshikuzu-gakuen-shiikoosu	星くず学園Cコース	あすか	なま子	2016	9784048657341
igarashi-kun-to-nakahara-kun	五十嵐くんと中原くん	西野きいな	イサム	2016	9784041039830
ikebukuro-otome-road-senki	池袋ヲトメ道戦記	殿ヶ谷美由記	殿ケ谷美由記	2016	9784063910193
imouto-sae-ireba-ii-atto-comic	妹さえいればいい。@comic	いーどぅー	平坂 読 / い〜どぅ〜 / カントク	2016	9784091574480
inran-baby	いんらんベイベー	奥田薫	森井 暁正	2016	9784063881424
inugami-kun-wa-tsun-dakedo-bareteru	犬神くんはツンだけどバレてる	反転邪郎	反転シャロウ	2016	9784757551152
isekai-maou-to-shoukan-shoujo-no-dorei-majutsu	異世界魔王と召喚少女の奴隷魔術	土田えり	福田 直叶 / むらさき ゆきや / 鶴崎 貴大	2016	9784063765960
isekai-tensei-soudouki	異世界転生騒動記	孟倫	ほのじ / 高見梁川	2016	9784434215667
isourou-no-akai-san	居候の赤井さん	シチ	三角勤	2016	9784040681580
issui-no-sanbaka	一炊の三馬鹿	港川一臣	チノク	2016	9784403622151
iyashikei-otoko-to-toraware-seikatsu	癒し系男子と囚われ生活	にやま	聖ゆうか	2016	9784801954922
jinrou-game-beast-side	人狼ゲームビーストサイド	小うどん	小独活 / 川上亮	2016	9784801954601
jogakusei-tantei-to-henkutsu-sakka	女学生探偵と偏屈作家	シチ	てにをは / 笹原　智映 / なのり	2016	9784048652896
joker-game-the-animation	ジョーカー・ゲームTHE ANIMATION	大島連盟	仁藤すばる / 柳広司	2016	9784800005724
kankinjou	監禁嬢	マイトウ	河野　那歩也	2016	9784575848878
kashikomarimashita-destiny	かしこまりました、デスティニー	桜日梯子	さちも	2016	9784865891867
kawareta-hoshi	買われた星	なかはら★ももた	なかはらももた	2016	9784832289826
kazoku-ga-katazukerarenai	家族が片づけられない	小池みき	井上能理子	2016	9784781614120
keeburu-ando-deddopuuru-ao-no-senrei	ケーブル＆デッドプール:青の洗礼	LiefeldRob	ファビアン・ニシーザ / 小池　顕久	2016	9784864912822
kemokko-doobutsuen	けもっ娘ど～ぶつえん!	松本豊	めぷちん☆	2016	9784253256537
kinome-sasa	木野芽ササ	トリメ	木野芽ササ	2016	9784865892512
kiyowa-onee-to-kishi-otome-no-love-purosesu	気弱オネェと騎士乙女の恋愛プロセス	濃口kiki	高瀬雛	2016	9784758076036
knife-mitai-ni-togattera	ナイフみたいにとがってら	マルサイ	月野まる	2016	9784040686936
kobanare-shinakya-dame-desuka	子離れしなきゃダメですか?	華桜小桃	華桜こもも	2016	9784821144396
koi-to-yobu-niwa-kimochiwarui	恋と呼ぶには気持ち悪い	上田アキ	もぐす	2016	9784758014830
koisuru-shirokuma	恋するシロクマ	大島連盟	ころも	2016	9784040678924
kokage-kun-wa-majo	木陰くんは魔女。	こゆき	小森 羊仔	2016	9784088455211
korosensee-quest	殺せんせーQ!	近藤憲一	青戸成 / 松井優征	2016	9784088807331
kuroneko-zukan	クロネコ図鑑	右京あやね	左京亜也	2016	9784403650772
kyouki-no-sanmyaku-nite	狂気の山脈にて	田邊剛 / ラヴクラフト	田辺　剛	2016	9784047283169
kyuuketsu-baito-kirishima-kun	吸血バイト霧島くん	柏葉ぺす	鹿島初	2016	9784041046876
last-man	ラストマン	VivésBastien	バラック / バスティアン・ヴィヴェス	2016	9784864105101
lightning-anchor	ライトニング・アンカー	河上だいしろう	河上大志郎	2016	9784757551091
little-n-flippers	リトルエヌフリッパーズ	銀子	リトルエヌ	2016	9784879194862
maajan-tenhoushin-kirinji	麻雀天鳳神キリンジ	ウヒョ助	塚脇永久 / 渋川難波	2016	9784801951587
mahoutsukai-precure	魔法つかいプリキュア!	上北双子	上北 ふたご / 東堂 いづみ	2016	9784063378498
mangaka-to-yakuza	漫画家とヤクザ	九重千花	コダ	2016	9784861236839
mazin-nuudoru	魔人ヌードル	ひこちゃん	杉谷和彦	2016	9784091421678
megami-sama-no-iutoori-tsuyatsuya-2016	女神さまのいうとおり	艶々	廣瀬良多	2016	9784537133790
michikusa	道草	坂井久仁江	国枝彩香	2016	9784799730584
michinoku-ni-michi-tsukuru	みちのくにみちつくる	國津武士	しま　たけひと	2016	9784575309997
midara-na-ao-chan-wa-benyou-ga-dekinai	淫らな青ちゃんは勉強ができない	神田はるか	カワハラ 恋	2016	9784063910155
midori-no-yuugure	ミドリノユーグレ	dy冷凍	藤田勇利亜	2016	9784253224956
mirai-no-bokura-no-tame-no-sonata	未来の僕らのためのソナタ	福原秀美	さがら総 / わかさま	2016	9784040720203
misen	未生	尹胎鎬	ユン テホ / 古川 綾子 / 金 承福	2016	9784063774863
mobile-suit-gundam-seed-asutorei-tenkuu-no-princess	機動戦士ガンダムSEED ASTRAY天空の皇女	鴇田洸一	ときた　洸一 / 千葉　智宏 / 矢立肇・富野由悠季	2016	9784041046722
mousou-telepathy	妄想テレパシー	竹充ヒロ	NOBEL	2016	9784063695533
mushoku-kyousei-shuuyoujo	無職強制収容所	昭伶	昭怜 / 鎌倉敦史	2016	9784575848267
nagami-san-no-reinousha-angya	流水さんの霊能者行脚	流水凜子	流水りんこ	2016	9784821178537
nikujo-no-susume	肉女のススメ	あきのそら	小鳩ねねこ	2016	9784785957858
nishiouji-kun-ni-kokuhaku-saremashita	西王子くんに告白されました。	暁葉悠	イチヒ	2016	9784048924511
nobita-to-iku-sekai-rekishi-tanken	のび太と行く世界歴史探検	大岩ピュン	藤子・F・ 不二雄 / 藤子プロ / 近藤 二郎	2016	9784092538764
nogi-wakaba-wa-yuusha-de-aru	乃木若葉は勇者である	御影獏	滝乃　大祐 / タカヒロ / BUNBUN / D．K＆JWWORKS	2016	9784048925594
nora-o-tsuku	野良をつく	東元俊哉	東元 俊也	2016	9784537133950
nyotaika-yankee-gakuen	女体化ヤンキー学園★	佐藤千鳥	高尾鷹浬	2016	9784799728994
nyuushitsu-knock-wa-wasurezuni	入室ノックは忘れずに	ポン	黒木えぬこ	2016	9784796409384
oda-cinnamon-nobunaga	織田シナモン信長	斉藤ロクロ	目黒川うな	2016	9784199803192
oishii-roshia	おいしいロシア	寺山電	シベリカ子	2016	9784781614540
okoshiyasu-chitose-chan	おこしやす、ちとせちゃん	日本の怪村研究会	夏目 靫子	2016	9784063930757
onee-shikkaku	オネエ失格	飛世	冴月　ゆと	2016	9784396703691
onjin-wa-gokudou	恩人は極道!?	かずいち	青井レミ	2016	9784864951227
ookami-ouji-no-emono-chan	オオカミ王子の獲物ちゃん	花岡美莉	さんかく	2016	9784396703653
oomori-sateisufakushon	大森サティスファクション	田村正一	清水 コウセイ	2016	9784088808352
ootanisanchi-no-tenshi-sama	大谷さんちの天使様	野田大輔	鳥乃桐	2016	9784757550964
ore-ga-fujoshi-de-aitsu-ga-yuriota-de	オレが腐女子でアイツが百合オタで	柴もなか	アジイチ	2016	9784040682860
ore-no-kaikata-shikarikata	俺の飼い方叱り方	長岡太一	かさいちあき	2016	9784796408509
ore-to-joushi-no-kakushigoto	俺と上司のかくしごと	真敷ひさめ	嘉島ちあき	2016	9784796409179
ori-no-naka-watashi-wa-midara-ni-kowasareru	檻の中、私は淫らに壊される。	見田竜介	はながたみあや	2016	9784434224966
otona-no-houkago	おとなのほうかご	暁葉悠	イチヒ	2016	9784040681528
oz-to-elsa	オズとエルザ	月並甲介	榊原　宗々	2016	9784041042632
pokemon-za-movie-ekkusu-wai-ando-zetto-borukenion-to-karakuri-no-magiana	ポケモン・ザ・ムービーXY&Zボルケニオンと機巧のマギアナ	河本ひろし	河本 けもん	2016	9784091421791
puppet-call	ぱぺっとコール!	さかめがね	へちま	2016	9784832247383
pygmalion	ピグマリオン	山悠希	渡辺千紘	2016	9784800005588
reset-game	リセット・ゲーム	吉開寛二	吉開かんじ	2016	9784197701681
ryuuou-no-oshigoto	りゅうおうのおしごと!	こげたおこげ	白鳥士郎 / カズキ	2016	9784757548565
saikoo-no-kansatsui	サイコオノ監察医	井上佐藤	ムネヤマヨシミ / rechi	2016	9784800005601
sakuranbotchi	サクランボッチ	佐古新佑	悠理　なゆた	2016	9784832247260
sand-storm-slugger	SAND STORM SLUGGER	武川慎	高嶋栄充	2016	9784253227414
satore-miroku-chan	悟れ!弥勒ちゃん	○はぎ	ぼるぴっか	2016	9784758082754
sayonara-giulietta	さよならジュリエッタ	にいさとる	道明 宏明	2016	9784063906400
seishun-away	青春アウェー	島袋ユミ	コータ	2016	9784592213758
seishun-radio-penchi	青春ラジオペンチ	虎井シグマ	橘　ミズキ	2016	9784040684734
sekai-seifuku-wa-mata-ashita	世界征服はまた明日	ささきさきÜ	リーフィ	2016	9784048924290
senbonzakura	千本桜	石見翔子	黒うさP / WhiteFlame	2016	9784048657693
sengoku-basara-dokugan	戦国BASARAドクガン	猫井ミィ	猫井ヤスユキ / カプコン	2016	9784253141413
senjou-no-inu	線上の犬	漣一弥	墨田　モト	2016	9784048656108
sennen-sensou-aigisu	千年戦争アイギス	いーどぅー	い〜どぅ〜 / DMM GAMES	2016	9784048922722
shachiku-shura-koosaku	社畜!修羅コーサク	唯野	江戸 パイン	2016	9784063828535
shachiku-to-yuurei	社畜と幽霊	さかめがね	日日 ねるこ	2016	9784088905440
shichinenme-no-ryouomoi	七年目の両想い	出樹	梅子	2016	9784776742753
shikabanechou-undead	屍町アンデッド	鶏尾	磐秋ハル	2016	9784800005861
shingun-no-cadet	神軍のカデット	めぇ田のん	川端 新	2016	9784091876652
shinogigoroshi	シノギゴロシ	龍翠	いわや晃 / 山田一文	2016	9784253237055
shinri-sousakan-kokoro	心理捜査官ココロ	北村有香	きたむら ゆうか	2016	9784091386199
shinyaku-meruhien	新約Marchen	えむけえ	鳥飼 やすゆき / Sound Horizon	2016	9784063910070
shoujotachi-wa-kouya-o-mezasu	少女たちは荒野を目指す	甘露アメ / 平つくね	カヅチ / みなとそふと / 松竜	2016	9784048923293
signal-100	シグナル100	龍翠	宮月新 / 近藤しぐれ	2016	9784592141266
sono-dekiai-hansoku-desu	その溺愛、反則です!	花本八満	立花 実咲 / 獅山 雨為	2016	9784396703721
sono-shimai-wa-tabun-koisuru-ashi-nanoda	その姉妹はたぶん恋する葦なのだ	白松	紺矢　ユキオ	2016	9784048658737
sutanbai-kiss	スタンバイ・キス	那須村さっこ	筋	2016	9784908757228
suzu-to-mitsugo-no-boyfriend	鈴と3つごのボーイフレンド	南部ワタリ	うちはら 香乃	2016	9784091386069
tadaima-okaeri	ただいま、おかえり	九重千花	いちかわ壱	2016	9784865892000
takane-no-hana-nara-ochitekoi	高嶺の花なら落ちてこい!!	日向きょう	夏目あやの	2016	9784757549562
tejina-senpai	手品先輩	ささのゆゆすけ	アズ	2016	9784063828351
tekken-shoujo-urami-chan	鉄拳少女うらみちゃん	小石川イオリ	くみちょう	2016	9784041040997
teruya-kun-wa-hodasarenai	照屋くんは絆されない	桂イチホ	茶藤あんこ	2016	9784048659987
tokyo-7th-sisters	Tokyo 7th Sisters	中村颯希	山吹ざらめ / Donuts / 茂木　伸太郎	2016	9784041045268
tomogui	トモグイ	ジジ＆ピンチ	RAZEN / 金沢　伸明	2016	9784575847642
tsuki-ga-michibiku-isekai-douchuu	月が導く異世界道中	鷹木骰子	木野コトラ / あずみ圭	2016	9784434216046
tsukurogu	つくろぐ。	鹿子木灯	今村　朝希	2016	9784040687100
twin-role	ツインロール	夢木みつる	晴海ひつじ	2016	9784592211013
twindle-no-hakoniwa	ツインドルの箱庭	オノタケオ	稚野 まちこ	2016	9784087927160
udedori	腕鳥。	ミナヤマカエル	先御 見瑠人	2016	9784861349188
ukkari-haitchatta-itoko-to-mitchaku-geemuchuu	うっかり入っちゃった!従姉妹と密着ゲーム中	米餅昭彦	なめぞう	2016	9784862976338
usao-manga	usao漫画	海道左近	usao	2016	9784594076443
uso-nimo-koi-ga-iru	嘘にも恋がいる	石川オレオ	河井あぽろ	2016	9784908588051
utawareru-mono-itsuwari-no-kamen	うたわれるもの 偽りの仮面	30M先	アクアプラス / 平　こさか	2016	9784048922241
watashi-no-shiikugakari-kun	わたしの飼育係くん	しのざきおさむ	見崎 なつみ	2016	9784063920963
yakumo-san-wa-ezuke-ga-shitai	八雲さんは餌づけがしたい。	野田大輔	里見U	2016	9784757551107
yamori-senpai-to-isshokenmei-de-iinjane	ヤモリ先輩といっしょでいいんじゃね?	姫なっつん	さだうおじ	2016	9784040685724
yasashii-hito	やさしい人	安部慎一	阿部慎一	2016	9784883794287
youkai-manga-de-tanoshii-koten	妖怪マンガで楽しい古典	みずなともみ / 武楽清 / 能松健七	小松和彦	2016	9784055011730
youkoso-jitsuryoku-shijou-shugi-no-kyoushitsu-e	ようこそ実力至上主義の教室へ	あさひあける	一乃　ゆゆ / 衣笠彰梧 / トモセ　シュンサク	2016	9784040685502
zettai-naru-isolator	絶対ナル孤独者	オカカ	川原　礫 / 越水　ナオキ / シメジ	2016	9784048656566
zettai-zetsumei-kiken-seibutsu-world-o-kouryaku-seyo	絶体絶命!危険生物ワールドを攻略せよ!	三國シン	今泉忠明 / ミクニシン	2016	9784052045493
afurika-no-salaryman	アフリカのサラリーマン	映画館	ガム	2015	9784040676388
akireusu	アキレウス	昭時大紀	藤田かくじ / 鉄人	2015	9784799207840
akuma-na-futago-to-abunai-ryouseikatsu	悪魔な双子とアブナイ寮生活❤	西のり子	芦原　モカ	2015	9784048691512
ame-nochi-hare-zonbiyori	雨のち晴れゾン日和	飛田漱	キヨミズリュウタロウ	2015	9784063954692
asakusa-uneune-tabearuki	浅草うねうね食べある記	猫田ぴの字	上野うね	2015	9784821144068
ashondeyotsu	あしょんでよッ	映画館	らくだ	2015	9784040676395
atom-the-beginning	アトムザ・ビギニング	カサハラテツロー	手塚治虫 / ゆうきまさみ	2015	9784864684170
