class	isbn13	n_pages	group_shared_n	group_ratio	author_rel	isolated_side	num_mismatch	version_side	pages	group_id
PAGE_DUP	9784835455730	2	3	100%	共通著者あり		1		wild-7[ワイルド7] ed=kanzenban/復刊ドットコム vol=7 ed_vols=16 page_vols=168 date=2018-07-23 | wild-7-1973-74[ワイルド7 1973-74] ed=standard/復刊ドットコム vol=3 ed_vols=3 page_vols=3 date=2018-07-23	wild-7+wild-7-1973-74
VERSION_TAB	9784073065494	2	1	100%	共通著者あり			mobile-suit-gundam-f90	mobile-suit-gundam-f90[機動戦士ガンダムF90] ed=standard/B-CLUB COMICS vol=1 ed_vols=1 page_vols=1 date=1997-07-15 | mobile-suit-z-gundam[機動戦士Zガンダム] ed=standard/講談社コミックスボンボン vol=1 ed_vols=3 page_vols=3 date=1997-07-15	mobile-suit-gundam-f90+mobile-suit-z-gundam
SHARED_FEW	9784776754626	2	9	43%	共通著者あり				netsuai-prince[熱愛プリンス] ed=standard/Missy comics vol=13 ed_vols=21 page_vols=21 date=2023-09-08 | netsuai-prince-oniichan-wa-kimi-ga-suki[熱愛プリンス お兄ちゃんはキミが好き] ed=shinsoban/ASTRO COMICS vol=13 ed_vols=19 page_vols=68 date=2023-09-08	netsuai-prince+netsuai-prince-oniichan-wa-kimi-ga-suki
SHARED_FEW	9784776754633	2	9	43%	共通著者あり				netsuai-prince[熱愛プリンス] ed=standard/Missy comics vol=14 ed_vols=21 page_vols=21 date=2023-09-08 | netsuai-prince-oniichan-wa-kimi-ga-suki[熱愛プリンス お兄ちゃんはキミが好き] ed=shinsoban/ASTRO COMICS vol=14 ed_vols=19 page_vols=68 date=2023-09-08	netsuai-prince+netsuai-prince-oniichan-wa-kimi-ga-suki
SHARED_FEW	9784776754640	2	9	43%	共通著者あり				netsuai-prince[熱愛プリンス] ed=standard/Missy comics vol=15 ed_vols=21 page_vols=21 date=2023-09-08 | netsuai-prince-oniichan-wa-kimi-ga-suki[熱愛プリンス お兄ちゃんはキミが好き] ed=shinsoban/ASTRO COMICS vol=15 ed_vols=19 page_vols=68 date=2023-09-08	netsuai-prince+netsuai-prince-oniichan-wa-kimi-ga-suki
SHARED_FEW	9784776754657	2	9	43%	共通著者あり				netsuai-prince[熱愛プリンス] ed=standard/Missy comics vol=16 ed_vols=21 page_vols=21 date=2023-09-08 | netsuai-prince-oniichan-wa-kimi-ga-suki[熱愛プリンス お兄ちゃんはキミが好き] ed=shinsoban/ASTRO COMICS vol=16 ed_vols=19 page_vols=68 date=2023-09-08	netsuai-prince+netsuai-prince-oniichan-wa-kimi-ga-suki
SHARED_FEW	9784776754664	2	9	43%	共通著者あり				netsuai-prince[熱愛プリンス] ed=standard/Missy comics vol=17 ed_vols=21 page_vols=21 date=2023-09-08 | netsuai-prince-oniichan-wa-kimi-ga-suki[熱愛プリンス お兄ちゃんはキミが好き] ed=shinsoban/ASTRO COMICS vol=17 ed_vols=19 page_vols=68 date=2023-09-08	netsuai-prince+netsuai-prince-oniichan-wa-kimi-ga-suki
SHARED_FEW	9784776754671	2	9	43%	共通著者あり				netsuai-prince[熱愛プリンス] ed=standard/Missy comics vol=18 ed_vols=21 page_vols=21 date=2023-09-08 | netsuai-prince-oniichan-wa-kimi-ga-suki[熱愛プリンス お兄ちゃんはキミが好き] ed=shinsoban/ASTRO COMICS vol=18 ed_vols=19 page_vols=68 date=2023-09-08	netsuai-prince+netsuai-prince-oniichan-wa-kimi-ga-suki
SHARED_FEW	9784776754688	2	9	43%	共通著者あり				netsuai-prince[熱愛プリンス] ed=standard/Missy comics vol=19 ed_vols=21 page_vols=21 date=2023-09-08 | netsuai-prince-oniichan-wa-kimi-ga-suki[熱愛プリンス お兄ちゃんはキミが好き] ed=shinsoban/ASTRO COMICS vol=19 ed_vols=19 page_vols=68 date=2023-09-08	netsuai-prince+netsuai-prince-oniichan-wa-kimi-ga-suki
SHARED_FEW	9784776754695	2	9	43%	共通著者あり				netsuai-prince[熱愛プリンス] ed=standard/Missy comics vol=20 ed_vols=21 page_vols=21 date=2023-09-08 | netsuai-prince-oniichan-wa-kimi-ga-suki[熱愛プリンス お兄ちゃんはキミが好き] ed=standard/ネクストFコミックス vol=20 ed_vols=24 page_vols=68 date=2023-09-08	netsuai-prince+netsuai-prince-oniichan-wa-kimi-ga-suki
SHARED_FEW	9784776754855	2	9	43%	共通著者あり				netsuai-prince[熱愛プリンス] ed=standard/Missy comics vol=21 ed_vols=21 page_vols=21 date=2024-01-10 | netsuai-prince-oniichan-wa-kimi-ga-suki[熱愛プリンス お兄ちゃんはキミが好き] ed=standard/ネクストFコミックス vol=21 ed_vols=24 page_vols=68 date=2024-01-10	netsuai-prince+netsuai-prince-oniichan-wa-kimi-ga-suki
SHARED_FEW	9784757547223	2	9	30%	共通著者あり				roto-no-monshou[ロトの紋章] ed=standard/ガンガンコミックス vol=22 ed_vols=34 page_vols=49 date=2015-08-25 | roto-no-monshou-monshou-o-tsugu-monotachi-he[ロトの紋章 紋章を継ぐ者達へ] ed=standard/ヤングガンガンコミックス vol=22 ed_vols=30 page_vols=30 date=2015-08-25	roto-no-monshou+roto-no-monshou-monshou-o-tsugu-monotachi-he
SHARED_FEW	9784757548411	2	9	30%	共通著者あり				roto-no-monshou[ロトの紋章] ed=standard/ガンガンコミックス vol=23 ed_vols=34 page_vols=49 date=- | roto-no-monshou-monshou-o-tsugu-monotachi-he[ロトの紋章 紋章を継ぐ者達へ] ed=standard/ヤングガンガンコミックス vol=23 ed_vols=30 page_vols=30 date=2015-12	roto-no-monshou+roto-no-monshou-monshou-o-tsugu-monotachi-he
SHARED_FEW	9784757549630	2	9	30%	共通著者あり				roto-no-monshou[ロトの紋章] ed=standard/ガンガンコミックス vol=24 ed_vols=34 page_vols=49 date=2016-04-25 | roto-no-monshou-monshou-o-tsugu-monotachi-he[ロトの紋章 紋章を継ぐ者達へ] ed=standard/ヤングガンガンコミックス vol=24 ed_vols=30 page_vols=30 date=2016-04-25	roto-no-monshou+roto-no-monshou-monshou-o-tsugu-monotachi-he
SHARED_FEW	9784757550841	2	9	30%	共通著者あり				roto-no-monshou[ロトの紋章] ed=standard/ガンガンコミックス vol=25 ed_vols=34 page_vols=49 date=- | roto-no-monshou-monshou-o-tsugu-monotachi-he[ロトの紋章 紋章を継ぐ者達へ] ed=standard/ヤングガンガンコミックス vol=25 ed_vols=30 page_vols=30 date=2016-08	roto-no-monshou+roto-no-monshou-monshou-o-tsugu-monotachi-he
SHARED_FEW	9784757551916	2	9	30%	共通著者あり				roto-no-monshou[ロトの紋章] ed=standard/ガンガンコミックス vol=26 ed_vols=34 page_vols=49 date=2016-12-24 | roto-no-monshou-monshou-o-tsugu-monotachi-he[ロトの紋章 紋章を継ぐ者達へ] ed=standard/ヤングガンガンコミックス vol=26 ed_vols=30 page_vols=30 date=2016-12-24	roto-no-monshou+roto-no-monshou-monshou-o-tsugu-monotachi-he
SHARED_FEW	9784757553316	2	9	30%	共通著者あり				roto-no-monshou[ロトの紋章] ed=standard/ガンガンコミックス vol=27 ed_vols=34 page_vols=49 date=2017-04-25 | roto-no-monshou-monshou-o-tsugu-monotachi-he[ロトの紋章 紋章を継ぐ者達へ] ed=standard/ヤングガンガンコミックス vol=27 ed_vols=30 page_vols=30 date=2017-04-25	roto-no-monshou+roto-no-monshou-monshou-o-tsugu-monotachi-he
SHARED_FEW	9784757554542	2	9	30%	共通著者あり				roto-no-monshou[ロトの紋章] ed=standard/ガンガンコミックス vol=28 ed_vols=34 page_vols=49 date=- | roto-no-monshou-monshou-o-tsugu-monotachi-he[ロトの紋章 紋章を継ぐ者達へ] ed=standard/ヤングガンガンコミックス vol=28 ed_vols=30 page_vols=30 date=2017-08	roto-no-monshou+roto-no-monshou-monshou-o-tsugu-monotachi-he
SHARED_FEW	9784757555600	2	9	30%	共通著者あり				roto-no-monshou[ロトの紋章] ed=standard/ガンガンコミックス vol=29 ed_vols=34 page_vols=49 date=2017-12-25 | roto-no-monshou-monshou-o-tsugu-monotachi-he[ロトの紋章 紋章を継ぐ者達へ] ed=standard/ヤングガンガンコミックス vol=29 ed_vols=30 page_vols=30 date=2017-12-25	roto-no-monshou+roto-no-monshou-monshou-o-tsugu-monotachi-he
SHARED_FEW	9784757556997	2	9	30%	共通著者あり				roto-no-monshou[ロトの紋章] ed=standard/ガンガンコミックス vol=30 ed_vols=34 page_vols=49 date=- | roto-no-monshou-monshou-o-tsugu-monotachi-he[ロトの紋章 紋章を継ぐ者達へ] ed=standard/ヤングガンガンコミックス vol=30 ed_vols=30 page_vols=30 date=2018-04	roto-no-monshou+roto-no-monshou-monshou-o-tsugu-monotachi-he
SHARED_FEW	9784091808431	2	7	41%	共通著者あり				kamui-gaiden-dai-2-bu[カムイ外伝第2部] ed=standard/ビッグコミックス vol=13 ed_vols=17 page_vols=17 date=1986-02 | kamuigaiden[カムイ外伝] ed=standard/ビッグコミックス vol=13 ed_vols=20 page_vols=43 date=1985-12-17	kamui-gaiden-dai-2-bu+kamuigaiden
SHARED_FEW	9784091808448	2	7	41%	共通著者あり				kamui-gaiden-dai-2-bu[カムイ外伝第2部] ed=standard/ビッグコミックス vol=14 ed_vols=17 page_vols=17 date=1986-05 | kamuigaiden[カムイ外伝] ed=standard/ビッグコミックス vol=14 ed_vols=20 page_vols=43 date=1986-03-29	kamui-gaiden-dai-2-bu+kamuigaiden
SHARED_FEW	9784091808462	2	7	41%	共通著者あり				kamui-gaiden-dai-2-bu[カムイ外伝第2部] ed=standard/ビッグコミックス vol=16 ed_vols=17 page_vols=17 date=1987-02 | kamuigaiden[カムイ外伝] ed=standard/ビッグコミックス vol=16 ed_vols=20 page_vols=43 date=1986-12-17	kamui-gaiden-dai-2-bu+kamuigaiden
SHARED_FEW	9784091808479	2	7	41%	共通著者あり				kamui-gaiden-dai-2-bu[カムイ外伝第2部] ed=standard/ビッグコミックス vol=17 ed_vols=17 page_vols=17 date=1987-04 | kamuigaiden[カムイ外伝] ed=standard/ビッグコミックス vol=17 ed_vols=20 page_vols=43 date=1987-02	kamui-gaiden-dai-2-bu+kamuigaiden
SHARED_FEW	9784091808486	2	7	41%	共通著者あり				kamui-gaiden-dai-2-bu[カムイ外伝第2部] ed=standard/ビッグコミックス vol=18 ed_vols=17 page_vols=17 date=1987-05 | kamuigaiden[カムイ外伝] ed=standard/ビッグコミックス vol=18 ed_vols=20 page_vols=43 date=1987-03-30	kamui-gaiden-dai-2-bu+kamuigaiden
SHARED_FEW	9784091808493	2	7	41%	共通著者あり				kamui-gaiden-dai-2-bu[カムイ外伝第2部] ed=standard/ビッグコミックス vol=19 ed_vols=17 page_vols=17 date=1987-06 | kamuigaiden[カムイ外伝] ed=standard/ビッグコミックス vol=19 ed_vols=20 page_vols=43 date=1987-04-30	kamui-gaiden-dai-2-bu+kamuigaiden
SHARED_FEW	9784091808509	2	7	41%	共通著者あり				kamui-gaiden-dai-2-bu[カムイ外伝第2部] ed=standard/ビッグコミックス vol=20 ed_vols=17 page_vols=17 date=1987-07 | kamuigaiden[カムイ外伝] ed=standard/ビッグコミックス vol=20 ed_vols=20 page_vols=43 date=1987-05-30	kamui-gaiden-dai-2-bu+kamuigaiden
SHARED_FEW	9784840104050	2	5	31%	共通著者あり				fire-emblem-nintendo-1996[ファイアーエムブレム] ed=standard/メディアファクトリー vol=16 ed_vols=5 page_vols=16 date=2001-10-31 | fire-emblem-seisen-no-keifu[ファイアーエムブレム聖戦の系譜] ed=standard/MFコミックス vol=16 ed_vols=12 page_vols=23 date=2001-10-31	fire-emblem-nintendo-1996+fire-emblem-seisen-no-keifu
SHARED_FEW	9784889917741	2	5	31%	共通著者あり				fire-emblem-nintendo-1996[ファイアーエムブレム] ed=standard/メディアファクトリー vol=12 ed_vols=5 page_vols=16 date=2001-02-23 | fire-emblem-seisen-no-keifu[ファイアーエムブレム聖戦の系譜] ed=standard/MFコミックス vol=12 ed_vols=12 page_vols=23 date=2001-02-23	fire-emblem-nintendo-1996+fire-emblem-seisen-no-keifu
SHARED_FEW	9784889917833	2	5	31%	共通著者あり				fire-emblem-nintendo-1996[ファイアーエムブレム] ed=standard/メディアファクトリー vol=13 ed_vols=5 page_vols=16 date=2001-04-23 | fire-emblem-seisen-no-keifu[ファイアーエムブレム聖戦の系譜] ed=standard/MFコミックス vol=13 ed_vols=12 page_vols=23 date=2001-04-23	fire-emblem-nintendo-1996+fire-emblem-seisen-no-keifu
SHARED_FEW	9784889917895	2	5	31%	共通著者あり				fire-emblem-nintendo-1996[ファイアーエムブレム] ed=standard/メディアファクトリー vol=14 ed_vols=5 page_vols=16 date=2001-07-23 | fire-emblem-seisen-no-keifu[ファイアーエムブレム聖戦の系譜] ed=standard/MFコミックス vol=14 ed_vols=12 page_vols=23 date=2001-07-23	fire-emblem-nintendo-1996+fire-emblem-seisen-no-keifu
SHARED_FEW	9784889917970	2	5	31%	共通著者あり				fire-emblem-nintendo-1996[ファイアーエムブレム] ed=standard/メディアファクトリー vol=15 ed_vols=5 page_vols=16 date=2001-09-23 | fire-emblem-seisen-no-keifu[ファイアーエムブレム聖戦の系譜] ed=standard/MFコミックス vol=15 ed_vols=12 page_vols=23 date=2001-09-23	fire-emblem-nintendo-1996+fire-emblem-seisen-no-keifu
SHARED_FEW	9784840113380	2	3	33%	共通著者あり				atagoul[アタゴオル] ed=standard/メディアファクトリー vol=9 ed_vols=5 page_vols=17 date=2005-11-22 | atagoul-wa-neko-no-mori[アタゴオルは猫の森] ed=standard/メディアファクトリー vol=9 ed_vols=9 page_vols=9 date=2005-11-22	atagoul+atagoul-wa-neko-no-mori
SHARED_FEW	9784889917659	2	3	33%	共通著者あり				atagoul[アタゴオル] ed=standard/メディアファクトリー vol=1 ed_vols=5 page_vols=17 date=2000-12-01 | atagoul-wa-neko-no-mori[アタゴオルは猫の森] ed=standard/メディアファクトリー vol=1 ed_vols=9 page_vols=9 date=2000-12-01	atagoul+atagoul-wa-neko-no-mori
SHARED_FEW	9784889917796	2	3	33%	共通著者あり				atagoul[アタゴオル] ed=standard/メディアファクトリー vol=2 ed_vols=5 page_vols=17 date=2001-04-01 | atagoul-wa-neko-no-mori[アタゴオルは猫の森] ed=standard/メディアファクトリー vol=2 ed_vols=9 page_vols=9 date=2001-04-01	atagoul+atagoul-wa-neko-no-mori
SHARED_FEW	9784758031240	2	3	43%	共通著者あり				corseltel-no-ryuujitsushi[コーセルテルの竜術士] ed=standard/Crimson Comics vol=7 ed_vols=14 page_vols=14 date=2015-10-24 | corseltel-no-ryuujitsushi-koryuu-monogatari[コーセルテルの竜術士 子竜物語] ed=standard/IDコミックス vol=7 ed_vols=7 page_vols=7 date=2015-11	corseltel-no-ryuujitsushi+corseltel-no-ryuujitsushi-koryuu-monogatari
SHARED_FEW	9784758057851	2	3	43%	共通著者あり				corseltel-no-ryuujitsushi[コーセルテルの竜術士] ed=standard/Crimson Comics vol=5 ed_vols=14 page_vols=14 date=2013-02-25 | corseltel-no-ryuujitsushi-koryuu-monogatari[コーセルテルの竜術士 子竜物語] ed=standard/IDコミックス vol=5 ed_vols=7 page_vols=7 date=2013-03	corseltel-no-ryuujitsushi+corseltel-no-ryuujitsushi-koryuu-monogatari
