分類	slug	題	版type	imprint	publisher	版の巻数	多数派	少数派	少数派ISBN
SERIES高(別叢書の混入)	taishou-girls-express	大正ガールズエクスプレス	None	KC Kiss	講談社	6	KC　Kissx5	講談社コミックスKiss	9784063408621
SERIES高(別叢書の混入)	taishou-no-kondate	大正の献立	None	コミック	少年画報社	6	思い出食堂コミックスx5	コミック　思い出食堂コミックス　全1	9784785960896
SERIES高(別叢書の混入)	taishou-romantica	大正ロマンチカ	None	Missy comics	宙出版	22	ミッシィコミックスNextcomicsFx21	ネクストFコミックス	9784861769214
SERIES高(別叢書の混入)	taitei-no-ken	大帝の剣	None	BEAM COMIX	幻冬舎	5	バーズコミックスx4	Beam　comix	9784047266698
SERIES高(別叢書の混入)	taiyou-no-ie	たいようのいえ	None	講談社コミックスデザート	講談社	13	デザートKCx12	KC　デザート	9784063658231
SERIES高(別叢書の混入)	taiyou-no-makibaoo	たいようのマキバオー	None	週刊プレイボーイ・コミックス	集英社	16	プレイボーイコミックスx14	週刊プレイボーイ・コミックス	9784088575100,9784088575131
SERIES高(別叢書の混入)	takane-no-hanao-kun	高嶺の花男くん	None	Colorful!コミックス	日販アイ・ピー・エス (発売)	6	Colorful! コミックスx5	書籍　Colorful! コミックス	9784910340173
SERIES高(別叢書の混入)	takeko-san-no-koibito	タケコさんの恋人	None	講談社コミックスミミ	講談社	12	Kissコミックスx9	MiMi　KC	9784061703155,9784061703407,9784061703865
SERIES高(別叢書の混入)	tales-of-etaania-premium-stories	テイルズオブエターニア プレミアムストーリーズ	None	GANGAN WING COMICS SPECIAL	エニックス	6	Gangan　wing　comics　specialx5	ガンガンWINGコミックス	9784757508644
SERIES高(別叢書の混入)	tanuki-to-kitsune	タヌキとキツネ	None	LC	フロンティアワークス	10	リラクトコミックスx8	Liluct　Comics	9784861349294,9784866570006
SERIES高(別叢書の混入)	tar-no-yuugi	王者の遊戯	None	Bunch comics	新潮社	6	バンチコミックスx5	BUNCH COMICS	9784107717054
SERIES高(別叢書の混入)	tatarigami-no-shokutaku	祟り神の食卓	None	Ruelle COMICS	実業之日本社	4	Ruelle　COMICSx3	リュエルコミックス	9784408415703
SERIES高(別叢書の混入)	tatoe-todokanu-ito-dato-shitemo	たとえとどかぬ糸だとしても	None	IDコミックス	一迅社	7	IDコミックス　百合姫コミックスx5	百合姫コミックス	9784758021005,9784758022071
SERIES高(別叢書の混入)	tatoeba-last-dungeon-mae-no-mura-no-shounen-ga-joban-no-machi-de-class-youna-monogatari	たとえばラストダンジョン前の村の少年が序盤の街で暮らすような物語	None	ガンガンコミックスonline	スクウェア・エニックス	12	ガンガンコミックス　ONLINEx10	GCO	9784757568426,9784757570030
SERIES高(別叢書の混入)	tatoeba-rasutodanjon-mae-no-mura-no-shounen-ga-joban-no-machi-no-shokudou-de-hataraku-nichijou	たとえばラストダンジョン前の村の少年が序盤の街の食堂で働く日常物語	None	ガンガンコミックス	スクウェア・エニックス	4	ガンガンコミックスx3	GC	9784757570023
SERIES高(別叢書の混入)	teihen-suit-cheat-madoushi-ni-tenshoku-suru	底辺戦士、チート魔導師に転職する!	None	ガンガンコミックスup!	スクウェア・エニックス	12	ガンガンコミックス　UP！x11	GCUP!	9784757568310
SERIES高(別叢書の混入)	teiichi-no-kuni	帝一の國	None	Jump comics SQ	集英社	14	ジャンプコミックス　SQ．x11	ジャンプコミックス / ジャンプコミックス SQコミックス / ジャンプコミックス　SQコミックス	9784088703350,9784088704739,9784088705439
SERIES高(別叢書の混入)	teketeke-rendezvous	テケテケ★ランデブー	None	None	祥伝社	4	フィールコミックスx3	FEELCOMICS	9784396740023
SERIES高(別叢書の混入)	tekken-chinmi-legends	鉄拳チンミLegends	None	講談社コミックス 月マ	講談社	29	講談社コミックス月刊マガジンx24	Monthly shonen magazine comics / 月刊マガジンコミックス / 月刊少年マガジンコミックス	9784063710908,9784063712599,9784063712797,9784063713053,9784063713244
SERIES高(別叢書の混入)	ten	天	None	近代麻雀コミックス	竹書房	18	近代麻雀コミックスx17	バンブーコミックス	9784812453711
SERIES高(別叢書の混入)	ten-ni-hibiki	天にひびき	None	YK ours comics	少年画報社	10	ヤングキングコミックスx8	YKコミックス	9784785938123,9784785939304
SERIES高(別叢書の混入)	tenkuu-no-tobira	天空の扉	None	Nichibun comics	日本文芸社	23	ニチブンコミックス　CH　COMICSx20	コミックヘヴン / ニチブンコミックス　SH　COMICS / ニチブンコミックス・SH　COMICS	9784537128154,9784537128932,9784537129939
SERIES高(別叢書の混入)	tenman-a-ra-carte	てんまんアラカルト	None	KCGM	講談社	4	講談社コミックス月刊マガジンx3	月刊マガジンKC	9784063713381
SERIES高(別叢書の混入)	tennen-aluminium	天然あるみにゅーむ!	None	Kirara menu	芳文社	4	まんがタイムKRコミックスx3	Manga time KR comcis Kirara me	9784832240223
SERIES高(別叢書の混入)	tenpai	天牌	None	Nichibun comics	日本文芸社	118	ニチブンコミックスx116	Nichibun comics	9784537127423
SERIES高(別叢書の混入)	tensei-akujo-no-kurorekishi	転生悪女の黒歴史	None	花とゆめCOMICS	白泉社	19	花とゆめコミックスx17	マルチメディア商品	9784592106418
SERIES高(別叢書の混入)	tensei-kizoku-no-isekai-boukenroku	転生貴族の異世界冒険録	None	MGC	マッグガーデン	15	マッグガーデンコミックス　Beat’sシリーズx11	マッグガーデンコミック　Beat’sシリーズ	9784800010339,9784800012142,9784800012791,9784800013330
SERIES高(別叢書の混入)	tensei-shitara-mob-deshita-namida-shibou-flag-o-kaihi-suru-tame-yakushi-ni-narimasu	転生したら、モブでした〈涙〉	None	BF COMICS	スターツ出版	4	ベリーズファンタジーコミックスx3	Berry's Fantasy COMICS	9784813761549
SERIES高(別叢書の混入)	tensei-shitara-slime-datta-ken	転生したらスライムだった件	None	シリウスKC	講談社	32	シリウスKCx25	講談社キャラクターズA	9784065260333,9784065371701,9784065383902,9784065397695,9784065415146,9784065425
SERIES高(別叢書の混入)	tensei-shoujo-wa-mazu-ippo-kara-hajimetai	転生少女はまず一歩からはじめたい	None	MGC	マッグガーデン	8	マッグガーデンコミックス　Beat’sシリーズx6	マッグガーデンコミック　Beat’sシリーズ	9784800012371,9784800012999
SERIES高(別叢書の混入)	tensei-youjo-wa-akiramenai	転生幼女はあきらめない	None	MGC	マッグガーデン	12	マッグガーデンコミックス　Beat’sシリーズx9	マッグガーデンコミック　Beat’sシリーズ	9784800010216,9784800011046
SERIES高(別叢書の混入)	tenshi-2-bunnoichi-houteishiki	天使1/2方程式	None	花とゆめCOMICS	白泉社	12	花とゆめCOMICSx11	［特装版コミック］	9784592105541
SERIES高(別叢書の混入)	tenshi-no-marshmallow	天使のマシュマロ	None	YCコミックス	少年画報社	4	ヤングコミックコミックスx3	YCコミックス	9784785931919
SERIES高(別叢書の混入)	tenshi-shukushi	天使祝詞	None	Wings comics	新書館	5	Wings　comicsx4	ウイングスコミックス	9784403616778
SERIES高(別叢書の混入)	tenshina-koakuma	天使な小悪魔	None	Manga time comics	芳文社	8	まんがタイムコミックスx7	Manga time comics	9784832269521
SERIES高(別叢書の混入)	tetsusabi-haien	鉄錆廃園	None	None	青磁ビブロス	6	ビブロスコミックスx5	Biblos　comics	9784882716723
SERIES高(別叢書の混入)	tetsuwan-atom	鉄腕アトム	None	光文社文庫コミックシリーズ	講談社	15	講談社漫画文庫x13	光文社文庫comic　series	9784334770143,9784334770150
SERIES高(別叢書の混入)	tetsuwan-birdy	鉄腕バーディー	None	少年サンデーブックス	小学館	20	ヤングサンデーコミックスx18	少年サンデーコミックスビジュアルセレクション / 少年サンデーブックス	9784091248213,9784091248428
SERIES高(別叢書の混入)	tetsuwan-birdy-evolution	鉄腕バーディーevolution	None	ビッグコミックス	小学館	13	ビッグ コミックスx11	ビッグ コミックス〔スピリッツ〕 / 小学館プラス・アンコミックス	9784091590923,9784091844460
SERIES高(別叢書の混入)	the-idolm-ster-break	アイドルマスターブレイク!	None	ライバルKC	講談社	4	ライバルKCx3	Rival comics	9784063800319
SERIES高(別叢書の混入)	the-idolm-ster-million-live-theater-days-brand-new-song	The idolm@ster million live! theater days brand new song	None	IDコミックス	一迅社	6	REXコミックスx5	IDコミックス　REXコミックス	9784758016254
SERIES高(別叢書の混入)	toaru-tenin-to-kyaku-no-hanashi	とある店員と客の話	None	ガンガンコミックスpixiv	スクウェア・エニックス	4	ガンガンコミックス　pixivx3	GCp	9784757569454
SERIES高(別叢書の混入)	tobaku-haouden-zero-gyankihen	賭博覇王伝零 ギャン鬼編	None	講談社コミックスデラックス	講談社	10	KCデラックスx8	KC DX	9784063766387,9784063768091
SERIES高(別叢書の混入)	togainu-no-chi	咎狗の血	None	B's-LOG COMICS	エンターブレイン	10	B's-LOG COMICSx9	ビーズログコミックス	9784757750159
SERIES高(別叢書の混入)	tokaku-no-kyoudai	兎角ノ兄弟	None	G fantasy comics	スクウェア・エニックス	4	Gファンタジーコミックスx3	GFC	9784757568198
SERIES高(別叢書の混入)	tokkyuu-tansakushi-e-no-kakusei	特級探索師への覚醒	None	MGC	マッグガーデン	4	マッグガーデンコミック　Beat’sシリーズx3	マッグガーデンコミックス　Beat’sシリーズ	9784800013965
SERIES高(別叢書の混入)	tokumei-kakarichou-tadano-hitoshi-final	特命係長只野仁ファイナル	None	Bunkasha comics	楽楽出版	4	RK　COMICSx3	ぶんか社コミックス	9784821176663
SERIES高(別叢書の混入)	tokumori-ueda-masashi	特盛!植田まさし	None	まんがタイムmy pal comics	芳文社	20	まんがタイムＭＹ　ＰＡＬ　ＣＯＭＩＣＳx16	まんがタイムマイパルコミックス / まんがタイムＭＡＹ　ＰＡＬ　ＣＯＭＩＣＳ	9784832250635,9784832255043,9784832255227,9784832255401
SERIES高(別叢書の混入)	tokuni-aru-hibi	とくにある日々	None	ヒーローズコミックスわいるど	小学館クリエイティブ (発売)	7	ヒーローズコミックス　わいるどx4	わいるどヒーローズコミックス	9784868051657
SERIES高(別叢書の混入)	tokusen-kobo-chan	特選コボちゃん	None	まんがタイム my pal comics	芳文社	16	まんがタイムｍｙ　ｐａｌ　ｃｏｍｉｃｓx15	Ｍａｎｇａ　ｔｉｍｅ　ｍｙ　ｐａｌ　ｃｏｍｉｃｓ	9784832264700
SERIES高(別叢書の混入)	tokyo-alice	東京アリス	None	講談社コミックスkiss	講談社	15	KC　KISSx12	KISSコミックス / 講談社コミックスKiss / 講談社コミックスkiss	9784063406092,9784063408256,9784063408461
SERIES高(別叢書の混入)	tokyo-esp	東京ESP	None	角川コミックス・エース	KADOKAWA	16	Kadokawa　Comics　Ax15	角川コミックス・エース	9784041046814
SERIES高(別叢書の混入)	tonari-no-yamada-san	となりの山田さん	None	SHONEN MAGAZINE COMICS	講談社	5	少年マガジンKCx4	週刊少年マガジンKC	9784063848052
SERIES高(別叢書の混入)	tongari-boushi-no-atelier	とんがり帽子のアトリエ	None	モーニングKC	講談社	16	モーニング　KCx15	プレミアムKC	9784065179093
SERIES高(別叢書の混入)	tonnura-san	とんぬらさん	None	IDコミックス	一迅社	9	IDコミックス　REXコミックスx8	IDコミックス／REXコミックス	9784758063487
SERIES高(別叢書の混入)	toorigakari-ni-wan-point-adobaisu-shiteiku-type-no-yankee	通りがかりにワンポイントアドバイスしていくタイプのヤンキー	None	ガンガンコミックスpixiv	スクウェア・エニックス	8	ガンガンコミックス　pixivx7	GCp	9784757568013
SERIES高(別叢書の混入)	toradora	とらドラ!	None	電撃コミックス	KADOKAWA	12	電撃コミックスx11	Dengeki　comics	9784840242196
SERIES高(別叢書の混入)	torakisu	トラキス	None	電撃コミックス	KADOKAWA	4	電撃コミックスx3	DC	9784048916165
SERIES高(別叢書の混入)	toraneko-folklore	とらねこフォークロア	None	Blade comics	マッグガーデン	6	ブレイドコミックスx5	Blade comics	9784861278051
SERIES高(別叢書の混入)	toriaezu-chikyuu-ga-horobiru-mae-ni	とりあえず地球が滅びる前に	None	flowersフラワーコミックスα	小学館	4	フラワーコミックス αx3	フラワーCアルファ〔フラワーズ〕	9784091344724
SERIES高(別叢書の混入)	torikago-gakkyuu	鳥籠学級	None	G fantasy comics	スクウェア・エニックス	7	Gファンタジーコミックスx6	G Fnatsy comics	9784757532144
SERIES高(別叢書の混入)	torimania	トリマニア	None	ガンガンコミックスonline	スクウェア・エニックス	6	ガンガンコミックス　ONLINEx5	ヤングアニマルコミックス	9784592166542
SERIES高(別叢書の混入)	toritsu-mizushou2	都立水商!2	None	ビッグコミックススペシャル	小学館	8	ビッグ コミックス〔スペシャル〕x6	ビッグ コミックス［スペシャル］ / ビッグコミックススペシャル	9784091843975,9784091845870
SERIES高(別叢書の混入)	totsugawa-keibu-mystery-special	十津川警部ミステリースペシャル	None	マンサンコミックス	実業之日本社	5	マンサンコミックスx4	マンサンＱコミックス	9784408174983
SERIES高(別叢書の混入)	totsukuni-no-shoujo	とつくにの少女	None	Blade comics	マッグガーデン	11	ブレイドコミックスx6	BLADEコミックス	9784800010117
