優先度	分類	位置	slug	題	版idx	版type	imprint	出版社	ISBN帯	版の巻数	逸脱巻	逸脱ISBN	発売日	前の正常ISBN	次の正常ISBN	逸脱幅	日付整合	帯era	帯era差	帯当年数	楽天題	楽天叢書	楽天発売日	楽天判型	特装signal	題不一致
C	SPIKE_1	内部	tsurenai-hodo-aokute-azatoi-cry-ni-akai	つれないほど青くてあざといくらいに赤い	0	standard	ヤングジャンプコミックス	集英社	978408	10	6	9784088935133	2024-11-19	9784088931432	9784088935102	3	整合	2021	3	1164	つれないほど青くて あざといくらいに赤い 6	ヤングジャンプコミックス	2024年11月19日	コミック		
C	SPIKE_1	内部	aku-no-hana	悪の華	0	standard	Tokuma comics	ゴマブックス	97847771	6	5	9784777119134	2017-05	9784777119158	9784777119196	2	整合	2017	0	21	悪の華（5）	［テキスト］	2017年05月	単行本		
C	SPIKE_1	内部	battle-studies	バトルスタディーズ	0	standard	モーニングKC	講談社	978406	50	41	9784065366042	2024-08-22	9784065356166	9784065366028	2	整合	2024	0	4393	バトルスタディーズ（41）	モーニング　KC	2024年08月22日	コミック		
C	SPIKE_1	内部	golden-man	ゴールデンマン	0	standard	ヤンマガKC	講談社	978406	11	10	9784065447567	2026-09-04	9784065435359	9784065447543	2	整合	2026	0	2219						
C	SPIKE_1	内部	hannintachi-no-file-kindaichi-shounen-no-file-gaiden	犯人たちの事件簿	0	standard	講談社コミックス	講談社	978406	9	8	9784065191286	2020-03-17	9784065172087	9784065191262	2	整合	2019	1	2105	金田一少年の事件簿外伝　犯人たちの事件簿（8）	講談社コミックス	2020年03月17日	コミック	外伝	
C	SPIKE_1	内部	hoken-no-sensei	ほけんのせんせい	0	standard	ガムコミックスプラス	ワニブックス	97848470	8	3	9784847038440	2013-02	9784847037986	9784847038426	2	整合	2013	0	55	ほけんのせんせい（3巻）	GUM　COMICS　PLUS	2013年01月	コミック		
C	SPIKE_1	内部	manga-de-opera	マンガでオペラ	0	standard		ヤマハミュージックメディア	9784636	8	5	9784636861815	2011-03	9784636861785	9784636861792	2	整合	2011	0	8	【マンガでオペラ5】 さまよえるオランダ人		2011年02月24日			★別題
C	SPIKE_1	内部	navillera	ナビレラ	0	standard		ハーパーコリンズ・ジャパン	9784596	5	3	9784596537591	2024-02-19	9784596531735	9784596537577	2	整合	2024	0	23	ナビレラ　3	ハーパーコリンズ・フィクション　ハーパーコリンズ・フィクション　F23	2024年02月19日頃	コミック		
C	SPIKE_1	内部	red-card	レッドカード	0	standard	ヤンマガKC	講談社	978406	7	6	9784065247617	2021-09-09	9784065229545	9784065247594	2	整合	2021	0	3839	レッドカード（6）	ヤンマガKCスペシャル	2021年09月09日	コミック		
C	SPIKE_1	内部	shoukoku-no-altair	将国のアルタイル	0	standard	シリウスKC	講談社	978406	27	26	9784065348895	2024-03-08	9784065270882	9784065348871	2	整合	2024	0	4393	将国のアルタイル（26）	シリウスKC	2024年03月08日	コミック		
C	SPIKE_1	内部	aatsu-megamisamatsu	ああっ女神さまっ　いいとこどりシリーズ	0	standard	アフタヌーンKCDX新書判	講談社	978406	15	13	9784065113721	2018-05	9784063720525	9784065113714	1	整合	2019	1	3264	新装版　ああっ女神さまっ（13）	KCデラックス	2018年05月23日頃	コミック	新装	
C	SPIKE_1	内部	bounce-back	バウンスバック	0	standard	KCDX	講談社	978406	14	11	9784065367421	2024-07-23	9784065356432	9784065367414	1	整合	2024	0	4393	バウンスバック（11）	KCデラックス	2024年07月23日	コミック		
C	SPIKE_1	内部	bungou-stray-dogs-wan	文豪ストレイドッグスわん!	0	standard	角川コミックス・エース	KADOKAWA	978404	15	7	9784041109281	2020-12-28	9784041081280	9784041109274	1	整合	2023	3	387	文豪ストレイドッグス　わん！　（7）	角川コミックス・エース	2020年12月28日	コミック		
C	SPIKE_1	内部	dark-edge	DARK EDGE	0	standard	DENGEKI COMICS	メディアワークス	97848402	15	13	9784840229791	2005-04-15	9784840227964	9784840229784	1	整合	2005	0	14	DARK　EDGE（13）　落日墓場	電撃コミックス	2005年03月26日	コミック		
C	SPIKE_1	内部	gegege-no-kitarou-youkai-senmonogatari	ゲゲゲの鬼太郎 妖怪千物語	1	deluxe	KCデラックス	講談社	978406	6	5	9784063933215	2018-06-15	9784063933192	9784063933208	1	整合	2016	2	483	ゲゲゲの鬼太郎　妖怪千物語（5）	KCデラックス	2018年06月15日頃	コミック		
C	SPIKE_1	内部	gto	GTO	1	bunkobon	講談社漫画文庫	講談社	978406	12	4	9784065103005	2017-10-12	9784065102985	9784065102992	1	整合	2019	2	1857	GTO（4）	講談社漫画文庫	2017年10月12日頃	文庫		
C	SPIKE_1	内部	hashire-kawata-kun	走れ!川田くん	0	deluxe	KCデラックス	講談社	978406	4	3	9784065224175	2021-02-15	9784065218921	9784065224168	1	整合	2021	0	3839	走れ！　川田くん（3）	KCデラックス	2021年02月15日	コミック		
C	SPIKE_1	内部	hyakuemu	ひゃくえむ。	0	standard	KCDX	講談社	978406	5	3	9784065164419	2019-08-09	9784065164396	9784065164402	1	整合	2019	0	3500	ひゃくえむ。（3）	KCデラックス	2019年08月09日	コミック		
C	SPIKE_1	内部	kabachi	カバチ!!!	0	standard	モーニングKC	講談社	978406	39	33	9784065250761	2021-09-22	9784065237281	9784065250754	1	整合	2021	0	3839	カバチ！！！-カバチタレ！3-（33）	モーニング　KC	2021年09月22日	コミック		
C	SPIKE_1	内部	karen-osakabe-2011	花恋	0	standard	フラワーコミックス	小学館	978409	7	6	9784091350404	2013-03	9784091348364	9784091350398	1	整合	2005	8	861	花恋〜現代騎士事情〜（6）	フラワーコミックス　モバフラ	2013年02月26日頃	コミック		
C	SPIKE_1	内部	kaze-densetsu-bukkomi-no-taku	疾風伝説特攻の拓	1	deluxe	KCデラックス	講談社	978406	7	25	9784065346679	2024-02-20	9784065343180	9784065346662	1	整合	2024	0	4393	復刻版　疾風伝説　特攻の拓（25）	KCデラックス	2024年02月20日	コミック		
C	SPIKE_1	内部	kono-sekai-ga-izure-horobu-koto-o-ore-dake-ga-shitte-iru	この世界がいずれ滅ぶことを、俺だけが知っている	0	standard	KCDX	講談社	978406	13	12	9784065403600	2025-08-01	9784065394557	9784065403594	1	整合	2026	1	2216	この世界がいずれ滅ぶことを、俺だけが知っている　〜モンスターが現れた世界で、死に戻りレベルアップ〜（12）	KCデラックス	2025年08月07日	コミック		
C	SPIKE_1	内部	koshien-no-tsuchi	甲子園の土	0	standard	HIT COMICS	パンローリング	97847759	3	2	9784775910832	2006-03-03	9784775910818	9784775910825	1	整合	2005	1	75	甲子園の土（中）	マンガショップシリーズ	2006年03月03日頃	コミック		
C	SPIKE_1	内部	koubou-daishi-kuukai	弘法大師空海	1	bunkobon	新人物文庫	KADOKAWA	978404	3	2	9784046010179	2015-01-15	9784046010155	9784046010162	1	整合	2021	6	16	弘法大師空海（中）	新人物文庫	2015年01月15日頃	文庫		
C	SPIKE_1	内部	kounodori	コウノドリ	0	standard	モーニングKC	講談社	978406	32	20	9784065105078	2017-10-23	9784065102589	9784065105061	1	整合	2019	2	1857	コウノドリ（20）	モーニング　KC	2017年10月23日	コミック		
C	SPIKE_1	内部	kuma-kuma-kuma-bear	くまクマ熊ベアー	0	standard	PASH!COMICS	主婦と生活社	9784391	14	4	9784391154351	2020-04	9784391152906	9784391154344	1	整合	2021	1	79	くま　クマ　熊　ベアー 4	PASH！コミックス	2020年03月27日	コミック		
C	SPIKE_1	内部	ol-shinkaron	OL進化論	0	standard	ワイドKCモーニング	講談社	978406	42	41	9784065205488	2020-09-23	9784065204092	9784065205471	1	整合	2021	1	2246	OL進化論（41）	ワイドKC	2020年09月23日	コミック		
C	SPIKE_1	内部	shinsouban-shin-mobile-senki-gundam-wing-dual-story-jii-yunitto	新装版新機動戦記ガンダムW DUAL STORY G-UNIT	0	standard	角川コミックス・エース	KADOKAWA	978404	3	2	9784048111713	2020-10-24	9784048111690	9784048111706	1	整合	2025	5	5	新装版 新機動戦記ガンダムW DUAL STORY G-UNIT（2）	角川コミックス・エース	2020年10月24日	コミック	新装	
C	SPIKE_1	内部	shura-no-toki	修羅の刻	0	standard	KCGM	講談社	978406	26	21	9784065355565	2024-05-16	9784065352946	9784065355558	1	整合	2024	0	4393	修羅の刻（21）	講談社コミックス月刊マガジン	2024年05月16日	コミック		
C	SPIKE_1	内部	tokyo-neon-scandal	東京ネオンスキャンダル	0	standard	KCDX	講談社	978406	9	8	9784065326169	2023-08-08	9784065318775	9784065326152	1	整合	2024	1	3464	東京ネオンスキャンダル（8）	KCデラックス	2023年08月08日	コミック		
C	SPIKE_1	内部	toratsugumi	虎鶫	0	standard	ヤンマガKC	講談社	978406	7	2	9784065238424	2021-08-05	9784065233450	9784065238417	1	整合	2021	0	3839	虎鶫　とらつぐみ　-TSUGUMI　PROJECT-（2）	ヤンマガKCスペシャル	2021年08月05日	コミック		
C	SPIKE_1	内部	tsurezure-children-color-ban	徒然チルドレン　カラー版	0	standard	星海社COMICS		978406	8	6	9784065443835	2026-06-10	9784065410332	9784065443828	1	整合	2026	0	2219	徒然チルドレン　カラー版　6	星海社COMICS	2026年06月10日頃	コミック		
C	SPIKE_1	内部	yoru-ni-ugomeku	夜に蠢く	0	standard	Goma books	ゴマブックス	97847771	4	2	9784777119639	2017-10	9784777119530	9784777119622	1	整合	2017	0	21	夜に蠢く　欲望の迷宮編	［テキスト］	2017年09月			
C	SPIKE_1	内部	yume-no-ondo	夢の温度	0	standard	Wonderland comics	祥伝社	9784396	4	3	9784396762858	2002-09	9784396762520	9784396762841	1	整合	2009	7	66	夢の温度	フィールコミックスGOLD	2002年09月	コミック		
C	SPIKE_1	内部	chocolat-no-mahou	ショコラの魔法	0	standard	ちゃおホラーコミックス	小学館	978409	15	8	9784091348272	2012-12	9784091345684	9784091348272	0	整合	2005	7	831	ショコラの魔法〜honey blood〜	ちゃおホラーコミックス	2012年11月30日	コミック		
C	SPIKE_1	内部	kiss-de-goukaku	Kissで合格	0	standard	ユーコミックス	集英社	978408	3	2	9784088623559	1996-10-23	9784088623542	9784088623559	0	整合	1998	2	269	Kissで合格（2）	YOUコミックス	1996年10月23日頃	コミック		
C	SPIKE_1	内部	kusattemo-neko-nanode	くさっても猫なので	0	standard	ヤンマガKC	講談社	978406	3	2	9784065330104	2023-09-06	9784065310588	9784065330104	0	整合	2024	1	3464	くさっても猫なので　下巻	ヤンマガKCスペシャル	2023年09月06日	コミック		
C	SPIKE_1	内部	otokuyou-mainichi-kaa-san	お徳用毎日かあさん	0	standard		毎日新聞出版	9784620	5	7	9784620780108	2015-08	9784620780092	9784620780108	0	整合	2015	0	5	お徳用毎日かあさん（7＋8巻）		2015年08月	単行本		
C	SPIKE_1	内部	shouta-no-sushi	将太の寿司	0	standard	講談社コミックス	講談社	978406	27	17	9784063121872	1995-10-09	9784063121568	9784063121872	0	整合	1996	1	792	将太の寿司（17）	少年マガジンKC	1995年10月17日頃	コミック		
C	SPIKE_1	末尾	kikenna-royal-marriage-dekiai-ouji-ni-ubawarete	危険なロイヤルマリッジ溺愛王子に奪われて	0	standard	Bunkasha comics	ぶんか社	97848211	3	3	9784821129294	2022-04	9784821139279		998	整合	2022	0	55	危険なロイヤルマリッジ 溺愛王子に奪われて（3）	ぶんか社コミックス　Sgirl　Selection	2022年03月17日	コミック		
C	SPIKE_1	末尾	futago-complex	双子コンプレックス	0	standard	Bunkasha comics	ぶんか社	97848211	3	3	9784821129737	2022-08	9784821139644		991	整合	2022	0	55	双子コンプレックス（3）	ぶんか社コミックス	2022年07月14日	コミック		
C	SPIKE_1	先頭	sekai-no-owari-ni-shibainu-to	世界の終わりに柴犬と	0	standard	MFC	KADOKAWA	978404	4	1	9784040650265	2018-11-21		9784040640723	954	整合	2018	0	1017	世界の終わりに柴犬と	MFC	2018年11月21日	コミック		
C	SPIKE_1	先頭	nagami-san-no-hyakumonogatari	流水さんの百物語	0	standard	Bunkasha comics	ぶんか社	97848211	3	1	9784821136575	2018-08		9784821128105	847	整合	2018	0	44	流水さんの百物語	ぶんか社コミックス	2018年08月	コミック		
C	SPIKE_1	末尾	ume-momo-sakura	うめモモさくら	0	standard	ヤングジャンプ・コミックス	集英社	978408	10	10	9784088610603	1992-10-19	9784088618999		839	整合	1998	6	375	うめモモさくら（10）	ヤングジャンプコミックス	1992年10月19日頃	全集・双書		
C	SPIKE_1	先頭	1-tasu-ichi	1+1	0	standard	花とゆめCOMICS	白泉社	9784592	10	1	9784592188049	2004-07		9784592180180	786	整合	2007	3	156	1＋1（第1巻）	花とゆめコミックス	2004年07月	コミック		
C	SPIKE_1	先頭	torikae-kazabanaden	とりかえ風花伝	0	standard	花とゆめCOMICS	白泉社	9784592	3	1	9784592188025	2004-02-10		9784592180166	786	整合	2007	3	156	とりかえ風花伝（第1巻）	花とゆめコミックス	2004年02月	コミック		
C	SPIKE_1	先頭	nousatsu-junkie	悩殺ジャンキー	0	standard	花とゆめCOMICS	白泉社	9784592	16	1	9784592188056	2004-08		9784592180265	779	整合	2007	3	156	悩殺ジャンキー（第1巻）	花とゆめコミックス	2004年08月	コミック		
C	SPIKE_1	先頭	matsumoto-purittsu-no-fuufu-manzai-tabi-tokidoki-3-shimai	松本ぷりっつの夫婦漫才旅ときどき3姉妹	0	standard	MF comic essay	KADOKAWA	978404	4	1	9784040653754	2019-04-26		9784040645988	777	整合	2018	1	1195	松本ぷりっつの夫婦漫才旅　ときどき3姉妹		2019年04月26日頃	単行本		
C	SPIKE_1	末尾	bijo-ga-yajuu	美女が野獣	0	standard	花とゆめCOMICS	白泉社	9784592	5	5	9784592170983	2005-03	9784592178743		776	整合	2002	3	153	美女が野獣（第5巻）	花とゆめコミックス	2005年03月	コミック		
C	SPIKE_1	先頭	nagi	椰	0	standard	ホラーハウス・コミックス	大陸書房	97848033	7	1	9784803323665	1988-08		9784803316032	763	整合	1989	1	19	椰（1）	ホラーハウスコミックス	1989年10月	単行本		
C	SPIKE_1	先頭	full-house-kiss	フルハウスキス	0	standard	花とゆめCOMICS	白泉社	9784592	6	1	9784592188148	2004-10-25		9784592180586	756	整合	2007	3	156	フルハウスキス（第1巻）	花とゆめコミックス	2004年10月	コミック		
C	SPIKE_1	先頭	short-sunzen	ショート寸前!	0	standard	花とゆめCOMICS	白泉社	9784592	5	1	9784592177678	2000-07-19		9784592170174	750	整合	2002	2	371	ショート寸前！（1）	花とゆめコミックス	2000年07月19日頃	コミック		
C	SPIKE_1	先頭	yakui-yo-arakushumi	厄いよ!アラクシュミ	0	standard	HCヒーローズコミックス	小学館クリエイティブ (発売)	978486468	3	1	9784864688826	2022-05-27		9784864681346	748	整合	2022	0	9	厄いよ！アラクシュミ（01）	ヒーローズコミックス	2022年05月27日頃	コミック		
C	SPIKE_1	先頭	yuuri-chan-wa-namaiki-zakari	ゆーりちゃんはナマイキざかり!!	0	standard	ヒーローズコミックスわいるど	小学館クリエイティブ (発売)	978486468	5	1	9784864688789	2022-03-29		9784864681308	748	整合	2022	0	10	ゆーりちゃんはナマイキざかり！！（1）	ヒーローズコミックス　わいるど	2022年03月29日頃	コミック		
C	SPIKE_1	末尾	kimi-no-sensou-boku-no-hebi	君の戦争、僕の蛇	0	standard	ヒーローズコミックスふらっと	小学館クリエイティブ (発売)	978486468	3	3	9784864681537	2023-02-15	9784864688987		745	整合	2023	0	10	君の戦争、僕の蛇（3）	ヒーローズコミックス　ふらっと	2023年02月15日頃	コミック		
C	SPIKE_1	末尾	sengoku-basara-soukyoku-no-mahoroba	戦国BASARA双極の幻(まほろば)	0	standard	HCヒーローズコミックス	小学館クリエイティブ (発売)	978486468	5	5	9784864681483	2023-01-05	9784864688888		740	整合	2023	0	9	戦国BASARA　双極の幻（5）	ヒーローズコミックス	2023年01月05日頃	コミック		
C	SPIKE_1	先頭	tokuni-aru-hibi	とくにある日々	0	standard	ヒーローズコミックスわいるど	小学館クリエイティブ (発売)	978486468	5	1	9784864688642	2022-01-27		9784864681247	740	整合			7	とくにある日々（1）	ヒーローズコミックス　わいるど	2022年01月27日頃	コミック		
C	SPIKE_1	末尾	tonari-no-dairinin	となりの代理人	0	standard	HCヒーローズコミックス	小学館クリエイティブ (発売)	978486468	4	4	9784864681353	2022-11-04	9784864688734		738	整合			7	となりの代理人（4）	ヒーローズコミックス	2022年11月04日頃	コミック		
