base	verdict	src	n_pages	titles	outliers	evidence	isbn_audit	reps	rekey
senki-senki-momotama	merge_all	ORTHO	2	殲鬼戦記ももたま || 殱鬼戦記ももたま		cmoa/BOOK☆WALKER: 黒乃奈々絵『殲鬼戦記ももたま』全10巻の単一作。両page=先頭字『殲 vs 殱』(同字の異体字)のみの違い、読み・年(2006)一致。	版違い疑い	qid:Q1012736|name:殲鬼戦記ももたま	
sensei-no-shiroi-uso	merge_all	ORTHO	2	先生の白い嘘 || 先生の白い噓		『先生の白い嘘/白い噓』kana同一(センセイノシロイウソ)、嘘/噓の字体(JIS/正字)差のみ。鳥飼茜全8巻の同一作(ja.wikipedia)。	ISBN確認	qid:Q17223912|name:先生の白い噓	
sexaroid	merge_all	ORTHO	2	SEXAROID || セクサロイド		松本零士の唯一の造語題『セクサロイド』(ja.wikipedia セクサロイド_(漫画)/1974サンコミックス)。ラテン表記SEXAROIDは同作・同読みの別表記/別版。	版違い疑い	qid:Q431443|name:セクサロイド	
shimi	merge_all	ORTHO	2	Shimi || 凍み		楽天/Amazon: 小野塚カホリ『SHIMI 凍み』。題に Shimi(ローマ字)と凍み(漢字)を併記。2002年=IKKI初出/2011年=大都社版の版違いで同一単巻作。	版違い疑い	qid:Q11463964|name:Shimi	
shin-yajikita-douchuuki	merge_all	ORTHO	2	新やじきた道中記 || 仲よし手帖 新やじきた道中記		長谷川町子『新やじきた道中記』。一方は掲載/叢書冠『仲よし手帖』付きだが同一作。読みシンヤジキタドウチュウキ一致。ja.wikipedia.org/Amazon。	ISBN確認	qid:Q265148|name:新やじきた道中記	
shirohebi-shoujo	merge_all	ORTHO	2	白へび少女 || 白ヘビ少女		楳図かずお『白へび少女』(k-manga title 23156)。両entryは題同一で差はひらがな『へ』/カタカナ『ヘ』のみ=同一作の表記揺れ(別年=別版)。	ISBN確認	qid:Q9116996|name:白へび少女	
chic	merge_all	ORTHO	2	CHIC || CICK		両者シック・各1巻・隣接年(1993/1994)。実在題は『CHIC』で『CICK』は該当作品なし=CHICのOCR/誤字garble。同一の単巻作。	ISBN確認	qid:Q11452206|name:CHIC	REKEYED
stressers	merge_all	ORTHO	2	Stressers || ストレッサーズ		cmoa.jp/title/2123 等: 内田春菊『ストレッサーズ』。Stressers=ストレッサーズのラテン/カナ表記、同一作。	版違い疑い	qid:Q3081347|name:ストレッサーズ	
takeki-ryuusei	merge_all	ORTHO	2	猛き竜星 || 猛き龍星		『猛き竜星/猛き龍星』kana同一(タケキリュウセイ)、竜/龍の字体差のみで同一作。	ISBN確認	qid:Q1319232|name:猛き竜星	
tensai-amiba-no-isekai-haou-densetsu	merge_all	SAME_TITLE	2	天才アミバの異世界覇王伝説 || 天才アミバの異世界覇王伝説		Wikipedia/bookwalker: なっとうごはん作画『北斗の拳外伝 天才アミバの異世界覇王伝説』はComic Zenon連載の単一作(全9巻)。2巻(2024)と6巻(2022)は同一連載の分割記録。	ISBN確認	name:なっとうごはん|name:天才アミバの異世界覇王伝説|sub:北斗の拳外伝	
3-three	merge_all	SAME_TITLE	2	3 three || 3 THREE		惣領冬実『3-THREE-』(ja.wikipedia 3-THREE-)。小学館14巻/8文庫・講談社8巻と複数版あり、両page(case差のみ・同読みスリー)は同作の別版。	版違い疑い	qid:Q469923|name:3 THREE	REKEYED
to-y	merge_all	SAME_TITLE	2	To-y || TO-Y		csbs.shogakukan.co.jp & natalie: 上條淳士『TO-Y』(30周年版5巻)。To-y/TO-Yの大小文字差のみ、同一作。	版違い疑い	qid:Q359625|name:TO-Y	REKEYED
tsumetakute-yawaraka	merge_all	SAME_TITLE	2	冷たくて柔らか || 冷たくて柔らか		cocohana.shueisha/mangazenkan: ウオズミアミ『冷たくて柔らか』はココハナ連載の単一作(最新6巻)。3巻(2024)と2巻(2023)は同一連載の分割記録、著者・読み・題一致。	ISBN確認	name:ウオズミアミ|name:冷たくて柔らか	
uchi-no-kore-ga-kore-na-monde	merge_all	ORTHO	2	うちの相方(コレ)が腐(コレ)なもんで。 || うちの相方が腐なもんで。		cmoa/KADOKAWA: 澄田佑貴『うちの相方が腐なもんで。』全5巻の単一作。両page=ふりがな括弧(コレ)有無のみの表記違い、著者・読み一致。	ISBN確認	name:澄田佑貴|name:うちの相方(コレ)が腐(コレ)なもんで。	
ultraman-taro	merge_all	ORTHO	2	ウルトラマンT || ウルトラマンタロウ		内山まもる『ウルトラマンタロウ』(shogakukan.co.jp,fukkan復刻版)。'ウルトラマンT'はルビ=タロウの同題、同kanaウルトラマンタロウ、同作者の復刻版同士。	版違い疑い	qid:Q11393941|name:ウルトラマンT	
untitled	merge_all	ORTHO	2	UNTITLED || アンタイトルド		岡崎京子『UNTITLED アンタイトルド』(KADOKAWA/cmoa title 88972)が正題=ラテン+カナの一連表記。両page各1巻・同読みで同一短編集を分割登録したもの。1998は元作品年由来の差。	ISBN確認	qid:Q465645|name:UNTITLED	
world-heroes-kouryuuden	merge_all	ORTHO	2	ワールドヒーローズ光竜伝 || ワールドヒーローズ光龍伝		ja.wikipedia『ワールドヒーローズ 光龍伝』(1995,蜂文太画,少年王連載)。竜(新字)/龍(正字)の字体差のみ、同一作。	ISBN確認	qid:Q11625662|name:ワールドヒーローズ光龍伝	
watashi-ni-shinasai	merge_all	ORTHO	2	わたしに××しなさい! || わたしにXXしなさい!		ja.wikipedia.org/wiki/わたしに××しなさい!: 遠山えま作の単一シリーズ。差は伏字××/XXのみ。両entryとも本編(続編カップル編ではない)=同一作。	ISBN確認	qid:Q912386|name:わたしに××しなさい!	
watashi-no-1-kagetsu-1000-en-gohoubi	merge_all	ORTHO	2	わたしの1ヶ月1000円ごほうび || わたしの1ケ月1000円ごほうび		kadokawa.co.jp & cmoa: おづまりこ『わたしの1ヶ月1000円ごほうび』。差はヶ⇔ケ(小書き/大書きカタカナ)のみ、同一作。	ISBN確認	qid:Q38278121|name:わたしの1ヶ月1000円ごほうび	
wilderness	merge_all	ORTHO	2	Wilderness || ワイルダネス		伊藤明弘『WILDERNESS（ワイルダネス）』(ja.wikipedia ワイルダネス/サンデーGX・全9巻)。前半7巻(2001)+再開後の続巻(2022)=計9巻でラテン/カナ一連表記の同一作。	ISBN確認	qid:Q4700930|name:Wilderness	
yamato-waki-jisenshuu	merge_all	ORTHO	2	大和和紀自薦集 || 大和和紀自選集		kodansha.co.jp/comic 製品ページ: 大和和紀自選集(講談社、Deluxe5巻1996/文庫1999/8巻)が実在。自薦集は薦/選の同音異字(共にジセンシュウ)で別作品の出典皆無=転記揺れ。著者・読み同一でmerge。	ISBN確認	qid:Q2738694|name:大和和紀自選集	
yuu-yuu-hakusho	merge_all	ORTHO	2	幽★遊★白書 || 幽☆遊☆白書		紀伊國屋: 著者『週刊少年ジャンプ編集部』の『幽☆遊☆白書』前後編(冨樫本編でなくガイド/編集本)。両ページは★(黒星)対☆(白星)の記号差のみ、同一編集部刊行物・読み一致。	ISBN確認		LOST_NO_REPS
yuugiou-zearu	merge_all	ORTHO	2	遊☆戯☆王ZEXAL || 遊☆戯☆王ゼアル		bookwalker/cmoa: 吉田伸story『遊☆戯☆王ZEXAL』は全9巻の単一コミカライズ。『ZEXAL』(latin)と『ゼアル』(カナ)は同一作の表記違い、著者・読み一致の分割記録。	ISBN確認	name:吉田伸|name:遊☆戯☆王ZEXAL	
za-kabocha-wine	merge_all	SAME_TITLE	2	The・かぼちゃワイン || The・かぼちゃワイン		三浦みつる『The・かぼちゃワイン』(ja.wikipedia)。両page題字・読み完全一致、隣接年(1981/1982)で27巻+2巻に分割された本編同一作(Another続編ではない)。	版違い疑い	qid:Q6883357|name:The・かぼちゃワイン	
ziggurat	merge_all	ORTHO	2	Ziggurat || ジグラット		cmoa.jp/Wikipedia: MISS BLACK作『Ziggurat』(ジグラット)はComic Valkyrie連載の単一作、全9巻。latin題『Ziggurat』とカナ題『ジグラット』は同一作の表記違い、著者・読み一致。	ISBN確認	name:MISS BLACK|name:Ziggurat	
bar-lemon-heart	no_merge	ORTHO	2	Barレモン・ハート ドラマ・シーズン2エピソード集 || BARレモン・ハート ドラマエピソード集		amazon: 古谷三敏。『BARレモン・ハート ドラマエピソード集』(2015,シーズン1)と『ドラマ・シーズン2エピソード集』(2016)は別シーズンの別ドラマ収録集=別内容、別書。	same_pub	name:ファミリー企画|name:BARレモン・ハートqid:Q3776937|name:Barレモン・ハートqid:Q3776937|name:BARレモン・ハートqid:Q3776937|name:Barレモン・ハート ドラマ・シーズン2エピソード集qid:Q3776937|name:BARレモン・ハート ドラマエピソード集qid:Q3776937|name:BARレモン・ハート 想いの色を纏うカクテルの巻qid:Q3776937|name:BARレモン・ハート 夫婦愛結びのお酒の巻qid:Q3776937|name:BARレモン・ハート 恋を彩る煌くお酒の巻	
boku-no-nee-chan	no_merge	ORTHO	2	続・僕の姉ちゃん || 僕の姉ちゃん		益田ミリ『僕の姉ちゃん』本編と『続・僕の姉ちゃん』は続編関係(続・)。タスク明示の no_merge 例。別ページ維持。	diff_pub	qid:Q11581218|name:続・僕の姉ちゃんqid:Q11581218|name:僕の姉ちゃん	
boys-be	no_merge	SAME_TITLE	2	Boys be… || BOYS BE…		Wikipedia/講談社: 原作『BOYS BE…』は全32巻(1992)。続編が複数別シリーズ(2nd Season/L CO-OP/next season/pre-season)で各々独立巻数。2巻2010版は32巻原作とは別installment。続編=別作品。	same_pub	name:イタバシマサヒロ|name:Boys be…name:イタバシマサヒロ|name:BOYS BE…	
kumohachi	no_merge	SAME_TITLE	2	くもはち || くもはち。		kadokawa『くもはち』(2005)=山崎峰水作画/大塚英志原作。星海社『くもはち。』(2025/07)=西島大介作画/大塚英志原作。原作共有だが作画者が別=別作画版、別作。	diff_pub	qid:Q3049381|name:くもはちqid:Q3049381|name:くもはち。	
pangaea-ezel	no_merge	ORTHO	2	Pangaea ezel || パンゲア・エゼル	Pangaea ezel	ja.wikipedia.org/wiki/パンゲア・エゼル: 『パンゲア』(前編・全5巻)と『パンゲア・エゼル』(後編・全7巻)は連続別作品。page1=5巻/2004=前編パンゲア相当、page2=後編。ラテン/カナの表記揺れではなく前編/後編=別作。	same_pub	qid:Q9307321|name:Pangaea ezelqid:Q9307321|name:パンゲア・エゼル	
rettougan-no-tensei-majutsushi	no_merge	SAME_TITLE	2	劣等眼の転生魔術師 || 劣等眼の転生魔術師		bookwalker: 『劣等眼の転生魔術師』には別作画の2コミカライズ有: 『～元勇者～』(峠比呂作画/全16巻)と『～最強の孤児～』(稍日向作画/全4巻)。16巻(2019)と4巻(2020)は別作画版=別作品。キャラ原案ミユキルリア共通でも別物。	same_pub	name:ミユキルリア|name:劣等眼の転生魔術師name:ミユキルリア|name:劣等眼の転生魔術師|sub:虐げられた最強の孤児が異世界で無双する	
sora-chan-no-koi	no_merge	ORTHO	2	お振るいあそばせ! || 空ちゃんの恋	お振るいあそばせ!	booklive title_id 148923: 『空ちゃんの恋』(2009,鈴木有布子)は『お振るいあそばせ!』(2006)で登場した空とさくらの再登場作=前作と後作の別作品。題字面も別物で表記揺れではない。	same_pub	qid:Q9359938|name:お振るいあそばせ!qid:Q9359938|name:空ちゃんの恋	
wani-bunsho	no_merge	ORTHO	2	82分署 || ワニ分署	82分署	ja.wikipedia.org/wiki/ワニ分署: 原作『ワニ分署』は篠原とおる作(1978,全12巻)。一方『82分署』は別チーム(ビジョンスギモト)によるリメイク/別作。別作品。	diff_pub	qid:Q7862713|name:82分署qid:Q7862713|name:ワニ分署	
yami-no-ekusasaizu	no_merge	ORTHO	2	闇のエクササイズ || 夫婦探偵奮戦記	夫婦探偵奮戦記	別作品のkana衝突。夫婦探偵奮戦記=井上恵美子(小学館,全10巻,shogakukan.co.jp/books/volume/15899)で闇のエクササイズとは無関係。kanaヤミノエクササイズが両方に付いた誤紐付け。	same_pub	qid:Q108776526|name:闇のエクササイズqid:Q108776526|name:夫婦探偵奮戦記	
yokohama-hyakunen-shokudou	no_merge	ORTHO	2	横浜百年食堂 || 続横浜百年食堂		k-manga/Amazon: 高井研一郎『横浜百年食堂』(思い出食堂コミックス)に対し『続 横浜百年食堂』は第2弾(続編)。protocol上「続」は別ページ。	same_pub	qid:Q11668719|name:横浜百年食堂qid:Q11668719|name:続横浜百年食堂	
darkness	different_works	ORTHO	2	Darkness || ダークネス		[ISBN/出版社裁定] 魔木子のレディコミに『ダークネス』(ぶんか社・4巻完結・2006/cmoa title 7579)と『ダークネス DARKNESS』(全6巻/mangazenkan items/3956)が併存。著者は同一でも作品が別の可能性が高く、巻数(6vs4)も年(1997vs2006)も食い違うため確証なし。誤merge回避でuncertain。	ISBN確認	qid:Q41698730|name:Darknessqid:Q41698730|name:ダークネス	
exhibition	different_works	ORTHO	2	EXHIIBITION || エキシビション		[ISBN/出版社裁定] latin題EXHIIBITION(EXHIBITIONの誤記)⇄カタカナ題エキシビションでkana・巻数(各1巻)一致し同一作のパターンだが、作者・作品を特定できる信頼出典が見つからず確証なし。保守原則で憶測merge回避。	ISBN確認	qid:Q11269546|name:エキシビション	SPLIT_SUBSET
exhiibition	different_works	ORTHO	2	EXHIIBITION || エキシビション		[ISBN/出版社裁定] latin題EXHIIBITION(EXHIBITIONの誤記)⇄カタカナ題エキシビションでkana・巻数(各1巻)一致し同一作のパターンだが、作者・作品を特定できる信頼出典が見つからず確証なし。保守原則で憶測merge回避。	ISBN確認	qid:Q11269546|name:EXHIIBITION	SPLIT_SUBSET
hipunoshisumaiku	different_works	SAME_TITLE	2	ヒプノシスマイク || ヒプノシスマイク		[ISBN/出版社裁定] 講談社/cmoa: 百瀬祐一郎はヒプノシスマイクの複数side作(side D.H&B.A.T 全5巻 / side F.P&M 等)にシナリオ参加。両page題が『ヒプノシスマイク』に切詰められ、巻数(2/6)もside D.H&B.A.T全5巻と不一致。同一side作の分割か別side作か確証できず、憶測merge回避。	ISBN確認	name:百瀬祐一郎|name:ヒプノシスマイク|sub:division rap battle-side D.H & B.A.Tname:百瀬祐一郎|name:ヒプノシスマイク|sub:division rap battle-side F.P & M +	REKEYED
lesson	different_works	ORTHO	2	Lesson || レッスン		[ISBN/出版社裁定] 『Lesson』(1991)/『レッスン』(2000)とも単巻・著者不明・generic題で9年差。kana一致は'Lesson'→レッスンの音写ゆえで同一性の証拠にならず。信頼出典で同一確認できず、保守的にuncertain。	同社別作	qid:Q11671440|name:Lessonqid:Q11671440|name:レッスン	
take-it-easy	different_works	ORTHO	2	TAKE IT EASY || テイクイットイージー		[ISBN/出版社裁定] 『TAKE IT EASY』は幻冬舎コミックス刊が1件確認できるが(gentosha-comics b534839)、1988(2巻)と2000(2巻)が同一作とは裏取り不可。汎用英題で別作者の同名別作の可能性。保守原則でuncertain。	ISBN確認	qid:Q465645|name:TAKE IT EASYqid:Q465645|name:テイクイットイージー	
clamp-premium-collection-clover	partial	MIXED	7	CLAMP PREMIUM COLLECTION CLOVER || Clover || クローバー || クローバー || クローバー || クローバー || リトル・クローバー	クローバー|リトル・クローバー	Wikipedia/Kodansha: CLAMPの『CLOVER』(新装版/2025 PREMIUM COLLECTION=同一作の版違い)のみがbase。残りの空著者『クローバー』(11巻1997/55巻2007/各1巻2004,2008)と『リトル・クローバー』はkana共有の別作者・別作品。CLAMP分のみ統合、他は分離。	diff_pub	name:CLAMP|name:CLAMP PREMIUM COLLECTION CLOVER	SPLIT_SUBSET
