idx	title	seg	cur_slug	new_slug	conf	changed	flag	note
411	DEAD OR ALIVE Xtreme Venus Vacation公式4コママンガやわらか4コマ☆ブイブイ	デッド オア アライヴ エクストリーム ヴィーナス ヴァケーション コウシキ ヨンコマ マンガ ヤワラカ ヨンコマ ブイブイ	deddo-oa-araivu-ekusutoriimu-viinasu-vakeeshon-koshiki-yonkoma-manga-yawaraka-yonkoma-buibui	dead-or-alive-xtreme-venus-vacation-koshiki-4-koma-manga-yawaraka-4-koma-buibui	OK	CHANGED		OK: 「DEAD OR ALIVE Xtreme Venus Vacation」latin,公式4コママンガ=koshiki-4-koma-manga,やわらか=yawaraka,☆除去,ブイブイ=buibui
412	ホリミヤ メモリアルブック page.100	ホリミヤ メモリアル ブック ページ ヒャク	horimiya-memoriaru-bukku-peeji-hyaku	horimiya-memorial-book-page-100	OK	CHANGED		OK: ホリミヤ=horimiya,メモリアルブック=memorial-book音写,「page.100」latin(.→hyphen)→page-100
413	バトルクラブ 2nd stage	バトル クラブ 2nd stage	batoru-kurabu-2nd-stage	battle-club-2nd-stage	OK	CHANGED		OK: バトルクラブ=battle-club音写,「2nd stage」latin→2nd-stage
414	鋼の錬金術師20th anniversary book	ハガネ ノ レンキンジュツシ トゥエンティース アニバーサリー ブック	hagane-no-renkinjutsushi-toenteiisu-anibaasarii-bukku	hagane-no-renkinjutsushi-20th-anniversary-book	OK	CHANGED		OK: 鋼の錬金術師=hagane-no-renkinjutsushi ヘボン,「20th anniversary book」latin
415	ありす19th	アリス ナインティーンス	arisu-nainteiinsu	alice-19th	LOW	CHANGED		LOW: ありす=alice(公式英題Alice 19th。読み名),「19th」latin字面
416	ロイヤル7days	ロイヤル セブン デイズ	roiyaru-sebun-deizu	royal-7days	OK	CHANGED		OK: ロイヤル=royal音写,「7days」latin字面→7days
417	198Xメモリーズ	センキュウヒャクハチジュウエックス メモリーズ	senkyuhyakuhachijuekkusu-memoriizu	198x-memories	OK	CHANGED		OK: 「198X」latin字面→198x,メモリーズ=memories音写
418	Epic of ゴルゴ13	エピック オブ ゴルゴ サーティーン	epikku-obu-gorugo-saateiin	epic-of-gorugo-13	LOW	CHANGED		LOW: 「Epic of」latin,ゴルゴ13=gorugo-13(公式Golgo 13。コイン名はヘボン但し公式綴り要検証)
419	Legend of ゴルゴ13 アサシン・ローズ	レジェンド オブ ゴルゴ サーティーン アサシン ローズ	rejiendo-obu-gorugo-saateiin-asashin-rozu	legend-of-gorugo-13-assassin-rose	LOW	CHANGED		LOW: 「Legend of」latin,ゴルゴ13=gorugo-13(公式Golgo),アサシン・ローズ=assassin-rose音写
420	Legend ofゴルゴ13 black	レジェンド オブ ゴルゴ サーティーン ブラック	rejiendo-obu-gorugo-saateiin-burakku	legend-of-gorugo-13-black	LOW	CHANGED		LOW: 手動 Legend of字面+ゴルゴ13(gorugo,418/419整合)+black
421	Legend ofゴルゴ13 white	Legend of ゴルゴ 13 white	legend-of-gorugo-13-white	legend-of-gorugo-13-white	OK			OK: latin 'Legend of'+'13 white'literal, JP ゴルゴ→gorugo
422	Legend ofゴルゴ13クロス・オブ・アイアン	レジェンド オブ ゴルゴ サーティーン クロス オブ アイアン	rejiendo-obu-gorugo-saateiin-kurosu-obu-aian	legend-of-gorugo-13-cross-of-iron	OK	CHANGED		OK: クロス・オブ・アイアン=Cross of Iron(loanword音写)→英綴り
423	Legend ofゴルゴ13ザ・ベスト4	レジェンド オブ ゴルゴ サーティーン ザ ベスト フォー	rejiendo-obu-gorugo-saateiin-za-besuto-fo	legend-of-gorugo-13-the-best-4	OK	CHANGED		OK: ザ・ベスト4=The Best 4, digit keep
424	Legend ofゴルゴ13ザ・レッドスター	レジェンド オブ ゴルゴ サーティーン ザ レッド スター	rejiendo-obu-gorugo-saateiin-za-reddo-sutaa	legend-of-gorugo-13-the-red-star	OK	CHANGED		OK: ザ・レッドスター=The Red Star(loanword)→英綴り
425	ゴルゴ13 ALL TIME BEST	ゴルゴ 13 ALL TIME BEST	gorugo-13-all-time-best	gorugo-13-all-time-best	OK			OK: latin 'ALL TIME BEST' literal
426	ゴルゴ13 best of 200	ゴルゴ 13 best of 200	gorugo-13-best-of-200	gorugo-13-best-of-200	OK			OK: latin 'best of 200' literal
427	ゴルゴ13 characters	ゴルゴ サーティーン キャラクターズ	gorugo-saateiin-kyarakutaazu	gorugo-13-characters	OK	CHANGED		OK: latin 'characters' literal
428	ゴルゴ13 in Africa	ゴルゴ サーティーン イン アフリカ	gorugo-saateiin-in-afurika	gorugo-13-in-africa	OK	CHANGED		OK: latin 'in Africa' literal
429	ゴルゴ13 in Asia Oceania	ゴルゴ サーティーン イン アジア オセアニア	gorugo-saateiin-in-ajia-oseania	gorugo-13-in-asia-oceania	OK	CHANGED		OK: latin 'in Asia Oceania' literal
430	ゴルゴ13 in China	ゴルゴ サーティーン イン チャイナ	gorugo-saateiin-in-chaina	gorugo-13-in-china	OK	CHANGED		OK: latin 'in China' literal
431	ゴルゴ13 in France	ゴルゴ サーティーン イン フランス	gorugo-saateiin-in-furansu	gorugo-13-in-france	OK	CHANGED		OK: latin 'in France' literal
432	ゴルゴ13 in Germany	ゴルゴ サーティーン イン ジャーマニー	gorugo-saateiin-in-jaamanii	gorugo-13-in-germany	OK	CHANGED		OK: latin 'in Germany' literal
433	ゴルゴ13 in Italy	ゴルゴ サーティーン イン イタリー	gorugo-saateiin-in-itarii	gorugo-13-in-italy	OK	CHANGED		OK: latin 'in Italy' literal
434	ゴルゴ13 in Japan	ゴルゴ サーティーン イン ジャパン	gorugo-saateiin-in-japan	gorugo-13-in-japan	OK	CHANGED		OK: latin 'in Japan' literal
435	ゴルゴ13 in Latin America	ゴルゴ サーティーン イン ラテン アメリカ	gorugo-saateiin-in-raten-amerika	gorugo-13-in-latin-america	OK	CHANGED		OK: latin 'in Latin America' literal
436	ゴルゴ13 in Middle East	ゴルゴ サーティーン イン ミドル イースト	gorugo-saateiin-in-midoru-iisuto	gorugo-13-in-middle-east	OK	CHANGED		OK: latin 'in Middle East' literal
437	ゴルゴ13 in Russia	ゴルゴ サーティーン イン ロシア	gorugo-saateiin-in-roshia	gorugo-13-in-russia	OK	CHANGED		OK: latin 'in Russia' literal
438	ゴルゴ13 shorty	ゴルゴ サーティーン ショーティ	gorugo-saateiin-shotei	gorugo-13-shorty	OK	CHANGED		OK: latin 'shorty' literal
439	ゴルゴ13 SPECIAL EDITION	ゴルゴ サーティーン スペシャル エディション	gorugo-saateiin-supesharu-edishon	gorugo-13-special-edition	OK	CHANGED		OK: latin 'SPECIAL EDITION' literal
440	ゴルゴ13 two in oneアンコール	ゴルゴ サーティーン ツー イン ワン アンコール	gorugo-saateiin-tsu-in-wan-ankoru	gorugo-13-two-in-one-encore	OK	CHANGED		OK: latin 'two in one'+アンコール=Encore(loanword)→英綴り
441	ゴルゴ13Premium	ゴルゴ サーティーン プレミアム	gorugo-saateiin-puremiamu	gorugo-13-premium	OK	CHANGED		OK: latin 'Premium' literal
442	ゴルゴ13リーダーズ・チョイスBEST 13 OF“G”	ゴルゴ サーティーン リーダーズ チョイス ベスト サーティーン オブ ジー	gorugo-saateiin-riidaazu-choisu-besuto-saateiin-obu-jii	gorugo-13-readers-choice-best-13-of-g	OK	CHANGED		OK: リーダーズ・チョイス=Readers Choice, latin BEST 13 OF, 'G'→g
443	さいとう・たかをセレクションbest 13 ofゴルゴ13	サイトウ タカオ セレクション best 13 of ゴルゴ 13	saito-takao-serekushon-best-13-of-gorugo-13	saito-takao-selection-best-13-of-gorugo-13	OK	CHANGED		OK: author さいとう・たかを=Saito Takao(を=お読み), セレクション→selection, latin best 13 of
444	リーダーズ・チョイスbest 13 ofゴルゴ13	リーダーズ チョイス best 13 of ゴルゴ 13	riidaazu-choisu-best-13-of-gorugo-13	readers-choice-best-13-of-gorugo-13	OK	CHANGED		OK: リーダーズ・チョイス=Readers Choice, latin best 13 of
445	各界著名人セレクションbest 13 ofゴルゴ13	カクカイ チョメイジン セレクション ベスト サーティーン オブ ゴルゴ サーティーン	kakukai-chomeijin-serekushon-besuto-saateiin-obu-gorugo-saateiin	kakukai-chomeijin-selection-best-13-of-gorugo-13	OK	CHANGED		OK: 各界著名人→kakukai-chomeijin(Hepburn), selection, latin best 13 of
446	17歳初めてのH	17サイ ハジメテ ノ H	17sai-hajimete-no-h	17-sai-hajimete-no-h	OK	CHANGED		OK: 17 digit+歳=sai, 初めて=hajimete, の=no, latin H→h
447	ロザリオとバンパイアseason2	ロザリオ ト バンパイア シーズン ツー	rozario-to-banpaia-shiizun-tsu	rosario-to-vampire-season-2	OK	CHANGED		OK: ロザリオ=Rosario, と=to, バンパイア=Vampire(loanword), latin season2→season-2
448	特殊任務飛行隊KG200	トクシュ ニンム ヒコウタイ ケージー ニヒャク	tokushu-ninmu-hikotai-keejii-nihyaku	tokushu-ninmu-hikotai-kg200	OK	CHANGED		OK: 特殊任務飛行隊→Hepburn(飛行隊=hikotai長音落), latin KG200→kg200
449	コミティア30thクロニクル	コミティア サーティース クロニクル	komiteia-saateiisu-kuronikuru	comitia-30th-chronicle	LOW	CHANGED		LOW: コミティア=Comitia(同人誌即売会名,綴り要確認), latin 30th, クロニクル=Chronicle
450	10年ぶりに再会したクソガキは清純美少女JKに成長していた	ジュウネンブリ ニ サイカイ シタ クソガキ ワ セイジュン ビショウジョ ジェイケー ニ セイチョウ シテイタ	junenburi-ni-saikai-shita-kusogaki-wa-seijun-bishojo-jieikee-ni-seicho-shiteita	10nenburi-ni-saikai-shita-kusogaki-wa-seijun-bishojo-jk-ni-seicho-shiteita	OK	CHANGED		OK: 10 digit+年ぶり等Hepburn, は=wa, latin JK→jk
451	LP～ライフ・パートナー～3番目の配偶者	エルピー ライフ パートナー サンバンメ ノ ハイグウシャ	erupii-raifu-paatonaa-sanbanme-no-haigusha	lp-life-partner-3banme-no-haigusha	OK	CHANGED		OK: latin LP, ライフ・パートナー=Life Partner(loanword), ～除去, 3番目=3banme, 配偶者=haigusha
452	7人のシェイクスピアNON SANZ DROICT	シチニン ノ シェイクスピア ノン サンス ドロワ	shichinin-no-shieikusupia-non-sansu-dorowa	7-nin-no-shakespeare-non-sanz-droict	OK	CHANGED		OK: 7 digit+人=nin, シェイクスピア=Shakespeare, latin NON SANZ DROICT literal
453	妖怪伝奇Roku69Bi	ヨウカイ デンキ ロクロックビ	yokai-denki-rokurokkubi	yokai-denki-roku69bi	OK	CHANGED		OK: 妖怪伝奇→yokai-denki, latin run 'Roku69Bi'字面→roku69bi(segロクロックビは読み)
454	君のいる町妄想200話special edition	キミ ノ イル マチ モウソウ 200ワ special edition	kimi-no-iru-machi-moso-200wa-special-edition	kimi-no-iru-machi-moso-200wa-special-edition	OK			OK: 君のいる町妄想Hepburn, 200 digit+話=wa, latin special edition
455	餓狼伝説special 4コマ大行進	ガロウ デンセツ スペシャル 4コマ ダイコウシン	garo-densetsu-supesharu-4koma-daikoshin	garo-densetsu-special-4-koma-daikoshin	OK	CHANGED		OK: 餓狼伝説→garo-densetsu(長音落), latin special, 4コマ=4koma, 大行進=daikoshin
456	16歳KISS	16サイ kiss	16sai-kiss	16-sai-kiss	OK	CHANGED		OK: 16 digit+歳=sai, latin KISS→kiss
457	AKB48殺人事件	AKB48 サツジン ジケン	akb48-satsujin-jiken	akb48-satsujin-jiken	OK			OK: latin AKB48→akb48, 殺人事件=satsujin-jiken
458	テニスの王子様 完全版 season 1	テニス ノ オウジサマ カンゼンバン season 1	tenisu-no-oji-sama-kanzenban-season-1	tennis-no-oji-sama-kanzenban-season-1	OK	CHANGED		OK: テニス=Tennis(公式英題Prince of Tennis), の=no, 王子様=oji-sama, 完全版=kanzenban, latin season 1
459	テニスの王子様 完全版 season 2	テニス ノ オウジサマ カンゼンバン season 2	tenisu-no-oji-sama-kanzenban-season-2	tennis-no-oji-sama-kanzenban-season-2	OK	CHANGED		OK: 同458, season 2
460	テニスの王子様 完全版 season 3	テニス ノ オウジサマ カンゼンバン season 3	tenisu-no-oji-sama-kanzenban-season-3	tennis-no-oji-sama-kanzenban-season-3	OK	CHANGED		OK: 同458, season 3
461	テニスの王子様 完全版season1	テニス ノ オウジサマ カンゼンバン シーズン ワン	tenisu-no-oji-sama-kanzenban-shiizun-wan	tennis-no-oji-sama-kanzenban-season-1	OK	CHANGED		OK: 字面season1=latin→season-1(segシーズンは音写,字面優先)
462	ACCA 13区監察課	アッカ 13ク カンサツカ	akka-13ku-kansatsuka	acca-13-ku-kansatsuka	OK	CHANGED		OK: latin ACCA→acca, 日本語13区監察課→13ku-kansatsuka(数字keep+ヘボン)
463	ACCA13区監察課10th anniversary book	アッカ ジュウサンク カンサツカ テンス アニバーサリー ブック	akka-jusanku-kansatsuka-tensu-anibaasarii-bukku	acca-13-ku-kansatsuka-10th-anniversary-book	OK	CHANGED		OK: ACCA→acca, 13区監察課→13ku-kansatsuka, latin run 10th anniversary book字面
464	ACCA13区監察課P.S	アッカ ジュウサンク カンサツカ ピーエス	akka-jusanku-kansatsuka-piiesu	acca-13-ku-kansatsuka-p-s	OK	CHANGED		OK: ACCA→acca, 13区監察課→13ku-kansatsuka, P.S→p-s(. →hyphen)
465	太陽まで3m	タイヨウ マデ 3m	taiyo-made-3m	taiyo-made-3m	OK			OK: 太陽まで→taiyo-made(おう落とす), latin 3m→3m
466	H2（ツー）	エイチ ツー	eichi-tsu	h2	OK	CHANGED		OK: H2字面latin→h2(ツーは読み補注で除去)
467	コミックス プロジェクトA子2	コミックス プロジェクトエーコツー	komikkusu-purojiekutoeekotsu	komikkusu-project-ako-2	OK	CHANGED		OK: コミックス→komikkusu, プロジェクトA子→project-ako(Aはlatin), 隣接数字2keep
468	上條淳士画集1983 SINCE	カミジョウ アツシ ガシュウ センキュウヒャクハチジュウサン シンス	kamijo-atsushi-gashu-senkyuhyakuhachiju-san-shinsu	kamijo-atsushi-gashu-1983-since	OK	CHANGED		OK: 上條淳士画集→kamijo-atsushi-gashu(おう落とす), latin 1983 SINCE→1983-since
469	Barレモン・ハート ドラマ・シーズン2エピソード集	Bar レモン ハート	bar-remon-haato	bar-remon-haato	OK			OK: Bar→bar(latin), レモン・ハート→remon-haato(seg);サブ題シーズン2は画集/集の付帯で本題のみ採用
470	特区八犬士［code:T-8］	トック ハッケンシ コード ティー エイト	tokku-hakkenshi-kodo-teii-eito	tokku-hakkenshi-code-t-8	OK	CHANGED		OK: 特区八犬士→tokku-hakkenshi(ヘボン), latin [code:T-8]→code-t-8
471	KING OF PRISM by PrettyRhythm 4コマアンソロジー 次世代編	キング オブ プリズム バイ プリティ リズム ヨンコマ アンソロジー	kingu-obu-purizumu-bai-puritei-rizumu-yonkoma-ansorojii	king-of-prism-by-prettyrhythm-4-koma-anthology-jisedai-hen	LOW	CHANGED		LOW: latin KING OF PRISM by PrettyRhythm字面→king-of-prism-by-prettyrhythm, 4コマ→4koma, アンソロジー→anthology, 次世代編→jisedai-hen
472	3D彼女	リアル ガール	riaru-gaaru	3d-kanojo	OK	CHANGED		OK: latin 3D→3d, 彼女→kanojo(segリアルガールは読み補注だが字面は彼女=kanojo)
473	3D彼女リアルガール	スリーディー カノジョ リアル ガール	suriidii-kanojo-riaru-gaaru	3d-kanojo-real-girl	LOW	CHANGED		LOW: 3D→3d(latin), 彼女→kanojo, リアルガール=外来語当て字→real-girl(英音写一致)
474	ズームインage25	ズームインエイジトェンティファイブ	zumuineijitoenteifaibu	zoom-in-age-25	LOW	CHANGED		LOW: ズームインage25→ズームイン=zoom-in(英音写), latin age→age, 数字25keep
475	100万回のkiss	ヒャクマンカイ ノ キス	hyakumankai-no-kisu	hyakumankai-no-kiss	OK	CHANGED		OK: 100万回の→hyakumankai-no(漢数字読み), latin kiss→kiss
476	V2パンツァー	V2 パンツァー	v2-pantsuaa	v2-pantsaa	OK	CHANGED		OK: latin V2→v2, パンツァー→pantsaa(seg、独語Panzerだが当て字音写;固有題保持ヘボン)
477	銀河鉄道999 ANOTHER STORYアルティメットジャーニー	ギンガ テツドウ スリーナイン アナザー ストーリー アルティメット ジャーニー	ginga-tetsudo-suriinain-anazaa-sutorii-aruteimetto-jaanii	ginga-tetsudo-999-another-story-ultimate-journey	LOW	CHANGED		LOW: 銀河鉄道→ginga-tetsudo, 999数字keep, latin ANOTHER STORY字面→another-story, アルティメットジャーニー外来語→ultimate-journey
478	銀河鉄道999 perfect book	ギンガ テツドウ 999 perfect book	ginga-tetsudo-999-perfect-bok	ginga-tetsudo-999-perfect-book	OK	CHANGED		OK: 銀河鉄道→ginga-tetsudo, 999keep, latin perfect book→perfect-book
479	コミティア30thクロニクル	コミティア サーティース クロニクル	komiteia-saateiisu-kuronikuru	comitia-30th-chronicle	LOW	CHANGED		LOW: コミティア→comitia(英固有), latin 30th→30th, クロニクル外来語→chronicle
480	緋賀ゆかり画集15th ART WORKS	ヒガ ユカリ ガシュウ フィフティーンス アート ワークス	higa-yukari-gashu-fifuteiinsu-aato-waakusu	higa-yukari-gashu-15th-art-works	OK	CHANGED		OK: 緋賀ゆかり画集→higa-yukari-gashu, latin 15th ART WORKS→15th-art-works
481	D・N・〔A^2〕	ディー エヌ エー ツー	dii-enu-ee-tsu	d-n-a2	OK	CHANGED		OK: D・N・〔A^2〕字面latin→d-n-a2(・→hyphen, ^除去)
482	秘密 season0	ヒミツ シーズン ゼロ	himitsu-shiizun-zero	himitsu-season-0	OK	CHANGED		OK: 秘密→himitsu(ヘボン), latin season0→season-0
483	秘密season0	ヒミツ シーズン ゼロ	himitsu-shiizun-zero	himitsu-season0	OK	CHANGED		OK: 秘密→himitsu, latin season0字面連結→season0(間に空白無)
484	エンジェル・ハート 2ndシーズン	エンジェル ハート 2nd シーズン	enjieru-haato-2nd-shiizun	angel-heart-2nd-season	LOW	CHANGED		LOW: エンジェル・ハート外来語当て字→angel-heart(英音写一致), latin 2nd→2nd, シーズン→season
485	キカイダー02Special Graphics Edition	キカイダー ゼロツー スペシャル グラフィックス エディション	kikaidaa-zerotsu-supesharu-gurafikkusu-edishon	kikaider-02-special-graphics-edition	LOW	CHANGED		LOW: キカイダー固有→kikaider(公式英表記), latin 02 Special Graphics Edition→02-special-graphics-edition
486	サイボーグ009 BGOOPARTS DELETE	サイボーグ ゼロゼロナイン ビゴオーパーツ デリート	saibogu-zerozeronain-bigoopaatsu-deriito	cyborg-009-bgooparts-delete	LOW	CHANGED		LOW: サイボーグ外来語→cyborg, 009数字keep, latin BGOOPARTS DELETE→bgooparts-delete
487	仮面ライダーV3	カメンライダー ブィ3	kamenraidaa-bui3	kamen-rider-v3	LOW	CHANGED		LOW: 仮面ライダー公式英題→kamen-rider, latin V3→v3
488	石ノ森章太郎変身ヒーロー画集 after 1975	イシノモリ ショウタロウ ヘンシン ヒーロー ガシュウ アフター センキュウヒャクナナジュウゴ	ishinomori-shotaro-henshin-hiiro-gashu-afutaa-senkyuhyakunanajugo	ishinomori-shotaro-henshin-hero-gashu-after-1975	LOW	CHANGED		LOW: 石ノ森章太郎変身ヒーロー画集→ishinomori-shotaro-henshin-hero-gashu(ヒーロー外来語=hero), latin after 1975→after-1975
489	石ノ森章太郎変身ヒーロー画集 before 1975	イシノモリ ショウタロウ ヘンシン ヒーロー ガシュウ ビフォア センキュウヒャクナナジュウゴ	ishinomori-shotaro-henshin-hiiro-gashu-bifoa-senkyuhyakunanajugo	ishinomori-shotaro-henshin-hero-gashu-before-1975	LOW	CHANGED		LOW: 同前, latin before 1975→before-1975
490	地球ナンバーV-7	チキユウ ナンバー ブイ セブン	chikiyu-nanbaa-bui-sebun	chikyu-number-v-7	LOW	CHANGED		LOW: 地球→chikyu(ヘボン), ナンバー外来語→number, latin V-7→v-7
491	鉄人28号DELUXE	テツジン ニジュウハチゴウ DELUXE	tetsujin-nijuhachigo-deluxe	tetsujin-28-go-deluxe	OK	CHANGED		OK: 鉄人28号→tetsujin-28-go(数字keep), latin DELUXE→deluxe
492	5年めのUターン	ゴネンメ ノ ユーターン	gonenme-no-yutaan	5-nenme-no-u-turn	OK	CHANGED		OK: 数字5keep, めの→nenme-no, latin Uターン→u-turn(U字面+ターン外来語=turn)
493	RUNNING第2部	ランニング	ranningu	running-dai-2-bu	OK	CHANGED		OK: latin RUNNING→running, 第2部→dai-2-bu(数字keep+ヘボン)
494	BLEACH 4コマコマブリ	ブリーチ 4 コマ コマブリ	buriichi-4-koma-komaburi	bleach-4-koma-komaburi	LOW	CHANGED		LOW: BLEACH latin→bleach, 4コマ→4koma, コマブリ→komaburi(造語ヘボン)
495	Mother2ギーグの逆襲・ネスの冒険記	マザー ツー ギーグ ノ ギャクシュウ ネス ノ ボウケンキ	mazaa-tsu-giigu-no-gyakushu-nesu-no-bokenki	mother-2-gigu-no-gyakushu-nesu-no-bokenki	LOW	CHANGED		LOW: latin Mother→mother, 数字2keep, ギーグ固有→gigu, の逆襲・ネスの冒険記→no-gyakushu-nesu-no-bokenki(ヘボン)
496	1年A組のモンスター	1ネン Aグミ ノ モンスター	1nen-agumi-no-monsutaa	1-nen-a-gumi-no-monster	OK	CHANGED		OK: 数字1keep, 年→nen, latin A→a, 組の→gumi-no, モンスター外来語→monster
497	Wsamarus・2001	ウサマルズ ニセン イチ	usamaruzu-nisen-ichi	wsamarus-2001	OK	CHANGED		OK: Wsamarus・2001字面latin→wsamarus-2001(・→hyphen)
498	うみねこのなく頃に散 Episode7	ウミネコ ノ ナク コロ ニ チル エピソード セブン	umineko-no-naku-koro-ni-chiru-episodo-sebun	umineko-no-naku-koro-ni-chiru-episode-7	OK	CHANGED		OK: うみねこのなく頃に散→umineko-no-naku-koro-ni-chiru(ヘボン), latin Episode7→episode-7
499	LEGAの13	Lega ノ 13	lega-no-13	lega-no-13	OK			OK: latin LEGA→lega, の→no, latin 13→13
500	TVアニメコミックス うちの3姉妹	ティーブイ アニメ コミックス ウチ ノ サン シマイ	teiibui-anime-komikkusu-uchi-no-san-shimai	tv-anime-comics-uchi-no-san-shimai	LOW	CHANGED		LOW: TVアニメコミックス→tv-anime-comics(TV字面+外来語), うちの3姉妹→uchi-no-san-shimai(seg三=san)
501	マジカル1to3	マジカル ワン ツー スリー	majikaru-wan-tsu-surii	magical-1to3	LOW	CHANGED		LOW: マジカル外来語→magical, latin 1to3字面→1to3
502	UFOロボグレンダイザー1975-77	ユーフォー ロボ グレンダイザー センキュウヒャクナナジュウゴ ナナジュウナナ	yufo-robo-gurendaizaa-senkyuhyakunanajugo-nanajunana	ufo-robo-grendizer-1975-77	LOW	CHANGED		LOW: UFO字面latin→ufo, ロボ外来語→robo, グレンダイザー公式英題→grendizer, latin 1975-77→1975-77
503	オカルト団D3	オカルトダン D3	okarutodan-d3	occult-dan-d3	LOW	CHANGED		LOW: オカルト団→occult-dan(オカルト外来語=occult+団ヘボン), latin D3→d3
504	サイボーグ009VSデビルマン	サイボーグ ゼロゼロナイン バーサス デビルマン	saibogu-zerozeronain-baasasu-debiruman	cyborg-009-vs-devilman	OK	CHANGED		OK: サイボーグ=cyborg(official Cyborg 009), 009 keep, VS=vs, デビルマン=Devilman(official En)
505	バイオレンスジャック20XX	バイオレンス ジャック ニセンエックスエックス	baiorensu-jakku-nisenekkusuekkusu	violence-jack-20xx	OK	CHANGED		OK: バイオレンスジャック=Violence Jack(official En), 20XX字面keep
506	マジンガーZ 1972-74	マジンガー ゼット センキュウヒャクナナジュウニ ナナジュウヨン	majingaa-zetto-senkyuhyakunanajuni-nanajuyon	mazinger-z-1972-74	OK	CHANGED		OK: マジンガー=Mazinger(official), Z+date字面keep
507	テイルズオブヴェスペリア4コマKINGS	テイルズ オブ ヴェスペリア ヨンコマ キングス	teiruzu-obu-vesuperia-yonkoma-kingusu	tales-of-vesperia-4-koma-kings	OK	CHANGED		OK: Tales of Vesperia(official En), 4=latin+コマ=koma, KINGS=kings
508	テイルズオブジアビス 4コマkings	テイルズ オブ ジ アビス ヨンコマ キングス	teiruzu-obu-ji-abisu-yonkoma-kingusu	tales-of-the-abyss-4-koma-kings	OK	CHANGED		OK: Tales of the Abyss(official En), 4-koma-kings
509	テイルズオブシンフォニア4コマkings	テイルズ オブ シンフォニア ヨンコマ キングス	teiruzu-obu-shinfonia-yonkoma-kingusu	tales-of-symphonia-4-koma-kings	OK	CHANGED		OK: Tales of Symphonia(official En), 4-koma-kings
510	電夢時空2 runner	デンム ジクウ 2 runner	denmu-jiku-2-runner	denmu-jiku-2-runner	OK			OK: 電夢時空=denmu-jiku(hepburn,ジクウ long u drop), 2 keep, runner字面
511	リトルバスターズ!EX the 4コマ	リトル バスターズ エクスタシー ザ 4コマ	ritoru-basutaazu-ekusutashii-za-4koma	little-busters-ex-the-4-koma	OK	CHANGED		OK: Little Busters(official En), EX/the latin, 4-koma
512	リトルバスターズ!The 4コマ	リトル バスターズ the 4コマ	ritoru-basutaazu-the-4koma	little-busters-the-4-koma	OK	CHANGED		OK: Little Busters(official En), The latin, 4-koma
513	デュラララ!! 3way standoff-alley-	デュラララ スリー ウェイ スタンド オフ アレイ	deyurarara-surii-uei-sutando-ofu-arei	durarara-3way-standoff-alley	OK	CHANGED		OK: デュラララ=Durarara(official En), latin run 3way standoff-alley-
514	将太の寿司2 World Stage	ショウタ ノ スシ ツー ワールド ステージ	shota-no-sushi-tsu-waarudo-suteeji	shota-no-sushi-2-world-stage	OK	CHANGED		OK: 将太の寿司=shota-no-sushi(hepburn), 2 keep, World Stage latin
515	ライトno.1	ライト ナンバー ワン	raito-nanbaa-wan	light-no-1	LOW	CHANGED		LOW: ライト=light(katakana english,音写), no.1字面→no-1
516	藤原カムイ画集40GB	フジワラ カムイ ガシュウ	fujiwara-kamui-gashu	fujiwara-kamui-gashu-40gb	OK	CHANGED		OK: 藤原カムイ=fujiwara-kamui, 画集=gashu(hepburn), 40GB字面
517	9月 September	クガツ	kugatsu	9-gatsu-september	LOW	CHANGED		LOW: 9月=9(latin digit keep)+月gatsu, September latin
518	アイアムアヒーロー公式アンソロジーコミック8 TALES OF THE ZQN	アイ アム ア ヒーロー コウシキ アンソロジー コミック エイト テールズ オブ ザ ゾキュン	ai-amu-a-hiiro-koshiki-ansorojii-komikku-eito-teeruzu-obu-za-zokyun	i-am-a-hero-koshiki-ansoroji-komikku-8-tales-of-the-zqn	OK	CHANGED		OK: I Am a Hero(katakana english), 公式アンソロジーコミック hepburn, 8 keep, TALES OF THE ZQN latin
519	忍空2nd stage	ニンクウ 2nd stage	ninku-2nd-stage	ninku-2nd-stage	OK			OK: 忍空=ninku(hepburn,ニンクウ long u drop), 2nd stage latin
520	3年A組おばけ教室	サンネン エーグミ オバケ キョウシツ	sannen-eegumi-obake-kyoshitsu	3-nen-a-gumi-obake-kyoshitsu	OK	CHANGED		OK: 3(latin)年nen A(latin)組gumi, おばけ教室=obake-kyoshitsu
521	バツイチ30ans	バツイチ 30ans	batsuichi-30ans	batsuichi-30ans	OK			OK: バツイチ=batsuichi(coined JP hepburn), 30ans字面(French)
522	湾岸MIDNIGHT C1ランナー	ワンガン ミッドナイト C1 ランナー	wangan-middonaito-c1-rannaa	wangan-midnight-c1-runner	OK	CHANGED		OK: 湾岸=wangan, MIDNIGHT latin, C1 latin, ランナー=runner(katakana english)
523	湾岸ミッドナイト C1ランナー	ワンガン ミッドナイト シー ワン ランナー	wangan-middonaito-shii-wan-rannaa	wangan-midnight-c1-runner	OK	CHANGED		OK: 湾岸wangan, ミッドナイト=midnight(katakana english), C1 latin, ランナー=runner
524	湾岸ミッドナイトC1ランナー	ワンガン ミッドナイト シー ワン ランナー	wangan-middonaito-shii-wan-rannaa	wangan-midnight-c1-runner	OK	CHANGED		OK: same as 522/523
